
EXP:	Wed Jul 13 23:02:06 2011
CO-EVOLUTION [1310590926]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
1087	10880	18216	13364	56	27	14	11	35267	1478	2461.43	10629.7	353780	216.02	10.5308	255	0	255	0	255	11.5	7724	10.5	3995	0	0	0	0	0	0	0	0	954	3493	7724	1161	31	1	0	0	0	0	0	0	0	0	4	6	806	3995	41	0	0	0	0	0	232546
1088	10890	18262	13379	63	27	14	10	35319	1492	2426.72	10561.8	355361	215.911	10.5416	255	0	255	0	255	11.5	7656	10.5	4003	0	0	0	0	0	0	0	0	1040	3493	7656	1157	33	0	0	0	0	0	0	0	0	0	1	7	830	4003	42	0	0	0	0	0	232734
1089	10900	18259	13291	59	25	14	10	35352	1488	2435.25	10647	339732	215.829	10.489	255	0	255	0	255	11.5	7719	10.5	4104	0	0	0	0	0	0	0	0	959	3466	7719	1122	25	0	0	0	0	0	0	0	0	0	0	6	811	4104	47	0	0	0	0	0	232921
1090	10910	18207	13234	54	25	14	10	35384	1486	2433.37	10584.7	340286	215.868	10.4892	255	0	255	0	255	11.5	7607	10.5	4077	0	0	0	0	0	0	0	0	920	3532	7607	1160	15	0	0	0	0	0	0	0	0	0	0	2	843	4077	51	0	0	0	0	0	233093
1091	10920	17789	12873	55	25	14	10	35417	1478	2485.38	10670	342259	215.882	10.4303	255	0	255	0	255	11.5	7414	10.5	4055	0	0	0	0	0	0	0	0	898	3421	7414	1136	4	0	0	0	0	0	0	0	0	0	0	0	819	4055	42	0	0	0	0	0	233281
1092	10930	17813	13021	52	26	14	10	35449	1478	2495.17	10729.5	324245	215.874	10.5404	255	0	255	0	255	11.5	7440	10.5	3899	0	0	0	0	0	0	0	0	941	3554	7440	1082	4	0	0	0	0	0	0	0	0	0	0	0	843	3899	50	0	0	0	0	0	233453
1093	10940	18174	13358	56	24	14	10	35484	1482	2456.86	10552.8	284582	215.796	10.4774	255	0	255	0	255	11.5	7644	10.5	3906	0	0	0	0	0	0	0	0	914	3643	7644	1156	1	0	0	0	0	0	0	0	0	0	0	6	855	3906	49	0	0	0	0	0	233640
1094	10950	18246	13286	57	23	15	10	35517	1490	2433.77	10623.1	302245	215.854	10.4821	255	0	255	0	255	11.5	7696	10.5	3950	0	0	0	0	0	0	0	0	932	3581	7696	1073	4	0	0	0	0	0	0	0	0	0	0	5	944	3950	61	0	0	0	0	0	233828
1095	10960	18136	13195	54	22	14	10	35551	1493	2455.95	10946.6	393862	215.901	10.4725	255	0	255	0	255	11.5	7726	10.5	3984	0	0	0	0	0	0	0	0	901	3490	7726	1072	6	0	0	0	0	0	0	0	0	0	0	4	895	3984	58	0	0	0	0	0	234000
1096	10970	18076	13278	52	22	14	10	35578	1493	2482.14	11077	377118	215.877	10.5166	255	0	255	0	255	11.5	7855	10.5	3911	0	0	0	0	0	0	0	0	877	3370	7855	1171	5	0	0	0	0	0	0	0	0	0	0	3	820	3911	64	0	0	0	0	0	234187
1097	10980	18171	13412	56	24	14	10	35620	1505	2446.86	10969.6	399437	215.92	10.4781	255	0	255	0	255	11.5	7943	10.5	3871	0	0	0	0	0	0	0	0	921	3342	7943	1199	7	0	0	0	0	0	0	0	0	0	0	8	810	3871	70	0	0	0	0	0	234375
1098	10990	18484	13663	58	25	14	10	35657	1508	2362.96	10529.8	400086	215.755	10.3946	255	0	255	0	255	11.5	8093	10.5	3905	0	0	0	0	0	0	0	0	974	3401	8093	1184	11	0	0	0	0	0	0	0	0	0	0	12	841	3905	63	0	0	0	0	0	234562
1099	11000	18631	13825	55	20	14	10	35687	1502	2347.96	10517.6	401394	215.846	10.3955	255	0	255	0	255	11.5	8218	10.5	3871	0	0	0	0	0	0	0	0	947	3463	8218	1190	7	0	0	0	0	0	0	0	0	0	0	15	857	3871	63	0	0	0	0	0	234734
1100	11010	18685	13919	56	21	14	10	35719	1504	2336.39	10576.1	409453	215.889	10.4804	255	0	255	0	255	11.5	8091	10.5	3860	0	0	0	0	0	0	0	0	964	3584	8091	1277	3	0	0	0	0	0	0	0	0	0	0	16	846	3860	44	0	0	0	0	0	234921
1101	11020	18829	14182	58	23	14	11	35765	1501	2339.05	10444.6	391323	216.036	10.5462	255	0	255	0	255	11.5	8301	10.5	3725	0	0	0	0	0	0	0	0	952	3635	8301	1287	7	0	0	0	0	0	0	0	0	0	0	20	857	3725	45	0	0	0	0	0	235109
1102	11030	19061	14405	58	22	13	10	35800	1506	2295.19	10095.7	393955	216.076	10.5497	255	0	255	0	255	11.5	8331	10.5	3712	0	0	0	0	0	0	0	0	1031	3770	8331	1264	9	0	0	0	0	0	0	0	0	0	0	24	874	3712	46	0	0	0	0	0	235296
1103	11040	19405	14732	56	22	14	11	35826	1496	2277.05	9868.09	373990	216.152	10.6039	255	0	255	0	255	11.5	8534	10.5	3717	0	0	0	0	0	0	0	0	1054	3831	8534	1302	11	0	0	0	0	0	0	0	0	0	0	26	887	3717	43	0	0	0	0	0	235484
1104	11050	19631	15080	61	24	13	10	35850	1499	2238.45	9658.04	388712	216.33	10.7287	255	0	255	0	255	11.5	8720	10.5	3609	0	0	0	0	0	0	0	0	1075	3938	8720	1336	11	0	0	0	0	0	0	0	0	0	0	35	864	3609	43	0	0	0	0	0	235671
1105	11060	19802	15320	59	23	14	11	35883	1507	2242.99	9849.81	427934	216.443	10.8388	255	0	255	0	255	11.5	8897	10.5	3560	0	0	0	0	0	0	0	0	1035	4105	8897	1272	11	0	0	0	0	0	0	0	0	0	0	26	849	3560	47	0	0	0	0	0	235859
1106	11070	20125	15513	60	22	16	11	35913	1513	2208.42	9753.49	391014	216.291	10.7393	255	0	255	0	255	11.5	8954	10.5	3622	0	0	0	0	0	0	0	0	1046	4163	8954	1342	8	0	0	0	0	0	0	0	0	0	0	19	919	3622	52	0	0	0	0	0	236046
1107	11080	20059	15449	63	25	17	11	35949	1511	2226.14	9586.74	375091	216.46	10.7891	255	0	255	0	255	11.5	8966	10.5	3557	0	0	0	0	0	0	0	0	1011	4213	8966	1251	8	0	0	0	0	0	0	0	0	0	0	27	966	3557	60	0	0	0	0	0	236234
1108	11090	19992	15273	57	22	16	11	35980	1503	2234.98	9443.68	376967	216.398	10.8172	255	0	255	0	255	11.5	8843	10.5	3683	0	0	0	0	0	0	0	0	1052	4187	8843	1182	9	0	0	0	0	0	0	0	0	0	0	24	956	3683	56	0	0	0	0	0	236437
1109	11100	19519	14726	57	24	16	11	36012	1501	2280.22	9532.3	391779	216.352	10.8017	255	0	255	0	255	11.5	8563	10.5	3747	0	0	0	0	0	0	0	0	1020	4010	8563	1123	10	0	0	0	0	0	0	0	0	0	0	26	956	3747	64	0	0	0	0	0	236625
1110	11110	19047	14162	52	21	16	10	36041	1504	2272.11	9288.4	291901	216.183	10.7853	255	0	255	0	255	11.5	8147	10.5	3841	0	0	0	0	0	0	0	0	1017	3873	8147	1120	5	0	0	0	0	0	0	0	0	0	0	26	952	3841	66	0	0	0	0	0	236796
1111	11120	18708	13876	56	22	16	10	36071	1502	2289.72	9520.26	292074	215.993	10.6084	255	0	255	0	255	11.5	8151	10.5	3788	0	0	0	0	0	0	0	0	954	3686	8151	1077	8	0	0	0	0	0	0	0	0	0	0	29	952	3788	63	0	0	0	0	0	236984
1112	11130	18506	13637	56	21	16	10	36105	1500	2284.44	9560.11	286651	215.918	10.5303	255	0	255	0	255	11.5	7959	10.5	3831	0	0	0	0	0	0	0	0	925	3685	7959	1060	8	0	0	0	0	0	0	0	0	0	0	34	945	3831	59	0	0	0	0	0	237171
1113	11140	18436	13628	55	21	15	10	36136	1504	2282.16	9748.34	287328	215.983	10.5823	255	0	255	0	255	11.5	7945	10.5	3821	0	0	0	0	0	0	0	0	880	3746	7945	1052	5	0	0	0	0	0	0	0	0	0	0	41	891	3821	55	0	0	0	0	0	237359
1114	11150	18537	13721	53	19	15	10	36165	1498	2227.39	9478.12	312390	215.874	10.4587	255	0	255	0	255	11.5	8060	10.5	3833	0	0	0	0	0	0	0	0	894	3677	8060	1086	4	0	0	0	0	0	0	0	0	0	0	43	885	3833	55	0	0	0	0	0	237546
1115	11160	18353	13512	55	20	15	10	36191	1500	2220.13	9413.2	300537	215.798	10.3883	255	0	255	0	255	11.5	7916	10.5	3849	0	0	0	0	0	0	0	0	915	3686	7916	990	5	0	0	0	0	0	0	0	0	0	0	38	898	3849	56	0	0	0	0	0	237718
1116	11170	18610	13821	59	21	15	10	36227	1512	2193.8	9543.01	423982	215.923	10.4838	255	0	255	0	255	11.5	8053	10.5	3811	0	0	0	0	0	0	0	0	894	3803	8053	1069	2	0	0	0	0	0	0	0	0	0	0	44	885	3811	49	0	0	0	0	0	237906
1117	11180	18331	13581	61	24	15	10	36265	1514	2211.09	9536.32	426926	215.94	10.4864	255	0	255	0	255	11.5	7897	10.5	3764	0	0	0	0	0	0	0	0	829	3825	7897	1028	2	0	0	0	0	0	0	0	0	0	0	47	893	3764	46	0	0	0	0	0	238093
1118	11190	18540	13767	64	24	15	10	36307	1528	2200.8	9852.13	429112	215.8	10.3669	255	0	255	0	255	11.5	8006	10.5	3788	0	0	0	0	0	0	0	0	816	3872	8006	1066	7	0	0	0	0	0	0	0	0	0	1	35	902	3788	47	0	0	0	0	0	238281
1119	11200	18700	13911	64	24	15	10	36336	1520	2223.1	9947.12	433903	215.841	10.438	255	0	255	0	255	11.5	8112	10.5	3808	0	0	0	0	0	0	0	0	856	3857	8112	1075	11	0	0	0	0	0	0	0	0	0	2	39	881	3808	59	0	0	0	0	0	238468
1120	11210	18696	13882	57	25	15	10	36367	1517	2233.81	9848.95	416508	215.951	10.3525	255	0	255	0	255	11.5	7978	10.5	3803	0	0	0	0	0	0	0	0	877	3943	7978	1069	15	0	0	0	0	0	0	0	0	0	1	46	904	3803	60	0	0	0	0	0	238656
1121	11220	18515	13748	62	24	15	10	36396	1518	2259.46	9999.38	440354	216.107	10.5366	255	0	255	0	255	11.5	7876	10.5	3702	0	0	0	0	0	0	0	0	882	3884	7876	1085	21	0	0	0	0	0	0	0	0	0	1	41	964	3702	59	0	0	0	0	0	238859
1122	11230	18523	13738	57	23	16	10	36437	1521	2260.98	10209.3	442277	216.136	10.6782	255	0	255	0	255	11.5	7852	10.5	3691	0	0	0	0	0	0	0	0	848	3891	7852	1118	29	0	0	0	0	0	0	0	0	0	0	34	985	3691	75	0	0	0	0	0	239046
1123	11240	18565	13827	60	25	16	10	36471	1514	2254.32	10340	442037	216.089	10.6545	255	0	255	0	255	11.5	8024	10.5	3726	0	0	0	0	0	0	0	0	813	3795	8024	1169	26	0	0	0	0	0	0	0	0	0	0	35	923	3726	53	1	0	0	0	0	239234
1124	11250	18865	14160	64	25	16	10	36510	1522	2226.64	10514.4	442249	215.97	10.4688	255	0	255	0	255	11.5	8345	10.5	3677	0	0	0	0	0	0	0	0	848	3818	8345	1125	22	2	0	0	0	0	0	0	0	0	0	47	916	3677	63	2	0	0	0	0	239421
1125	11260	19014	14297	60	25	16	10	36548	1515	2247.66	10573.5	421170	216.314	10.7109	255	0	255	0	255	11.5	8420	10.5	3674	0	0	0	0	0	0	0	0	885	3819	8420	1148	24	1	0	0	0	0	0	0	0	0	0	45	939	3674	58	1	0	0	0	0	239593
1126	11270	19020	14349	56	22	16	10	36586	1518	2265.56	10725.8	442162	216.296	10.7331	255	0	255	0	255	11.5	8285	10.5	3679	0	0	0	0	0	0	0	0	915	3923	8285	1198	28	0	0	0	0	0	0	0	0	0	0	57	882	3679	50	3	0	0	0	0	239781
1127	11280	18901	14180	58	24	16	10	36617	1516	2281.55	10579	432090	216.294	10.8562	255	0	255	0	255	11.5	8152	10.5	3700	0	0	0	0	0	0	0	0	871	3942	8152	1185	30	0	0	0	0	0	0	0	0	0	0	56	906	3700	58	1	0	0	0	0	239968
1128	11290	18769	13995	59	22	15	10	36654	1523	2290.84	10599.3	440008	216.207	10.8215	255	0	255	0	255	11.5	8030	10.5	3806	0	0	0	0	0	0	0	0	912	3924	8030	1101	28	0	0	0	0	0	0	0	0	0	0	46	859	3806	61	2	0	0	0	0	240156
1129	11300	18705	14003	66	24	15	10	36703	1529	2287.89	10596.3	417226	216.054	10.6365	255	0	255	0	255	11.5	7987	10.5	3785	0	0	0	0	0	0	0	0	880	3985	7987	1131	20	0	0	0	0	0	0	0	0	0	0	37	827	3785	49	4	0	0	0	0	240343
1130	11310	18641	13871	64	24	13	10	36741	1525	2308.36	10588.4	417728	216.062	10.6406	255	0	255	0	255	11.5	7952	10.5	3877	0	0	0	0	0	0	0	0	869	3906	7952	1126	18	0	0	0	0	0	0	0	0	0	0	44	804	3877	38	7	0	0	0	0	240531
1131	11320	18589	13802	60	24	14	10	36766	1516	2263.71	10210.6	412587	216.058	10.587	255	0	255	0	255	11.5	7825	10.5	3906	0	0	0	0	0	0	0	0	904	3957	7825	1085	31	0	0	0	0	0	0	0	0	0	0	40	804	3906	28	9	0	0	0	0	240718
1132	11330	18687	13970	57	22	15	10	36807	1521	2278.29	10257.9	372544	216.156	10.7086	255	0	255	0	255	11.5	7829	10.5	3805	0	0	0	0	0	0	0	0	872	4146	7829	1094	29	0	0	0	0	0	0	0	0	0	0	34	840	3805	31	7	0	0	0	0	240906
1133	11340	18840	14160	55	22	14	10	36838	1518	2246.42	10154	373712	216.02	10.6197	255	0	255	0	255	11.5	7942	10.5	3756	0	0	0	0	0	0	0	0	831	4278	7942	1076	33	0	0	0	0	0	0	0	0	0	0	49	836	3756	30	9	0	0	0	0	241078
1134	11350	19010	14318	62	25	15	10	36885	1532	2240.76	10381.7	364852	216.105	10.5381	255	0	255	0	255	11.5	8000	10.5	3774	0	0	0	0	0	0	0	0	883	4410	8000	988	37	0	0	0	0	0	0	0	0	0	2	40	848	3774	21	7	0	0	0	0	241265
1135	11360	19234	14588	62	25	15	10	36927	1527	2208.57	10270.4	384547	216.128	10.6593	255	0	255	0	255	11.5	8213	10.5	3744	0	0	0	0	0	0	0	0	860	4434	8213	1034	47	0	0	0	0	0	0	0	0	0	2	43	827	3744	24	6	0	0	0	0	241453
1136	11370	19358	14669	66	25	15	10	36956	1527	2205.6	10116.9	366280	216.16	10.5897	255	0	255	0	255	11.5	8285	10.5	3768	0	0	0	0	0	0	0	0	887	4399	8285	1043	55	0	0	0	0	0	0	0	0	0	1	33	854	3768	24	9	0	0	0	0	241640
1137	11380	19284	14572	58	23	15	10	37005	1524	2221.05	9945.8	366586	216.183	10.6398	255	0	255	0	255	11.5	8183	10.5	3750	0	0	0	0	0	0	0	0	863	4403	8183	1078	45	0	0	0	0	0	0	0	0	0	1	39	893	3750	19	10	0	0	0	0	241828
1138	11390	19241	14596	60	23	15	10	37039	1525	2247	9828.54	335298	216.364	10.7417	255	0	255	0	255	11.5	8161	10.5	3710	0	0	0	0	0	0	0	0	844	4459	8161	1082	50	0	0	0	0	0	0	0	0	0	3	41	866	3710	17	8	0	0	0	0	242015
1139	11400	19407	14819	56	24	15	10	37076	1525	2239.11	9685.46	362585	216.313	10.7832	255	0	255	0	255	11.5	8261	10.5	3642	0	0	0	0	0	0	0	0	851	4557	8261	1112	38	0	0	0	0	0	0	0	0	0	4	38	882	3642	15	7	0	0	0	0	242203
1140	11410	19724	15116	53	25	15	10	37111	1520	2182.92	9228.98	364343	216.412	10.7987	255	0	255	0	255	11.5	8577	10.5	3678	0	0	0	0	0	0	0	0	876	4585	8577	1022	56	0	0	0	0	0	0	0	0	0	3	46	859	3678	17	5	0	0	0	0	242390
1141	11420	19769	15175	57	26	14	10	37143	1523	2195.14	9197.4	321176	216.457	10.8207	255	0	255	0	255	11.5	8600	10.5	3643	0	0	0	0	0	0	0	0	864	4644	8600	1007	60	0	0	0	0	0	0	0	0	0	7	49	858	3643	31	6	0	0	0	0	242578
1142	11430	19557	14905	62	28	14	10	37172	1523	2222.86	9215.97	304491	216.426	10.818	255	0	255	0	255	11.5	8478	10.5	3681	0	0	0	0	0	0	0	0	843	4540	8478	984	60	0	0	0	0	0	0	0	0	0	5	43	894	3681	20	9	0	0	0	0	242765
1143	11440	19517	14751	59	26	14	10	37210	1526	2236.73	9430.36	343623	216.325	10.8785	255	0	255	0	255	11.5	8433	10.5	3808	0	0	0	0	0	0	0	0	812	4495	8433	931	80	0	0	0	0	0	0	0	0	0	10	35	874	3808	28	11	0	0	0	0	242953
1144	11450	19266	14483	55	25	15	10	37239	1515	2238.84	9458.36	348498	216.324	10.8695	255	0	255	0	255	11.5	8251	10.5	3767	0	0	0	0	0	0	0	0	853	4396	8251	883	100	0	0	0	0	0	0	0	0	0	18	31	927	3767	30	10	0	0	0	0	243140
1145	11460	18794	14128	60	27	14	9	37269	1519	2292.56	9744.34	317586	216.299	10.6535	255	0	255	0	255	11.5	7933	10.5	3673	0	0	0	0	0	0	0	0	848	4381	7933	880	86	0	0	0	0	0	0	0	0	0	18	35	912	3673	20	8	0	0	0	0	243328
1146	11470	19196	14572	63	27	14	10	37302	1531	2258.75	9694.21	303783	216.267	10.7939	255	0	255	0	255	11.5	8186	10.5	3638	0	0	0	0	0	0	0	0	880	4506	8186	906	94	0	0	0	0	0	0	0	0	0	13	31	910	3638	25	7	0	0	0	0	243515
1147	11480	19352	14619	62	27	15	10	37338	1536	2257.56	10058.2	387177	216.288	10.8505	255	0	255	0	255	11.5	8066	10.5	3714	0	0	0	0	0	0	0	0	924	4648	8066	897	84	0	0	0	0	0	0	0	0	0	11	36	945	3714	20	7	0	0	0	0	243703
1148	11490	19402	14756	67	30	14	10	37378	1541	2258.26	10128.2	367822	216.292	10.7533	255	0	255	0	255	11.5	8131	10.5	3645	0	0	0	0	0	0	0	0	970	4721	8131	872	62	0	0	0	0	0	0	0	0	0	19	38	923	3645	17	4	0	0	0	0	243890
1149	11500	19357	14707	67	28	15	10	37410	1540	2258.15	9963.5	368221	216.349	10.6778	255	0	255	0	255	11.5	8015	10.5	3647	0	0	0	0	0	0	0	0	961	4757	8015	889	85	0	0	0	0	0	0	0	0	0	17	42	923	3647	17	4	0	0	0	0	244062
1150	11510	19315	14651	66	28	15	10	37444	1539	2285.59	10036.6	351230	216.466	10.8359	255	0	255	0	255	11.5	7998	10.5	3627	0	0	0	0	0	0	0	0	1017	4662	7998	875	99	0	0	0	0	0	0	0	0	0	19	39	956	3627	21	2	0	0	0	0	244250
1151	11520	19268	14582	62	28	15	10	37474	1536	2258.34	9718.45	354130	216.442	10.8826	255	0	255	0	255	11.5	7950	10.5	3632	0	0	0	0	0	0	0	0	1050	4654	7950	841	87	0	0	0	0	0	0	0	0	0	18	50	963	3632	23	0	0	0	0	0	244437
1152	11530	19033	14378	63	30	15	10	37517	1546	2280.81	9789.8	354479	216.463	10.9287	255	0	255	0	255	11.5	7864	10.5	3659	0	0	0	0	0	0	0	0	1050	4496	7864	860	108	0	0	0	0	0	0	0	0	0	18	37	910	3659	31	0	0	0	0	0	244625
1153	11540	19073	14500	64	29	15	10	37541	1537	2278.05	9743.5	320038	216.387	10.831	255	0	255	0	255	11.5	7854	10.5	3583	0	0	0	0	0	0	0	0	1127	4559	7854	881	79	0	0	0	0	0	0	0	0	0	17	28	916	3583	29	0	0	0	0	0	244812
1154	11550	19180	14664	64	27	15	10	37570	1541	2256.17	9650.82	277920	216.389	10.8343	255	0	255	0	255	11.5	8067	10.5	3533	0	0	0	0	0	0	0	0	1159	4471	8067	894	73	0	0	0	0	0	0	0	0	0	16	29	910	3533	28	0	0	0	0	0	245000
1155	11560	19570	14910	62	26	15	10	37601	1544	2189.61	9306.23	293863	216.397	10.8774	255	0	255	0	255	11.5	8229	10.5	3643	0	0	0	0	0	0	0	0	1204	4511	8229	892	74	0	0	0	0	0	0	0	0	0	15	28	945	3643	29	0	0	0	0	0	245203
1156	11570	19509	14848	64	23	15	10	37638	1547	2174.84	8994.75	263500	216.519	10.9088	255	0	255	0	255	11.5	8066	10.5	3642	0	0	0	0	0	0	0	0	1212	4571	8066	921	78	0	0	0	0	0	0	0	0	0	21	20	952	3642	26	0	0	0	0	0	245390
1157	11580	19336	14704	62	21	15	10	37669	1544	2172.83	8920.2	267147	216.29	10.7436	255	0	255	0	255	11.5	8066	10.5	3664	0	0	0	0	0	0	0	0	1192	4496	8066	892	58	0	0	0	0	0	0	0	0	0	22	22	894	3664	30	0	0	0	0	0	245578
1158	11590	19275	14514	61	22	15	10	37709	1549	2153.74	8591.99	257224	216.262	10.7601	255	0	255	0	255	11.5	7988	10.5	3745	0	0	0	0	0	0	0	0	1093	4444	7988	917	72	0	0	0	0	0	0	0	0	0	18	27	943	3745	28	0	0	0	0	0	245765
1159	11600	19187	14410	60	22	15	10	37737	1542	2145.51	8554.85	246732	216.218	10.7514	255	0	255	0	255	11.5	8004	10.5	3726	0	0	0	0	0	0	0	0	1040	4408	8004	879	79	0	0	0	0	0	0	0	0	0	28	16	987	3726	20	0	0	0	0	0	245953
1160	11610	19240	14527	62	22	15	10	37769	1546	2112.06	8566.51	261071	216.103	10.6037	255	0	255	0	255	11.5	8074	10.5	3694	0	0	0	0	0	0	0	0	1086	4361	8074	928	78	0	0	0	0	0	0	0	0	0	21	21	963	3694	14	0	0	0	0	0	246140
1161	11620	19305	14588	62	23	15	10	37805	1547	2104.87	8794.35	330419	216.136	10.5472	255	0	255	0	255	11.5	8133	10.5	3696	0	0	0	0	0	0	0	0	1142	4326	8133	900	87	0	0	0	0	0	0	0	0	0	26	18	960	3696	17	0	0	0	0	0	246328
1162	11630	19149	14413	61	23	15	10	37844	1550	2130.08	8878.55	434531	216.241	10.6881	255	0	255	0	255	11.5	8006	10.5	3746	0	0	0	0	0	0	0	0	1121	4254	8006	947	85	0	0	0	0	0	0	0	0	0	18	15	935	3746	22	0	0	0	0	0	246515
1163	11640	19310	14664	60	22	16	11	37875	1551	2119.37	9030.99	435911	216.154	10.7159	255	0	255	0	255	11.5	8096	10.5	3662	0	0	0	0	0	0	0	0	1194	4412	8096	910	52	0	0	0	0	0	0	0	0	0	20	12	930	3662	22	0	0	0	0	0	246703
1164	11650	19507	14799	62	22	17	11	37919	1557	2118.47	9211.12	449000	216.11	10.7031	255	0	255	0	255	11.5	8045	10.5	3665	0	0	0	0	0	0	0	0	1227	4553	8045	917	57	0	0	0	0	0	0	0	0	0	21	10	981	3665	31	0	0	0	0	0	246890
1165	11660	19333	14620	59	22	16	11	37944	1549	2139.11	9271.92	431946	216.08	10.5683	255	0	255	0	255	11.5	8015	10.5	3684	0	0	0	0	0	0	0	0	1261	4349	8015	931	64	0	0	0	0	0	0	0	0	0	13	12	962	3684	42	0	0	0	0	0	247093
1166	11670	19047	14310	65	24	16	10	37983	1556	2170.24	9268.16	371137	216.033	10.5165	255	0	255	0	255	11.5	7748	10.5	3686	0	0	0	0	0	0	0	0	1416	4165	7748	905	76	0	0	0	0	0	0	0	0	0	10	15	995	3686	31	0	0	0	0	0	247281
1167	11680	19106	14346	65	26	17	11	38017	1554	2137.51	9295.88	392281	216.025	10.493	255	0	255	0	255	11.5	7818	10.5	3671	0	0	0	0	0	0	0	0	1449	4142	7818	866	71	0	0	0	0	0	0	0	0	0	11	11	1033	3671	33	1	0	0	0	0	247468
1168	11690	18682	13878	61	24	17	11	38046	1540	2162.1	9391.22	392507	216.008	10.5316	255	0	255	0	255	11.5	7688	10.5	3690	0	0	0	0	0	0	0	0	1364	3959	7688	802	65	0	0	0	0	0	0	0	0	0	13	12	1051	3690	38	0	0	0	0	0	247656
1169	11700	18692	13922	57	22	16	10	38078	1542	2130.6	9485.43	458582	215.971	10.6071	255	0	255	0	255	11.5	7747	10.5	3655	0	0	0	0	0	0	0	0	1387	3962	7747	768	58	0	0	0	0	0	0	0	0	0	12	11	1047	3655	45	0	0	0	0	0	247843
1170	11710	18749	14003	58	22	15	10	38107	1544	2100.55	9304.05	393370	215.957	10.4967	255	0	255	0	255	11.5	7640	10.5	3697	0	0	0	0	0	0	0	0	1542	3960	7640	802	59	0	0	0	0	0	0	0	0	0	12	9	982	3697	46	0	0	0	0	0	248015
1171	11720	18794	14066	61	22	16	11	38143	1544	2098.24	9400.17	435761	215.936	10.4319	255	0	255	0	255	11.5	7599	10.5	3693	0	0	0	0	0	0	0	0	1570	4031	7599	817	49	0	0	0	0	0	0	0	0	0	6	18	968	3693	43	0	0	0	0	0	248203
1172	11730	18837	14183	58	23	15	10	38164	1541	2081.46	9274.32	436638	215.967	10.4312	255	0	255	0	255	11.5	7750	10.5	3582	0	0	0	0	0	0	0	0	1531	4072	7750	782	48	0	0	0	0	0	0	0	0	0	8	21	999	3582	44	0	0	0	0	0	248390
1173	11740	19414	14777	61	25	15	10	38199	1551	2062.58	9110.52	419676	216.091	10.5946	255	0	255	0	255	11.5	8032	10.5	3579	0	0	0	0	0	0	0	0	1645	4242	8032	813	45	0	0	0	0	0	0	0	0	0	14	20	973	3579	51	0	0	0	0	0	248578
1174	11750	19541	14954	59	24	16	10	38233	1548	2075.28	9275.38	459520	216.317	10.7028	255	0	255	0	255	11.5	8264	10.5	3528	0	0	0	0	0	0	0	0	1635	4231	8264	790	34	0	0	0	0	0	0	0	0	0	10	26	985	3528	38	0	0	0	0	0	248765
1175	11760	19935	15264	61	25	14	10	38270	1550	2064.09	9047.02	442116	216.326	10.7302	255	0	255	0	255	11.5	8409	10.5	3625	0	0	0	0	0	0	0	0	1692	4289	8409	844	30	0	0	0	0	0	0	0	0	0	6	20	966	3625	54	0	0	0	0	0	248953
1176	11770	19555	14964	65	26	15	11	38298	1554	2111.89	9216.27	423442	216.503	10.8059	255	0	255	0	255	11.5	8117	10.5	3540	0	0	0	0	0	0	0	0	1643	4234	8117	943	27	0	0	0	0	0	0	0	0	0	6	24	966	3540	55	0	0	0	0	0	249140
