IMPORTANT FILOGENETIC LINES from 0-th step to global "end of life" in 39380-th step
MODEL PARAMETERS:
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10

FULLCODE	ORDNUMBER	ANCORDNUM	BEGSTEP	ENDSTEP	LIFETIME	CURRAGENTS	ALLAGENTS	FEEDNISHE	DEFFNISHE	FEEDSPEC	DEFFSPEC	SPECJALIS	NISHENAME
7f_40_93410	93410	65630	32640	33070	430	0	171	127	64	7	1	8	7f40	
f7_40_94014	94014	65630	32880	33110	230	0	134	247	64	7	1	8	f740	
bf_40_94759	94759	65630	33190	34290	1100	0	3460	191	64	7	1	8	bf40	
ef_40_95224	95224	65630	33410	33760	350	0	352	239	64	7	1	8	ef40	
bf_40_95230	95230	65630	33420	33940	520	0	414	191	64	7	1	8	bf40	
df_40_95299	95299	65630	33450	34130	680	0	1573	223	64	7	1	8	df40	
7f_40_95414	95414	65630	33510	33850	340	0	166	127	64	7	1	8	7f40	
fd_40_95630	95630	65630	33600	33810	210	0	111	253	64	7	1	8	fd40	
df_40_95752	95752	65630	33650	34160	510	0	326	223	64	7	1	8	df40	
bf_40_95755	95755	65630	33650	34260	610	0	160	191	64	7	1	8	bf40	
fb_40_95819	95819	65630	33680	34020	340	0	258	251	64	7	1	8	fb40	
fb_40_95838	95838	65630	33690	34060	370	0	187	251	64	7	1	8	fb40	
7f_40_95854	95854	65630	33690	34180	490	0	254	127	64	7	1	8	7f40	
7f_40_95910	95910	65630	33710	33900	190	0	202	127	64	7	1	8	7f40	
fe_40_96048	96048	65630	33770	34210	440	0	188	254	64	7	1	8	fe40	
Au_80_96084	96084	65630	33780	34190	410	0	125	255	80	8	2	10	ff50	
bf_40_96399	96399	65630	33920	34520	600	0	246	191	64	7	1	8	bf40	
7f_40_96552	96552	65630	33980	34660	680	0	156	127	64	7	1	8	7f40	
f7_40_96643	96643	65630	34010	34270	260	0	155	247	64	7	1	8	f740	
bf_40_97325	97325	65630	34320	35870	1550	0	2902	191	64	7	1	8	bf40	
fd_40_97563	97563	65630	34420	34740	320	0	168	253	64	7	1	8	fd40	
ef_40_97571	97571	65630	34420	34700	280	0	210	239	64	7	1	8	ef40	
fb_40_97606	97606	65630	34440	34960	520	0	308	251	64	7	1	8	fb40	
df_40_97751	97751	65630	34500	35010	510	0	150	223	64	7	1	8	df40	
fd_40_97796	97796	65630	34520	35120	600	0	313	253	64	7	1	8	fd40	
ef_40_97973	97973	65630	34600	35660	1060	0	651	239	64	7	1	8	ef40	
Au_65_98239	98239	65630	34710	35280	570	0	415	255	65	8	2	10	ff41	
7f_40_98511	98511	65630	34840	35550	710	0	1049	127	64	7	1	8	7f40	
7f_40_98671	98671	65630	34930	35290	360	0	204	127	64	7	1	8	7f40	
fd_40_98727	98727	65630	34950	35480	530	0	763	253	64	7	1	8	fd40	
fb_40_98761	98761	65630	34960	36500	1540	0	1510	251	64	7	1	8	fb40	
fd_40_98787	98787	65630	34980	35330	350	0	350	253	64	7	1	8	fd40	
Au_65_98986	98986	65630	35060	35170	110	0	10	255	65	8	2	10	ff41	
bf_40_99047	99047	65630	35090	35780	690	0	585	191	64	7	1	8	bf40	
fb_40_99100	99100	65630	35110	35530	420	0	362	251	64	7	1	8	fb40	
ef_40_99161	99161	65630	35140	35400	260	0	121	239	64	7	1	8	ef40	
df_40_99460	99460	65630	35250	36140	890	0	1426	223	64	7	1	8	df40	
ef_40_99571	99571	65630	35290	36110	820	0	504	239	64	7	1	8	ef40	
7f_40_99615	99615	65630	35310	35820	510	0	676	127	64	7	1	8	7f40	
fb_40_100028	100028	65630	35490	36120	630	0	268	251	64	7	1	8	fb40	
f7_40_100091	100091	65630	35510	36620	1110	0	1316	247	64	7	1	8	f740	
ef_40_100229	100229	65630	35570	35610	40	0	2	239	64	7	1	8	ef40	
f7_40_100395	100395	65630	35640	35940	300	0	319	247	64	7	1	8	f740	
bf_40_100442	100442	65630	35660	35970	310	0	425	191	64	7	1	8	bf40	
Au_96_100625	100625	65630	35730	35990	260	0	100	255	96	8	2	10	ff60	
ef_40_100638	100638	65630	35730	35990	260	0	246	239	64	7	1	8	ef40	
Au_80_100676	100676	65630	35750	36160	410	0	319	255	80	8	2	10	ff50	
f7_40_100704	100704	65630	35750	36330	580	0	622	247	64	7	1	8	f740	
f7_40_101080	101080	65630	35900	36470	570	0	454	247	64	7	1	8	f740	
fd_40_101123	101123	65630	35910	37010	1100	0	1144	253	64	7	1	8	fd40	
Au_65_101200	101200	65630	35940	35970	30	0	7	255	65	8	2	10	ff41	
fe_40_101276	101276	65630	35970	36300	330	0	315	254	64	7	1	8	fe40	
f7_40_101289	101289	65630	35980	36750	770	0	1019	247	64	7	1	8	f740	
Au_192_101409	101409	65630	36030	36880	850	0	1058	255	192	8	2	10	ffc0	
fd_40_101485	101485	65630	36060	36440	380	0	176	253	64	7	1	8	fd40	
f7_40_101501	101501	65630	36070	36460	390	0	449	247	64	7	1	8	f740	
bf_40_101510	101510	65630	36070	36650	580	0	397	191	64	7	1	8	bf40	
Au_192_101573	101573	65630	36100	36370	270	0	146	255	192	8	2	10	ffc0	
ef_40_101578	101578	65630	36100	36460	360	0	130	239	64	7	1	8	ef40	
fb_40_101701	101701	65630	36140	36610	470	0	301	251	64	7	1	8	fb40	
Au_80_101823	101823	65630	36190	37260	1070	0	1459	255	80	8	2	10	ff50	
fb_40_101905	101905	65630	36230	36610	380	0	102	251	64	7	1	8	fb40	
fd_40_101929	101929	65630	36240	37730	1490	0	1971	253	64	7	1	8	fd40	
fd_40_102080	102080	65630	36290	36570	280	0	139	253	64	7	1	8	fd40	
fe_40_102126	102126	65630	36310	36930	620	0	732	254	64	7	1	8	fe40	
7f_40_102303	102303	65630	36380	36970	590	0	592	127	64	7	1	8	7f40	
7f_40_102660	102660	65630	36520	37200	680	0	234	127	64	7	1	8	7f40	
7f_40_102663	102663	65630	36520	37420	900	0	650	127	64	7	1	8	7f40	
fb_40_102743	102743	65630	36550	37850	1300	0	2610	251	64	7	1	8	fb40	
df_40_102817	102817	65630	36580	36880	300	0	281	223	64	7	1	8	df40	
ef_40_102873	102873	65630	36610	36800	190	0	121	239	64	7	1	8	ef40	
ef_40_102898	102898	65630	36620	36830	210	0	113	239	64	7	1	8	ef40	
fb_40_102997	102997	65630	36650	37090	440	0	216	251	64	7	1	8	fb40	
7f_40_103085	103085	65630	36680	37010	330	0	226	127	64	7	1	8	7f40	
f7_40_103240	103240	65630	36740	36990	250	0	188	247	64	7	1	8	f740	
ef_40_103328	103328	65630	36770	36990	220	0	105	239	64	7	1	8	ef40	
fd_40_103339	103339	65630	36770	37130	360	0	131	253	64	7	1	8	fd40	
df_40_103469	103469	65630	36830	37390	560	0	217	223	64	7	1	8	df40	
Au_80_103558	103558	65630	36870	37100	230	0	141	255	80	8	2	10	ff50	
f7_40_103636	103636	65630	36910	37260	350	0	219	247	64	7	1	8	f740	
bf_40_103733	103733	65630	36940		2440	95	14928	191	64	7	1	8	bf40	
fe_40_103935	103935	65630	37030	37320	290	0	113	254	64	7	1	8	fe40	
fb_40_104127	104127	65630	37120	37530	410	0	269	251	64	7	1	8	fb40	
bf_40_104196	104196	65630	37150	37410	260	0	240	191	64	7	1	8	bf40	
fd_40_105188	105188	65630	37570	37750	180	0	99	253	64	7	1	8	fd40	
fd_40_105408	105408	65630	37650	38660	1010	0	1081	253	64	7	1	8	fd40	
fe_40_105434	105434	65630	37660	38590	930	0	742	254	64	7	1	8	fe40	
7e_40_106826	106826	105434	38260	38520	260	0	179	126	64	6	1	7	7e40	
bf_40_105625	105625	65630	37740	38560	820	0	801	191	64	7	1	8	bf40	
fb_40_105924	105924	65630	37870	38080	210	0	114	251	64	7	1	8	fb40	
ef_40_106476	106476	65630	38120	38430	310	0	165	239	64	7	1	8	ef40	
bf_40_106499	106499	65630	38130	38530	400	0	352	191	64	7	1	8	bf40	
fe_40_106523	106523	65630	38130	38450	320	0	231	254	64	7	1	8	fe40	
ef_40_106793	106793	65630	38240	38670	430	0	435	239	64	7	1	8	ef40	
ef_40_107008	107008	65630	38320	38550	230	0	167	239	64	7	1	8	ef40	
Au_192_107032	107032	65630	38340	39050	710	0	478	255	192	8	2	10	ffc0	
7f_40_107110	107110	65630	38370	38610	240	0	116	127	64	7	1	8	7f40	
77_40_107193	107193	107110	38400	38610	210	0	106	119	64	6	1	7	7740	
f7_40_107690	107690	65630	38610		770	10	3848	247	64	7	1	8	f740	
e7_40_108219	108219	107690	38850		530	16	839	231	64	6	1	7	e740	
bf_40_107754	107754	65630	38640		740	216	2629	191	64	7	1	8	bf40	
df_40_107883	107883	65630	38700	39090	390	0	267	223	64	7	1	8	df40	
fb_40_108098	108098	65630	38790	39120	330	0	106	251	64	7	1	8	fb40	
f7_40_108233	108233	65630	38850		530	16	625	247	64	7	1	8	f740	
7f_40_108264	108264	65630	38860	39350	490	0	389	127	64	7	1	8	7f40	
fe_40_108402	108402	65630	38920	39380	460	0	495	254	64	7	1	8	fe40	
7f_40_108627	108627	65630	39030	39280	250	0	109	127	64	7	1	8	7f40	
Au_80_108653	108653	65630	39040		340	126	1822	255	80	8	2	10	ff50	
fb_50_109007	109007	108653	39190	39360	170	0	90	251	80	7	2	9	fb50	
fb_40_109409	109409	109007	39350		30	2	6	251	64	7	1	8	fb40	
fe_50_109454	109454	108653	39370		10	2	2	254	80	7	2	9	fe50	
fb_40_108673	108673	65630	39050	39340	290	0	115	251	64	7	1	8	fb40	
ef_40_108710	108710	65630	39070		310	8	116	239	64	7	1	8	ef40	
f7_40_108732	108732	65630	39080		300	5	324	247	64	7	1	8	f740	
7f_40_108776	108776	65630	39100	39360	260	0	116	127	64	7	1	8	7f40	
df_40_108837	108837	65630	39120		260	28	285	223	64	7	1	8	df40	
db_40_109253	109253	108837	39290		90	1	7	219	64	6	1	7	db40	
bf_40_108898	108898	65630	39150	39330	180	0	110	191	64	7	1	8	bf40	
f7_40_109104	109104	65630	39230		150	7	42	247	64	7	1	8	f740	
ef_40_109217	109217	65630	39270		110	6	21	239	64	7	1	8	ef40	
fe_40_109251	109251	65630	39290		90	3	9	254	64	7	1	8	fe40	
Au_68_109276	109276	65630	39300	39360	60	0	5	255	68	8	2	10	ff44	
df_40_109310	109310	65630	39310		70	7	29	223	64	7	1	8	df40	
f7_40_109315	109315	65630	39320		60	2	3	247	64	7	1	8	f740	
Au_96_109341	109341	65630	39320		60	2	5	255	96	8	2	10	ff60	
bf_40_109342	109342	65630	39330		50	1	2	191	64	7	1	8	bf40	
df_40_109349	109349	65630	39330		50	4	8	223	64	7	1	8	df40	
Au_192_109376	109376	65630	39340		40	7	7	255	192	8	2	10	ffc0	
ef_40_109390	109390	65630	39340		40	9	18	239	64	7	1	8	ef40	
fe_40_109394	109394	65630	39340		40	3	6	254	64	7	1	8	fe40	
7f_40_109400	109400	65630	39350		30	2	5	127	64	7	1	8	7f40	
Au_96_109465	109465	65630	39380		0	2	3	255	96	8	2	10	ff60	
Au_6_65270	65270	39192	20550	20890	340	0	120	255	6	8	2	10	ff6	
bf_2_65293	65293	39192	20560	21790	1230	0	1195	191	2	7	1	8	bf2	
Au_6_65408	65408	39192	20600	21090	490	0	427	255	6	8	2	10	ff6	
bf_2_65519	65519	39192	20640	22450	1810	0	907	191	2	7	1	8	bf2	
7f_2_65759	65759	39192	20740	21170	430	0	105	127	2	7	1	8	7f2	
df_2_66345	66345	39192	20960	21500	540	0	135	223	2	7	1	8	df2	
bf_2_66400	66400	39192	20980	21640	660	0	157	191	2	7	1	8	bf2	
7f_2_66708	66708	39192	21090	21630	540	0	147	127	2	7	1	8	7f2	
fd_2_66819	66819	39192	21130	25000	3870	0	13591	253	2	7	1	8	fd2	
ed_2_68549	68549	66819	21880	22960	1080	0	597	237	2	6	1	7	ed2	
Au_2_69801	69801	66819	22460	22930	470	0	184	255	2	8	1	9	ff2	
ef_2_66980	66980	39192	21210	22140	930	0	543	239	2	7	1	8	ef2	
fb_2_67122	67122	39192	21270	21880	610	0	235	251	2	7	1	8	fb2	
fd_2_67202	67202	39192	21300	24000	2700	0	8174	253	2	7	1	8	fd2	
Au_3_67243	67243	39192	21320	21790	470	0	140	255	3	8	2	10	ff3	
Au_10_67264	67264	39192	21330	21740	410	0	187	255	10	8	2	10	ffa	
df_2_67297	67297	39192	21340	22530	1190	0	623	223	2	7	1	8	df2	
7f_2_67316	67316	39192	21350	22600	1250	0	709	127	2	7	1	8	7f2	
fd_2_67529	67529	39192	21450	22840	1390	0	2735	253	2	7	1	8	fd2	
fb_2_67561	67561	39192	21460	22120	660	0	416	251	2	7	1	8	fb2	
bf_2_67603	67603	39192	21480	22220	740	0	412	191	2	7	1	8	bf2	
Au_10_67643	67643	39192	21490	21970	480	0	217	255	10	8	2	10	ffa	
bf_2_67677	67677	39192	21510	22250	740	0	148	191	2	7	1	8	bf2	
fd_2_67741	67741	39192	21540	23010	1470	0	2610	253	2	7	1	8	fd2	
fe_2_67819	67819	39192	21580	22150	570	0	152	254	2	7	1	8	fe2	
fe_2_67833	67833	39192	21590	22060	470	0	136	254	2	7	1	8	fe2	
fd_2_68128	68128	39192	21700	22190	490	0	200	253	2	7	1	8	fd2	
7f_2_68371	68371	39192	21810	22380	570	0	454	127	2	7	1	8	7f2	
ef_2_68497	68497	39192	21860	22600	740	0	270	239	2	7	1	8	ef2	
bf_2_68525	68525	39192	21870	22530	660	0	109	191	2	7	1	8	bf2	
ef_2_68686	68686	39192	21950	23050	1100	0	1079	239	2	7	1	8	ef2	
f7_2_68865	68865	39192	22020	22500	480	0	195	247	2	7	1	8	f72	
Au_66_68978	68978	39192	22080	22530	450	0	116	255	66	8	2	10	ff42	
bf_2_69045	69045	39192	22110	23700	1590	0	803	191	2	7	1	8	bf2	
ef_2_69061	69061	39192	22120	22660	540	0	300	239	2	7	1	8	ef2	
fd_2_69125	69125	39192	22140	26760	4620	0	16297	253	2	7	1	8	fd2	
7f_2_69142	69142	39192	22150	22920	770	0	376	127	2	7	1	8	7f2	
bf_2_69303	69303	39192	22230	22930	700	0	146	191	2	7	1	8	bf2	
fd_2_69336	69336	39192	22250	22850	600	0	230	253	2	7	1	8	fd2	
ef_2_69398	69398	39192	22270	22600	330	0	100	239	2	7	1	8	ef2	
f7_2_69506	69506	39192	22320	23010	690	0	211	247	2	7	1	8	f72	
fd_2_69553	69553	39192	22340	22640	300	0	137	253	2	7	1	8	fd2	
f7_2_69610	69610	39192	22360	22690	330	0	176	247	2	7	1	8	f72	
7f_2_70037	70037	39192	22550	23230	680	0	128	127	2	7	1	8	7f2	
fd_2_70069	70069	39192	22570	23050	480	0	238	253	2	7	1	8	fd2	
df_2_70094	70094	39192	22570	23140	570	0	262	223	2	7	1	8	df2	
df_2_70222	70222	39192	22640	23440	800	0	494	223	2	7	1	8	df2	
fb_2_70419	70419	39192	22740	23120	380	0	83	251	2	7	1	8	fb2	
ef_2_70545	70545	39192	22800	24390	1590	0	841	239	2	7	1	8	ef2	
Au_66_70572	70572	39192	22810	23230	420	0	170	255	66	8	2	10	ff42	
f7_2_70697	70697	39192	22860	23350	490	0	90	247	2	7	1	8	f72	
77_2_70876	70876	70697	22950	23860	910	0	673	119	2	6	1	7	772	
df_2_70716	70716	39192	22870	23430	560	0	183	223	2	7	1	8	df2	
fd_2_70779	70779	39192	22900	23890	990	0	683	253	2	7	1	8	fd2	
Au_10_70976	70976	39192	22990	23390	400	0	158	255	10	8	2	10	ffa	
fb_2_71019	71019	39192	23010	23110	100	0	10	251	2	7	1	8	fb2	
Au_18_71263	71263	39192	23110	23510	400	0	193	255	18	8	2	10	ff12	
bf_2_71320	71320	39192	23140	23900	760	0	116	191	2	7	1	8	bf2	
Au_10_71403	71403	39192	23180	23480	300	0	103	255	10	8	2	10	ffa	
7f_2_71530	71530	39192	23240	23690	450	0	223	127	2	7	1	8	7f2	
Au_6_71538	71538	39192	23240	23670	430	0	145	255	6	8	2	10	ff6	
Au_10_71633	71633	39192	23290	24000	710	0	389	255	10	8	2	10	ffa	
df_2_71659	71659	39192	23300	23370	70	0	3	223	2	7	1	8	df2	
bf_2_71700	71700	39192	23320	24050	730	0	144	191	2	7	1	8	bf2	
Au_10_71857	71857	39192	23400	23790	390	0	113	255	10	8	2	10	ffa	
7f_2_72011	72011	39192	23470	24140	670	0	232	127	2	7	1	8	7f2	
Au_6_72014	72014	39192	23470	23950	480	0	173	255	6	8	2	10	ff6	
7f_2_72035	72035	39192	23480	23830	350	0	32	127	2	7	1	8	7f2	
f7_2_72066	72066	39192	23490	23930	440	0	109	247	2	7	1	8	f72	
ef_2_72081	72081	39192	23510	24200	690	0	226	239	2	7	1	8	ef2	
fd_2_72134	72134	39192	23540	23950	410	0	470	253	2	7	1	8	fd2	
fb_2_72982	72982	39192	23890	24230	340	0	192	251	2	7	1	8	fb2	
bf_2_73010	73010	39192	23900	24360	460	0	103	191	2	7	1	8	bf2	
f7_2_73075	73075	39192	23920	24360	440	0	141	247	2	7	1	8	f72	
fe_2_73098	73098	39192	23930	24200	270	0	121	254	2	7	1	8	fe2	
fd_2_73134	73134	39192	23950	24750	800	0	295	253	2	7	1	8	fd2	
7f_2_73499	73499	39192	24090	25000	910	0	282	127	2	7	1	8	7f2	
fd_2_73629	73629	39192	24140	25250	1110	0	979	253	2	7	1	8	fd2	
7f_2_73816	73816	39192	24200	25070	870	0	189	127	2	7	1	8	7f2	
fd_2_74011	74011	39192	24280	25340	1060	0	3357	253	2	7	1	8	fd2	
f7_2_74021	74021	39192	24280	24800	520	0	183	247	2	7	1	8	f72	
7f_2_74136	74136	39192	24330	25330	1000	0	434	127	2	7	1	8	7f2	
fd_2_74268	74268	39192	24390	24790	400	0	348	253	2	7	1	8	fd2	
7f_2_74435	74435	39192	24460	25480	1020	0	784	127	2	7	1	8	7f2	
7f_2_74825	74825	39192	24640	25010	370	0	149	127	2	7	1	8	7f2	
f7_2_74834	74834	39192	24640	24940	300	0	19	247	2	7	1	8	f72	
7f_2_74914	74914	39192	24680	25130	450	0	147	127	2	7	1	8	7f2	
7f_2_74961	74961	39192	24700	25290	590	0	117	127	2	7	1	8	7f2	
fb_2_74991	74991	39192	24720	25290	570	0	192	251	2	7	1	8	fb2	
Au_34_75104	75104	39192	24770	25310	540	0	161	255	34	8	2	10	ff22	
Au_6_75241	75241	39192	24830	25110	280	0	37	255	6	8	2	10	ff6	
bf_2_75293	75293	39192	24850	25290	440	0	125	191	2	7	1	8	bf2	
Au_10_75400	75400	39192	24900	24970	70	0	4	255	10	8	2	10	ffa	
Au_6_75412	75412	39192	24910	25390	480	0	151	255	6	8	2	10	ff6	
fd_2_75449	75449	39192	24930	29530	4600	0	22127	253	2	7	1	8	fd2	
df_2_75477	75477	39192	24940	25160	220	0	106	223	2	7	1	8	df2	
Au_6_75545	75545	39192	24970	25410	440	0	119	255	6	8	2	10	ff6	
7f_2_75879	75879	39192	25120	25380	260	0	151	127	2	7	1	8	7f2	
Au_34_75998	75998	39192	25170	25610	440	0	163	255	34	8	2	10	ff22	
Au_3_76032	76032	39192	25190	25960	770	0	598	255	3	8	2	10	ff3	
7f_2_76079	76079	39192	25210	25740	530	0	189	127	2	7	1	8	7f2	
ef_2_76420	76420	39192	25350	25790	440	0	99	239	2	7	1	8	ef2	
7f_2_76451	76451	39192	25360	25820	460	0	190	127	2	7	1	8	7f2	
fd_2_76701	76701	39192	25470	26480	1010	0	2318	253	2	7	1	8	fd2	
f9_2_77431	77431	76701	25770	26460	690	0	650	249	2	6	1	7	f92	
fd_2_76812	76812	39192	25520	26300	780	0	800	253	2	7	1	8	fd2	
7f_2_77200	77200	39192	25680	26350	670	0	100	127	2	7	1	8	7f2	
ef_2_77358	77358	39192	25740	26410	670	0	299	239	2	7	1	8	ef2	
7f_2_77595	77595	39192	25830	26850	1020	0	820	127	2	7	1	8	7f2	
f7_2_77680	77680	39192	25870	26610	740	0	338	247	2	7	1	8	f72	
7f_2_77725	77725	39192	25890	26580	690	0	248	127	2	7	1	8	7f2	
7f_2_78036	78036	39192	26040	26680	640	0	165	127	2	7	1	8	7f2	
bf_2_78047	78047	39192	26050	26240	190	0	16	191	2	7	1	8	bf2	
7f_2_78074	78074	39192	26060	26650	590	0	134	127	2	7	1	8	7f2	
ef_2_78087	78087	39192	26060	26670	610	0	189	239	2	7	1	8	ef2	
7f_2_78194	78194	39192	26110	26410	300	0	26	127	2	7	1	8	7f2	
7f_2_78220	78220	39192	26120	26500	380	0	124	127	2	7	1	8	7f2	
7f_2_78633	78633	39192	26320	27310	990	0	642	127	2	7	1	8	7f2	
Au_130_79017	79017	39192	26500	27170	670	0	104	255	130	8	2	10	ff82	
df_2_79026	79026	39192	26510	26840	330	0	114	223	2	7	1	8	df2	
Au_10_79285	79285	39192	26630	27060	430	0	99	255	10	8	2	10	ffa	
fd_2_79374	79374	39192	26670	31730	5060	0	23513	253	2	7	1	8	fd2	
dd_2_87761	87761	79374	30250	30780	530	0	209	221	2	6	1	7	dd2	
fe_2_79970	79970	39192	26930	27590	660	0	304	254	2	7	1	8	fe2	
fb_2_79981	79981	39192	26930	27950	1020	0	194	251	2	7	1	8	fb2	
f7_2_80019	80019	39192	26950	27680	730	0	566	247	2	7	1	8	f72	
fd_2_80102	80102	39192	26980	27410	430	0	115	253	2	7	1	8	fd2	
7f_2_80128	80128	39192	26990	27410	420	0	244	127	2	7	1	8	7f2	
df_2_80227	80227	39192	27030	28120	1090	0	279	223	2	7	1	8	df2	
7f_2_80289	80289	39192	27060	27420	360	0	121	127	2	7	1	8	7f2	
fd_2_80371	80371	39192	27090	28740	1650	0	4207	253	2	7	1	8	fd2	
fd_2_80451	80451	39192	27130	27670	540	0	459	253	2	7	1	8	fd2	
df_2_80673	80673	39192	27220	27880	660	0	352	223	2	7	1	8	df2	
ef_2_80675	80675	39192	27220	27410	190	0	30	239	2	7	1	8	ef2	
f7_2_80761	80761	39192	27250	28550	1300	0	444	247	2	7	1	8	f72	
ef_2_80895	80895	39192	27310	28120	810	0	472	239	2	7	1	8	ef2	
fe_2_80990	80990	39192	27350	27850	500	0	219	254	2	7	1	8	fe2	
f7_2_81404	81404	39192	27540	27640	100	0	8	247	2	7	1	8	f72	
ef_2_81476	81476	39192	27570	28010	440	0	129	239	2	7	1	8	ef2	
bf_2_81662	81662	39192	27650	27950	300	0	124	191	2	7	1	8	bf2	
7f_2_82534	82534	39192	28030	28450	420	0	103	127	2	7	1	8	7f2	
f7_2_83058	83058	39192	28250	28710	460	0	138	247	2	7	1	8	f72	
Au_6_83276	83276	39192	28330	28840	510	0	318	255	6	8	2	10	ff6	
ef_2_83444	83444	39192	28410	29620	1210	0	354	239	2	7	1	8	ef2	
f7_2_83502	83502	39192	28430	28950	520	0	277	247	2	7	1	8	f72	
7f_2_83617	83617	39192	28490	28830	340	0	113	127	2	7	1	8	7f2	
7f_2_83642	83642	39192	28500	28850	350	0	101	127	2	7	1	8	7f2	
df_2_83742	83742	39192	28540	29340	800	0	512	223	2	7	1	8	df2	
Au_34_83920	83920	39192	28620	28950	330	0	100	255	34	8	2	10	ff22	
fd_2_84168	84168	39192	28730	29300	570	0	1440	253	2	7	1	8	fd2	
fb_2_84363	84363	39192	28820	29230	410	0	197	251	2	7	1	8	fb2	
7f_2_84547	84547	39192	28890	29330	440	0	277	127	2	7	1	8	7f2	
7f_2_84617	84617	39192	28930	29530	600	0	171	127	2	7	1	8	7f2	
7f_2_84671	84671	39192	28950	29590	640	0	265	127	2	7	1	8	7f2	
Au_34_84674	84674	39192	28950	28990	40	0	4	255	34	8	2	10	ff22	
fe_2_84797	84797	39192	28990	29010	20	0	1	254	2	7	1	8	fe2	
fd_2_84852	84852	39192	29020	38840	9820	0	84409	253	2	7	1	8	fd2	
ed_2_94106	94106	84852	32920	33540	620	0	437	237	2	6	1	7	ed2	
ed_2_106649	106649	84852	38180	38600	420	0	171	237	2	6	1	7	ed2	
fd_2_85015	85015	39192	29080	30570	1490	0	1451	253	2	7	1	8	fd2	
bf_2_85137	85137	39192	29130	29630	500	0	229	191	2	7	1	8	bf2	
fb_2_85357	85357	39192	29210	29760	550	0	127	251	2	7	1	8	fb2	
f7_2_85545	85545	39192	29310	29790	480	0	269	247	2	7	1	8	f72	
fd_2_85658	85658	39192	29350	30250	900	0	2215	253	2	7	1	8	fd2	
7d_2_86503	86503	85658	29690	30980	1290	0	912	125	2	6	1	7	7d2	
fd_2_85723	85723	39192	29380	29850	470	0	631	253	2	7	1	8	fd2	
ef_2_85826	85826	39192	29420	30060	640	0	329	239	2	7	1	8	ef2	
fb_2_85969	85969	39192	29480	29980	500	0	228	251	2	7	1	8	fb2	
7f_2_86103	86103	39192	29530	31330	1800	0	1992	127	2	7	1	8	7f2	
Au_3_86138	86138	39192	29540	30270	730	0	239	255	3	8	2	10	ff3	
f7_2_86182	86182	39192	29560	29770	210	0	55	247	2	7	1	8	f72	
fd_2_86241	86241	39192	29590	30030	440	0	168	253	2	7	1	8	fd2	
Au_3_86416	86416	39192	29650	30130	480	0	151	255	3	8	2	10	ff3	
fd_2_86488	86488	39192	29690	29790	100	0	7	253	2	7	1	8	fd2	
fd_2_86515	86515	39192	29700	30810	1110	0	429	253	2	7	1	8	fd2	
7f_2_86705	86705	39192	29780	30330	550	0	139	127	2	7	1	8	7f2	
Au_3_86747	86747	39192	29800	29850	50	0	1	255	3	8	2	10	ff3	
fd_2_86762	86762	39192	29810	30470	660	0	192	253	2	7	1	8	fd2	
Au_18_87129	87129	39192	29970	30150	180	0	19	255	18	8	2	10	ff12	
7f_2_87142	87142	39192	29980	30600	620	0	245	127	2	7	1	8	7f2	
f7_2_87447	87447	39192	30110	30400	290	0	126	247	2	7	1	8	f72	
f7_2_87657	87657	39192	30210	30630	420	0	100	247	2	7	1	8	f72	
f7_2_87783	87783	39192	30260	30890	630	0	331	247	2	7	1	8	f72	
f7_2_87896	87896	39192	30310	30790	480	0	134	247	2	7	1	8	f72	
bf_2_87963	87963	39192	30340	30920	580	0	308	191	2	7	1	8	bf2	
fd_2_88375	88375	39192	30510	33700	3190	0	8891	253	2	7	1	8	fd2	
f7_2_88837	88837	39192	30720	31280	560	0	257	247	2	7	1	8	f72	
f7_2_88838	88838	39192	30720	31210	490	0	189	247	2	7	1	8	f72	
fd_2_88929	88929	39192	30760	32470	1710	0	3181	253	2	7	1	8	fd2	
Au_34_89019	89019	39192	30790	30900	110	0	15	255	34	8	2	10	ff22	
7f_2_89204	89204	39192	30880	31210	330	0	102	127	2	7	1	8	7f2	
fd_2_89354	89354	39192	30950	32130	1180	0	1116	253	2	7	1	8	fd2	
fb_2_89386	89386	39192	30960	31590	630	0	165	251	2	7	1	8	fb2	
bf_2_89431	89431	39192	30980	31470	490	0	124	191	2	7	1	8	bf2	
f7_2_89543	89543	39192	31030	31060	30	0	7	247	2	7	1	8	f72	
ef_2_89710	89710	39192	31090	31480	390	0	106	239	2	7	1	8	ef2	
fe_2_89856	89856	39192	31140	31710	570	0	214	254	2	7	1	8	fe2	
fb_2_89860	89860	39192	31140	32170	1030	0	654	251	2	7	1	8	fb2	
7f_2_90050	90050	39192	31210	31620	410	0	141	127	2	7	1	8	7f2	
fb_2_90122	90122	39192	31240	31860	620	0	428	251	2	7	1	8	fb2	
fb_2_90402	90402	39192	31360	31590	230	0	15	251	2	7	1	8	fb2	
