IMPORTANT FILOGENETIC LINES from 0-th step to global "end of life" in 39380-th step
MODEL PARAMETERS:
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10

FULLCODE	ORDNUMBER	ANCORDNUM	BEGSTEP	ENDSTEP	LIFETIME	CURRAGENTS	ALLAGENTS	FEEDNISHE	DEFFNISHE	FEEDSPEC	DEFFSPEC	SPECJALIS	NISHENAME
Au_40_56187	56187	48641	17560	17850	290	0	107	255	40	8	2	10	ff28	
Au_36_56282	56282	48641	17590	18100	510	0	175	255	36	8	2	10	ff24	
Au_160_56317	56317	48641	17610	17930	320	0	122	255	160	8	2	10	ffa0	
Au_48_56442	56442	48641	17640	18340	700	0	332	255	48	8	2	10	ff30	
Au_40_56742	56742	48641	17730	19290	1560	0	5435	255	40	8	2	10	ff28	
Au_40_57707	57707	48641	18030	18280	250	0	126	255	40	8	2	10	ff28	
Au_33_57740	57740	48641	18040	18770	730	0	947	255	33	8	2	10	ff21	
7f_20_60651	60651	48641	18960	19750	790	0	2250	127	32	7	1	8	7f20	
Au_40_61021	61021	48641	19090	19510	420	0	101	255	40	8	2	10	ff28	
7f_20_61366	61366	48641	19200	19490	290	0	113	127	32	7	1	8	7f20	
Au_36_62957	62957	48641	19700	19970	270	0	112	255	36	8	2	10	ff24	
df_20_63882	63882	48641	20030	20270	240	0	105	223	32	7	1	8	df20	
df_20_64506	64506	48641	20250	22160	1910	0	6499	223	32	7	1	8	df20	
df_20_64769	64769	48641	20350	22260	1910	0	5191	223	32	7	1	8	df20	
Au_33_65047	65047	48641	20460	21050	590	0	598	255	33	8	2	10	ff21	
Au_34_65111	65111	48641	20480	21070	590	0	208	255	34	8	2	10	ff22	
fe_20_65325	65325	48641	20570	20820	250	0	105	254	32	7	1	8	fe20	
f7_20_65997	65997	48641	20830	21300	470	0	119	247	32	7	1	8	f720	
ef_20_66036	66036	48641	20850	21210	360	0	160	239	32	7	1	8	ef20	
f7_20_66415	66415	48641	20990	21510	520	0	241	247	32	7	1	8	f720	
df_20_66655	66655	48641	21070	22870	1800	0	6963	223	32	7	1	8	df20	
Au_32_68207	68207	66655	21740	21960	220	0	389	255	32	8	1	9	ff20	
f7_20_67117	67117	48641	21270	21510	240	0	128	247	32	7	1	8	f720	
fb_20_67229	67229	48641	21310	21500	190	0	60	251	32	7	1	8	fb20	
fb_20_67247	67247	48641	21320	22600	1280	0	618	251	32	7	1	8	fb20	
7f_20_67389	67389	48641	21380	22070	690	0	634	127	32	7	1	8	7f20	
fe_20_67497	67497	48641	21430	21770	340	0	225	254	32	7	1	8	fe20	
f7_20_67783	67783	48641	21560	22140	580	0	405	247	32	7	1	8	f720	
7f_20_67797	67797	48641	21570	21740	170	0	107	127	32	7	1	8	7f20	
fe_20_68155	68155	48641	21720	22050	330	0	198	254	32	7	1	8	fe20	
7f_20_68183	68183	48641	21730	22000	270	0	221	127	32	7	1	8	7f20	
bf_20_68450	68450	48641	21850	22330	480	0	150	191	32	7	1	8	bf20	
fd_20_69173	69173	48641	22170	22710	540	0	252	253	32	7	1	8	fd20	
df_20_69228	69228	48641	22190	24400	2210	0	27097	223	32	7	1	8	df20	
cf_20_70615	70615	69228	22820	32090	9270	0	81068	207	32	6	1	7	cf20	
4f_20_76455	76455	70615	25370	25670	300	0	130	79	32	5	1	6	4f20	
8f_20_77049	77049	70615	25610	25890	280	0	367	143	32	5	1	6	8f20	
ef_20_77855	77855	70615	25960	26280	320	0	134	239	32	7	1	8	ef20	
df_20_81029	81029	70615	27370	27620	250	0	113	223	32	7	1	8	df20	
cb_20_83422	83422	70615	28400	29060	660	0	1472	203	32	5	1	6	cb20	
4f_20_84630	84630	70615	28930	29830	900	0	619	79	32	5	1	6	4f20	
ef_20_89042	89042	70615	30800	31340	540	0	626	239	32	7	1	8	ef20	
5f_20_71391	71391	69228	23170	24360	1190	0	2338	95	32	6	1	7	5f20	
5f_20_71765	71765	69228	23350	24470	1120	0	3793	95	32	6	1	7	5f20	
Au_160_70333	70333	48641	22690	22780	90	0	11	255	160	8	2	10	ffa0	
7f_20_71713	71713	48641	23330	23710	380	0	528	127	32	7	1	8	7f20	
ef_20_71816	71816	48641	23380	23690	310	0	112	239	32	7	1	8	ef20	
fb_20_71818	71818	48641	23380	24200	820	0	634	251	32	7	1	8	fb20	
7f_20_72177	72177	48641	23560	23980	420	0	329	127	32	7	1	8	7f20	
Au_34_72180	72180	48641	23560	24110	550	0	199	255	34	8	2	10	ff22	
ef_20_72188	72188	48641	23560	23890	330	0	324	239	32	7	1	8	ef20	
fb_20_72203	72203	48641	23570	24550	980	0	884	251	32	7	1	8	fb20	
ef_20_72212	72212	48641	23570	23900	330	0	108	239	32	7	1	8	ef20	
f7_20_72241	72241	48641	23590	24490	900	0	167	247	32	7	1	8	f720	
bf_20_72263	72263	48641	23600	24290	690	0	1346	191	32	7	1	8	bf20	
Au_40_72335	72335	48641	23630	24240	610	0	126	255	40	8	2	10	ff28	
bf_20_72340	72340	48641	23640	24110	470	0	259	191	32	7	1	8	bf20	
bf_20_72363	72363	48641	23650	24320	670	0	451	191	32	7	1	8	bf20	
fb_20_72393	72393	48641	23660	24010	350	0	117	251	32	7	1	8	fb20	
ef_20_72478	72478	48641	23700	24020	320	0	157	239	32	7	1	8	ef20	
bf_20_72480	72480	48641	23700	27060	3360	0	5612	191	32	7	1	8	bf20	
fd_20_72614	72614	48641	23760	24080	320	0	136	253	32	7	1	8	fd20	
fc_20_72861	72861	72614	23850	24330	480	0	170	252	32	6	1	7	fc20	
bf_20_72619	72619	48641	23760	24930	1170	0	2905	191	32	7	1	8	bf20	
bf_20_72670	72670	48641	23780	23990	210	0	111	191	32	7	1	8	bf20	
7f_20_72697	72697	48641	23790	24940	1150	0	2264	127	32	7	1	8	7f20	
bf_20_72707	72707	48641	23790	24150	360	0	152	191	32	7	1	8	bf20	
fe_20_72749	72749	48641	23810	24100	290	0	215	254	32	7	1	8	fe20	
7f_20_72753	72753	48641	23810	24150	340	0	134	127	32	7	1	8	7f20	
ef_20_72765	72765	48641	23810	24220	410	0	201	239	32	7	1	8	ef20	
f7_20_72790	72790	48641	23820	24800	980	0	705	247	32	7	1	8	f720	
f7_20_72799	72799	48641	23820	24170	350	0	146	247	32	7	1	8	f720	
fd_20_72856	72856	48641	23840	24240	400	0	170	253	32	7	1	8	fd20	
fb_20_72869	72869	48641	23850	24370	520	0	234	251	32	7	1	8	fb20	
df_20_72873	72873	48641	23850	24160	310	0	170	223	32	7	1	8	df20	
f7_20_72875	72875	48641	23850	24170	320	0	153	247	32	7	1	8	f720	
fb_20_72907	72907	48641	23870	24300	430	0	255	251	32	7	1	8	fb20	
ef_20_72936	72936	48641	23880	24350	470	0	433	239	32	7	1	8	ef20	
fb_20_73045	73045	48641	23920	24270	350	0	185	251	32	7	1	8	fb20	
ef_20_73080	73080	48641	23930	24280	350	0	187	239	32	7	1	8	ef20	
fb_20_73103	73103	48641	23940	24280	340	0	99	251	32	7	1	8	fb20	
f7_20_73153	73153	48641	23960	24240	280	0	201	247	32	7	1	8	f720	
Au_34_73248	73248	48641	23990	24220	230	0	108	255	34	8	2	10	ff22	
ef_20_73251	73251	48641	23990	24380	390	0	145	239	32	7	1	8	ef20	
df_20_74211	74211	48641	24360	26170	1810	0	17608	223	32	7	1	8	df20	
de_20_74766	74766	74211	24610	25160	550	0	163	222	32	6	1	7	de20	
Au_32_75382	75382	74211	24890	27720	2830	0	109013	255	32	8	1	9	ff20	
f7_20_75916	75916	75382	25140	26390	1250	0	867	247	32	7	1	8	f720	
bf_20_76772	76772	75382	25500	25760	260	0	186	191	32	7	1	8	bf20	
df_20_77449	77449	75382	25780	26340	560	0	1246	223	32	7	1	8	df20	
7f_20_78098	78098	75382	26070	26800	730	0	258	127	32	7	1	8	7f20	
ef_20_78425	78425	75382	26220	26310	90	0	4	239	32	7	1	8	ef20	
db_20_76735	76735	74211	25480	25680	200	0	179	219	32	6	1	7	db20	
7f_20_74573	74573	48641	24530	25800	1270	0	641	127	32	7	1	8	7f20	
fb_20_74723	74723	48641	24590	25380	790	0	271	251	32	7	1	8	fb20	
bf_20_75817	75817	48641	25100	25790	690	0	352	191	32	7	1	8	bf20	
fb_20_76531	76531	48641	25400	25920	520	0	876	251	32	7	1	8	fb20	
fb_20_76640	76640	48641	25450	25790	340	0	277	251	32	7	1	8	fb20	
f7_20_77011	77011	48641	25600	26630	1030	0	693	247	32	7	1	8	f720	
fe_20_77910	77910	48641	25980	26600	620	0	375	254	32	7	1	8	fe20	
ef_20_77913	77913	48641	25980	26570	590	0	478	239	32	7	1	8	ef20	
bf_20_77983	77983	48641	26020	26940	920	0	369	191	32	7	1	8	bf20	
Au_34_79401	79401	48641	26680	27000	320	0	119	255	34	8	2	10	ff22	
ef_20_79846	79846	48641	26880	27470	590	0	411	239	32	7	1	8	ef20	
fd_20_79901	79901	48641	26900	27340	440	0	120	253	32	7	1	8	fd20	
7f_20_80261	80261	48641	27050	27750	700	0	473	127	32	7	1	8	7f20	
f7_20_80308	80308	48641	27060	27320	260	0	110	247	32	7	1	8	f720	
7f_20_80512	80512	48641	27150	27320	170	0	27	127	32	7	1	8	7f20	
f7_20_80779	80779	48641	27260	27640	380	0	174	247	32	7	1	8	f720	
fe_20_80812	80812	48641	27280	27310	30	0	3	254	32	7	1	8	fe20	
fd_20_81185	81185	48641	27430	27700	270	0	213	253	32	7	1	8	fd20	
fd_20_81248	81248	48641	27460	28460	1000	0	1368	253	32	7	1	8	fd20	
ef_20_82255	82255	48641	27910	28350	440	0	131	239	32	7	1	8	ef20	
fb_20_82263	82263	48641	27920	28220	300	0	115	251	32	7	1	8	fb20	
7f_20_82280	82280	48641	27920	28330	410	0	172	127	32	7	1	8	7f20	
ef_20_82577	82577	48641	28050	29110	1060	0	796	239	32	7	1	8	ef20	
ef_20_84644	84644	48641	28930	29290	360	0	388	239	32	7	1	8	ef20	
bf_20_85315	85315	48641	29200	29590	390	0	201	191	32	7	1	8	bf20	
7f_20_85382	85382	48641	29220	29580	360	0	143	127	32	7	1	8	7f20	
fd_20_85489	85489	48641	29280	29510	230	0	113	253	32	7	1	8	fd20	
7f_20_85499	85499	48641	29290	29770	480	0	249	127	32	7	1	8	7f20	
bf_20_87600	87600	48641	30180	30460	280	0	99	191	32	7	1	8	bf20	
df_20_88090	88090	48641	30390	32570	2180	0	9506	223	32	7	1	8	df20	
fb_20_88404	88404	48641	30530	30790	260	0	25	251	32	7	1	8	fb20	
df_20_89187	89187	48641	30870	31320	450	0	463	223	32	7	1	8	df20	
bf_20_89224	89224	48641	30890	31260	370	0	158	191	32	7	1	8	bf20	
df_20_89227	89227	48641	30890	31150	260	0	202	223	32	7	1	8	df20	
bf_20_89359	89359	48641	30950	31360	410	0	236	191	32	7	1	8	bf20	
fb_20_89867	89867	48641	31150	31540	390	0	101	251	32	7	1	8	fb20	
fb_20_89995	89995	48641	31190	31680	490	0	197	251	32	7	1	8	fb20	
df_20_90047	90047	48641	31210	32410	1200	0	1575	223	32	7	1	8	df20	
Au_32_90469	90469	90047	31380	31700	320	0	159	255	32	8	1	9	ff20	
9f_20_91051	91051	90047	31610	32140	530	0	110	159	32	6	1	7	9f20	
de_20_92325	92325	90047	32150	32490	340	0	455	222	32	6	1	7	de20	
fd_20_90086	90086	48641	31230	31570	340	0	107	253	32	7	1	8	fd20	
df_20_90156	90156	48641	31260	38050	6790	0	56593	223	32	7	1	8	df20	
dd_20_92183	92183	90156	32090	32410	320	0	244	221	32	6	1	7	dd20	
cf_20_92519	92519	90156	32240	33350	1110	0	1108	207	32	6	1	7	cf20	
d7_20_96531	96531	90156	33970	34290	320	0	372	215	32	6	1	7	d720	
Au_32_97450	97450	90156	34370	34680	310	0	126	255	32	8	1	9	ff20	
Au_32_100977	100977	90156	35850	36180	330	0	406	255	32	8	1	9	ff20	
Au_32_100988	100988	90156	35860	36690	830	0	4676	255	32	8	1	9	ff20	
Au_32_104595	104595	90156	37320	37570	250	0	206	255	32	8	1	9	ff20	
df_20_90193	90193	48641	31270	32310	1040	0	3321	223	32	7	1	8	df20	
Au_48_91478	91478	48641	31800	31950	150	0	8	255	48	8	2	10	ff30	
7f_20_91951	91951	48641	31990	32300	310	0	103	127	32	7	1	8	7f20	
7f_20_92603	92603	48641	32280	32460	180	0	109	127	32	7	1	8	7f20	
fb_20_92636	92636	48641	32300	32700	400	0	196	251	32	7	1	8	fb20	
7f_20_93709	93709	48641	32760	33050	290	0	108	127	32	7	1	8	7f20	
7f_20_94600	94600	48641	33120	33510	390	0	680	127	32	7	1	8	7f20	
f7_20_94810	94810	48641	33210	33740	530	0	486	247	32	7	1	8	f720	
ef_20_96309	96309	48641	33880	34060	180	0	125	239	32	7	1	8	ef20	
fb_20_97104	97104	48641	34210	34450	240	0	99	251	32	7	1	8	fb20	
bf_20_97384	97384	48641	34340	34860	520	0	389	191	32	7	1	8	bf20	
7f_20_97423	97423	48641	34360	34640	280	0	189	127	32	7	1	8	7f20	
fe_20_97476	97476	48641	34380	34840	460	0	114	254	32	7	1	8	fe20	
Au_48_97645	97645	48641	34450	34730	280	0	119	255	48	8	2	10	ff30	
7f_20_97731	97731	48641	34490	35070	580	0	448	127	32	7	1	8	7f20	
ef_20_98275	98275	48641	34730	35120	390	0	237	239	32	7	1	8	ef20	
f7_20_99344	99344	48641	35210	35530	320	0	186	247	32	7	1	8	f720	
bf_20_99557	99557	48641	35290	35590	300	0	153	191	32	7	1	8	bf20	
fd_20_100380	100380	48641	35630	35950	320	0	146	253	32	7	1	8	fd20	
fe_20_100381	100381	48641	35630	35970	340	0	103	254	32	7	1	8	fe20	
bf_20_100874	100874	48641	35810	36130	320	0	243	191	32	7	1	8	bf20	
ef_20_101267	101267	48641	35970	36490	520	0	583	239	32	7	1	8	ef20	
fb_20_101298	101298	48641	35980	36230	250	0	189	251	32	7	1	8	fb20	
df_20_101558	101558	48641	36090	36640	550	0	2159	223	32	7	1	8	df20	
bf_20_101612	101612	48641	36110	36350	240	0	122	191	32	7	1	8	bf20	
7f_20_101814	101814	48641	36190	36430	240	0	183	127	32	7	1	8	7f20	
df_20_101883	101883	48641	36220		3160	955	17186	223	32	7	1	8	df20	
cf_20_107128	107128	101883	38370	38630	260	0	145	207	32	6	1	7	cf20	
d7_20_109475	109475	101883	39380		0	1	1	215	32	6	1	7	d720	
fd_20_101948	101948	48641	36240	36630	390	0	153	253	32	7	1	8	fd20	
7f_20_102206	102206	48641	36340	36560	220	0	143	127	32	7	1	8	7f20	
ef_20_102475	102475	48641	36450	36850	400	0	192	239	32	7	1	8	ef20	
ef_20_102577	102577	48641	36480	36490	10	0	1	239	32	7	1	8	ef20	
ef_20_102636	102636	48641	36510	36800	290	0	116	239	32	7	1	8	ef20	
ef_20_104832	104832	48641	37430	37710	280	0	238	239	32	7	1	8	ef20	
fd_20_105432	105432	48641	37660	37970	310	0	149	253	32	7	1	8	fd20	
ef_20_105490	105490	48641	37680	38480	800	0	1217	239	32	7	1	8	ef20	
f7_20_107389	107389	48641	38480	39010	530	0	168	247	32	7	1	8	f720	
fd_20_107745	107745	48641	38640	38760	120	0	36	253	32	7	1	8	fd20	
bf_20_107913	107913	48641	38710	39100	390	0	110	191	32	7	1	8	bf20	
fd_20_107996	107996	48641	38750	39040	290	0	308	253	32	7	1	8	fd20	
f7_20_109261	109261	48641	39290		90	7	33	247	32	7	1	8	f720	
Au_160_109330	109330	48641	39320		60	1	10	255	160	8	2	10	ffa0	
f7_20_109430	109430	48641	39360		20	1	2	247	32	7	1	8	f720	
ef_20_109441	109441	48641	39370		10	4	4	239	32	7	1	8	ef20	
fe_20_109445	109445	48641	39370		10	1	2	254	32	7	1	8	fe20	
Au_48_109449	109449	48641	39370		10	2	3	255	48	8	2	10	ff30	
ef_20_109462	109462	48641	39380		0	1	1	239	32	7	1	8	ef20	
Au_5_46780	46780	36048	14620	15010	390	0	326	255	5	8	2	10	ff5	
Au_5_47792	47792	36048	14910	15100	190	0	122	255	5	8	2	10	ff5	
Au_17_48459	48459	36048	15090	15620	530	0	338	255	17	8	2	10	ff11	
fb_1_49052	49052	36048	15270	16160	890	0	2167	251	1	7	1	8	fb1	
7f_1_49554	49554	36048	15410	17150	1740	0	5482	127	1	7	1	8	7f1	
f7_1_49758	49758	36048	15490	15830	340	0	52	247	1	7	1	8	f71	
b7_1_50170	50170	49758	15660	15870	210	0	63	183	1	6	1	7	b71	
f7_1_50206	50206	36048	15680	15940	260	0	86	247	1	7	1	8	f71	
bf_1_50398	50398	36048	15760	16300	540	0	331	191	1	7	1	8	bf1	
7f_1_50948	50948	36048	15950	17090	1140	0	916	127	1	7	1	8	7f1	
Au_33_51408	51408	36048	16090	16470	380	0	107	255	33	8	2	10	ff21	
Au_17_51674	51674	36048	16170	17230	1060	0	957	255	17	8	2	10	ff11	
Au_17_51804	51804	36048	16200	16580	380	0	155	255	17	8	2	10	ff11	
Au_5_51882	51882	36048	16230	17010	780	0	1309	255	5	8	2	10	ff5	
bf_1_52039	52039	36048	16270	16760	490	0	104	191	1	7	1	8	bf1	
Au_65_52347	52347	36048	16380	16940	560	0	407	255	65	8	2	10	ff41	
Au_17_52500	52500	36048	16440	16860	420	0	293	255	17	8	2	10	ff11	
Au_5_52619	52619	36048	16470	16960	490	0	222	255	5	8	2	10	ff5	
Au_33_53249	53249	36048	16650	16700	50	0	11	255	33	8	2	10	ff21	
Au_17_53284	53284	36048	16660	17650	990	0	573	255	17	8	2	10	ff11	
Au_5_53690	53690	36048	16790	19030	2240	0	5567	255	5	8	2	10	ff5	
Au_5_53852	53852	36048	16840	17760	920	0	575	255	5	8	2	10	ff5	
Au_9_54236	54236	36048	16960	17380	420	0	359	255	9	8	2	10	ff9	
Au_65_54406	54406	36048	17020	17350	330	0	167	255	65	8	2	10	ff41	
Au_65_55021	55021	36048	17210	17530	320	0	188	255	65	8	2	10	ff41	
Au_65_55056	55056	36048	17220	17620	400	0	332	255	65	8	2	10	ff41	
Au_9_55098	55098	36048	17240	17870	630	0	397	255	9	8	2	10	ff9	
Au_17_55888	55888	36048	17470	17990	520	0	449	255	17	8	2	10	ff11	
Au_17_55894	55894	36048	17480	17760	280	0	72	255	17	8	2	10	ff11	
Au_9_56434	56434	36048	17640	18880	1240	0	664	255	9	8	2	10	ff9	
Au_9_56704	56704	36048	17710	18080	370	0	108	255	9	8	2	10	ff9	
Au_5_56733	56733	36048	17730	18280	550	0	186	255	5	8	2	10	ff5	
Au_3_56977	56977	36048	17800	18940	1140	0	608	255	3	8	2	10	ff3	
Au_17_57349	57349	36048	17910	18370	460	0	399	255	17	8	2	10	ff11	
Au_5_57746	57746	36048	18040	18560	520	0	107	255	5	8	2	10	ff5	
Au_3_58110	58110	36048	18150	18820	670	0	363	255	3	8	2	10	ff3	
Au_33_58325	58325	36048	18200	18530	330	0	106	255	33	8	2	10	ff21	
Au_65_58513	58513	36048	18270	18590	320	0	187	255	65	8	2	10	ff41	
Au_5_58577	58577	36048	18290	18600	310	0	221	255	5	8	2	10	ff5	
Au_65_58667	58667	36048	18310	18780	470	0	235	255	65	8	2	10	ff41	
Au_65_58723	58723	36048	18330	18910	580	0	234	255	65	8	2	10	ff41	
Au_3_58813	58813	36048	18350	18670	320	0	193	255	3	8	2	10	ff3	
Au_5_59848	59848	36048	18670	19090	420	0	260	255	5	8	2	10	ff5	
bf_1_60902	60902	36048	19050	21160	2110	0	1393	191	1	7	1	8	bf1	
Au_3_62998	62998	36048	19710	20880	1170	0	799	255	3	8	2	10	ff3	
f7_1_63073	63073	36048	19740	20990	1250	0	737	247	1	7	1	8	f71	
fb_1_63226	63226	36048	19790	20650	860	0	838	251	1	7	1	8	fb1	
df_1_64016	64016	36048	20070	20810	740	0	187	223	1	7	1	8	df1	
fb_1_65510	65510	36048	20640	21070	430	0	117	251	1	7	1	8	fb1	
bf_1_65853	65853	36048	20770	21910	1140	0	362	191	1	7	1	8	bf1	
Au_7_36178	36178	17795	11570	12630	1060	0	3043	255	7	8	3	11	ff7	
Au_19_36241	36241	17795	11590	11840	250	0	107	255	19	8	3	11	ff13	
Au_67_36560	36560	17795	11670	12460	790	0	747	255	67	8	3	11	ff43	
Au_2_36639	36639	17795	11700	12230	530	0	810	255	2	8	1	9	ff2	
Au_11_36886	36886	17795	11770	11970	200	0	112	255	11	8	3	11	ffb	
Au_1_37203	37203	17795	11870	12100	230	0	164	255	1	8	1	9	ff1	
Au_2_37301	37301	17795	11900	14090	2190	0	6689	255	2	8	1	9	ff2	
Au_35_37303	37303	17795	11900	14310	2410	0	10825	255	35	8	3	11	ff23	
Au_19_37325	37325	17795	11910	12140	230	0	111	255	19	8	3	11	ff13	
Au_2_37408	37408	17795	11930	12250	320	0	125	255	2	8	1	9	ff2	
Au_2_37634	37634	17795	11990	19910	7920	0	157078	255	2	8	1	9	ff2	
Au_3_40375	40375	37634	12810	12980	170	0	102	255	3	8	2	10	ff3	
Au_66_55361	55361	37634	17310	17940	630	0	358	255	66	8	2	10	ff42	
Au_66_58468	58468	37634	18250	18760	510	0	502	255	66	8	2	10	ff42	
Au_2_37654	37654	17795	12000	12560	560	0	1304	255	2	8	1	9	ff2	
Au_11_37838	37838	17795	12050	15130	3080	0	18048	255	11	8	3	11	ffb	
Au_15_43878	43878	37838	13810	14070	260	0	146	255	15	8	4	12	fff	
Au_35_37841	37841	17795	12050	12330	280	0	258	255	35	8	3	11	ff23	
Au_2_37917	37917	17795	12080	12330	250	0	123	255	2	8	1	9	ff2	
Au_1_38392	38392	17795	12220		27160	6929	7857311	255	1	8	1	9	ff1	
Au_9_40686	40686	38392	12900	13550	650	0	1008	255	9	8	2	10	ff9	
Au_17_42796	42796	38392	13510	14350	840	0	1437	255	17	8	2	10	ff11	
Au_33_42834	42834	38392	13520	13860	340	0	213	255	33	8	2	10	ff21	
Au_33_44100	44100	38392	13870	14340	470	0	323	255	33	8	2	10	ff21	
Au_33_45192	45192	38392	14170	15510	1340	0	3373	255	33	8	2	10	ff21	
Au_17_45490	45490	38392	14250	14960	710	0	727	255	17	8	2	10	ff11	
Au_33_45740	45740	38392	14320	14570	250	0	128	255	33	8	2	10	ff21	
Au_5_45848	45848	38392	14350	14580	230	0	99	255	5	8	2	10	ff5	
Au_33_46076	46076	38392	14420	14810	390	0	419	255	33	8	2	10	ff21	
Au_65_47784	47784	38392	14910	15370	460	0	256	255	65	8	2	10	ff41	
Au_33_47853	47853	38392	14930	15280	350	0	184	255	33	8	2	10	ff21	
fb_1_49743	49743	38392	15480	15840	360	0	129	251	1	7	1	8	fb1	
bf_1_50776	50776	38392	15890	16410	520	0	101	191	1	7	1	8	bf1	
7f_1_50871	50871	38392	15920	17430	1510	0	5640	127	1	7	1	8	7f1	
Au_5_50975	50975	38392	15950	18360	2410	0	6543	255	5	8	2	10	ff5	
Au_3_51331	51331	38392	16070	16290	220	0	118	255	3	8	2	10	ff3	
Au_65_51383	51383	38392	16090	16480	390	0	144	255	65	8	2	10	ff41	
Au_3_51746	51746	38392	16190	19480	3290	0	12105	255	3	8	2	10	ff3	
bf_1_51765	51765	38392	16190	16530	340	0	112	191	1	7	1	8	bf1	
Au_5_51786	51786	38392	16200	16830	630	0	286	255	5	8	2	10	ff5	
ef_1_52043	52043	38392	16270	16950	680	0	202	239	1	7	1	8	ef1	
7f_1_52087	52087	38392	16290	16850	560	0	331	127	1	7	1	8	7f1	
Au_33_53081	53081	38392	16610	16980	370	0	150	255	33	8	2	10	ff21	
7f_1_53218	53218	38392	16650	17040	390	0	123	127	1	7	1	8	7f1	
Au_17_53669	53669	38392	16780	17810	1030	0	1332	255	17	8	2	10	ff11	
Au_5_54069	54069	38392	16910	17310	400	0	227	255	5	8	2	10	ff5	
Au_17_54079	54079	38392	16910	17410	500	0	433	255	17	8	2	10	ff11	
7f_1_54170	54170	38392	16940	17040	100	0	12	127	1	7	1	8	7f1	
Au_65_54270	54270	38392	16970	17430	460	0	211	255	65	8	2	10	ff41	
Au_3_54301	54301	38392	16990	17380	390	0	125	255	3	8	2	10	ff3	
Au_5_55012	55012	38392	17210	17640	430	0	133	255	5	8	2	10	ff5	
Au_9_55054	55054	38392	17220	17640	420	0	114	255	9	8	2	10	ff9	
Au_5_55512	55512	38392	17360	17880	520	0	310	255	5	8	2	10	ff5	
f7_1_55757	55757	38392	17440	17520	80	0	10	247	1	7	1	8	f71	
Au_3_56319	56319	38392	17610	17780	170	0	100	255	3	8	2	10	ff3	
Au_65_56518	56518	38392	17660	18170	510	0	163	255	65	8	2	10	ff41	
Au_17_56625	56625	38392	17690	19220	1530	0	2267	255	17	8	2	10	ff11	
Au_33_56640	56640	38392	17700	18260	560	0	578	255	33	8	2	10	ff21	
Au_17_56943	56943	38392	17800	18400	600	0	703	255	17	8	2	10	ff11	
Au_65_57043	57043	38392	17820	18230	410	0	192	255	65	8	2	10	ff41	
Au_17_57150	57150	38392	17850	19590	1740	0	2694	255	17	8	2	10	ff11	
Au_9_57750	57750	38392	18040	19280	1240	0	2602	255	9	8	2	10	ff9	
Au_33_57923	57923	38392	18100	18430	330	0	110	255	33	8	2	10	ff21	
Au_5_58074	58074	38392	18140	18510	370	0	181	255	5	8	2	10	ff5	
Au_65_58083	58083	38392	18140	18580	440	0	237	255	65	8	2	10	ff41	
Au_33_58275	58275	38392	18190	18400	210	0	99	255	33	8	2	10	ff21	
Au_5_58285	58285	38392	18200	18280	80	0	7	255	5	8	2	10	ff5	
Au_9_58505	58505	38392	18270	19000	730	0	1022	255	9	8	2	10	ff9	
Au_5_58564	58564	38392	18280	18560	280	0	142	255	5	8	2	10	ff5	
Au_17_58802	58802	38392	18350	18770	420	0	251	255	17	8	2	10	ff11	
Au_17_59119	59119	38392	18440	18490	50	0	11	255	17	8	2	10	ff11	
Au_16_59210	59210	59119	18470	24460	5990	0	1196820	255	16	8	1	9	ff10	
fb_10_59717	59717	59210	18630	19400	770	0	277	251	16	7	1	8	fb10	
Au_24_59782	59782	59210	18650	18990	340	0	100	255	24	8	2	10	ff18	
7f_10_59854	59854	59210	18680	19890	1210	0	4188	127	16	7	1	8	7f10	
fb_10_59890	59890	59210	18690	19290	600	0	610	251	16	7	1	8	fb10	
Au_144_59997	59997	59210	18720	19950	1230	0	496	255	144	8	2	10	ff90	
bf_10_60013	60013	59210	18730	19260	530	0	583	191	16	7	1	8	bf10	
fb_10_60115	60115	59210	18770	19490	720	0	483	251	16	7	1	8	fb10	
bf_10_60125	60125	59210	18770	19790	1020	0	1558	191	16	7	1	8	bf10	
f7_10_60144	60144	59210	18770	19430	660	0	804	247	16	7	1	8	f710	
df_10_60179	60179	59210	18780	19450	670	0	542	223	16	7	1	8	df10	
bf_10_60186	60186	59210	18790	19100	310	0	126	191	16	7	1	8	bf10	
bf_10_60191	60191	59210	18790	21260	2470	0	16998	191	16	7	1	8	bf10	
af_10_63593	63593	60191	19920	20410	490	0	483	175	16	6	1	7	af10	
b7_10_64627	64627	60191	20300	21390	1090	0	661	183	16	6	1	7	b710	
9f_10_64652	64652	60191	20310	20340	30	0	3	159	16	6	1	7	9f10	
9f_12_64725	64725	64652	20340	20900	560	0	248	159	18	6	2	8	9f12	
bf_12_64958	64958	60191	20420	20660	240	0	119	191	18	7	2	9	bf12	
df_10_60192	60192	59210	18790	19180	390	0	406	223	16	7	1	8	df10	
