
EXP:	Thu Dec 27 20:32:56 2018
CO-EVOLUTION [1545939176]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10

EXP:	Thu Dec 27 20:38:45 2018
CO-EVOLUTION [1545939525]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10

EXP:	Thu Dec 27 20:56:58 2018
KO-EWOLUCJA [1545940618]
ROZMIAR=	200x100
MAPA=	
WYPOSAZENIE_POTOMSTWA=	0.05
EFEKTYWNOSC_AUTOTROFA=	0.5
MAX_WIEK=	50
PLODNOSC=	0.2
RTG=	0.000625
PRAWDOPODOBIENSTWO KATASTROF=	0(disabled)
EKSPLOATACJA=	DRAPIEZNICZA
DYSTANS RUCHU=	1
BIT_STABILIZACJI_RUCHU=	1024
ELASTYCZNE MIJANIE=	YES
MONTECARLO STEPS per STEP=	10
 STEP/VERSION	liczba agentow	liczba autotrofow	klony	klony autotroficzne	taksony	taksony autotroficzne	klonów od poczatku	taksonów od poczatku	Mean(EnergiaZ)	SD(EnergiaZ)	Max(EnergiaZ)	Mean(WiekZ)	SD(WiekZ)	Max(WiekZ)	Min(OslonaZ)	Max(OslonaZ)	Min(TrofiaZ)	Max(TrofiaZ)	WhichMain(bity autotrofów)	MainClass(bity autotrofów)	WhichMain(bity heterotrofów)	MainClass(bity heterotrofów)	N1(bity autotrofów)	N2(bity autotrofów)	N3(bity autotrofów)	N4(bity autotrofów)	N5(bity autotrofów)	N6(bity autotrofów)	N7(bity autotrofów)	N8(bity autotrofów)	N9(bity autotrofów)	N10(bity autotrofów)	N11(bity autotrofów)	N12(bity autotrofów)	N13(bity autotrofów)	N14(bity autotrofów)	N15(bity autotrofów)	N16(bity autotrofów)	N1(bity heterotrofów)	N2(bity heterotrofów)	N3(bity heterotrofów)	N4(bity heterotrofów)	N5(bity heterotrofów)	N6(bity heterotrofów)	N7(bity heterotrofów)	N8(bity heterotrofów)	N9(bity heterotrofów)	N10(bity heterotrofów)	N11(bity heterotrofów)	N12(bity heterotrofów)	N13(bity heterotrofów)	N14(bity heterotrofów)	N15(bity heterotrofów)	N16(bity heterotrofów)	
74	5067	4074	67	19	7	4	1378	269	509.885	680.075	24518	220.523	12.6319	255	0	255	0	255	16.5	2338	15.5	738	0	0	0	0	0	0	0	0	0	0	0	0	43	161	1532	2338	0	0	0	0	0	0	0	0	0	0	0	0	28	227	738	0	
75	5512	4439	71	21	8	5	1399	267	525.073	613.062	11499	220.706	12.8176	255	0	255	0	255	16.5	2426	15.5	775	0	0	0	0	0	0	0	0	0	0	0	0	45	206	1762	2426	0	0	0	0	0	0	0	0	0	0	0	0	37	261	775	0	
76	5864	4741	70	22	8	5	1432	267	549.57	686.18	12255	220.823	13.0379	255	0	255	0	255	16.5	2494	15.5	812	0	0	0	0	0	0	0	0	0	0	0	0	44	234	1969	2494	0	0	0	0	0	0	0	0	0	0	0	0	39	272	812	0	
77	6142	4991	77	22	8	5	1467	281	557.908	770.553	13985	220.662	13.0195	255	0	255	0	255	16.5	2567	15.5	830	0	0	0	0	0	0	0	0	0	0	0	0	43	274	2107	2567	0	0	0	0	0	0	0	0	0	0	0	1	47	273	830	0	
78	6202	4991	78	21	9	6	1504	289	593.026	891.581	24490	220.405	12.7521	255	0	255	0	255	16.5	2456	15.5	854	0	0	0	0	0	0	0	0	0	0	0	0	58	312	2165	2456	0	0	0	0	0	0	0	0	0	0	0	3	50	304	854	0	
79	6265	4981	84	23	9	5	1544	299	608.178	977.397	22299	220.374	12.8061	255	0	255	0	255	16.5	2356	15.5	904	0	0	0	0	0	0	0	0	0	0	0	0	51	331	2243	2356	0	0	0	0	0	0	0	0	0	0	0	4	53	323	904	0	
80	6139	4829	77	22	11	7	1575	296	637.999	1115.9	21610	220.329	12.8028	255	0	255	0	255	15.5	2322	15.5	905	0	0	0	0	0	0	0	0	0	0	0	0	52	346	2322	2109	0	0	0	0	0	0	0	0	0	0	0	0	51	354	905	0	
81	6016	4681	80	25	10	6	1603	301	648.46	1160.9	25302	220.205	12.7397	255	0	255	0	255	15.5	2314	15.5	918	0	0	0	0	0	0	0	0	0	0	0	0	72	368	2314	1927	0	0	0	0	0	0	0	0	0	0	0	0	52	365	918	0	
82	5970	4641	85	25	11	7	1636	300	644.894	1278.82	33515	220.221	12.9016	255	0	255	0	255	15.5	2310	15.5	909	0	0	0	0	0	0	0	0	0	0	0	0	89	406	2310	1836	0	0	0	0	0	0	0	0	0	0	0	0	55	365	909	0	
83	5902	4495	86	25	11	7	1666	301	635.296	1268.37	32465	220.027	12.7607	255	0	255	0	255	15.5	2309	15.5	951	0	0	0	0	0	0	0	0	0	0	0	0	90	436	2309	1660	0	0	0	0	0	0	0	0	0	0	0	0	54	402	951	0	
84	5733	4316	89	24	11	6	1704	305	619.199	1160.85	27070	219.661	12.4361	255	0	255	0	255	15.5	2326	15.5	933	0	0	0	0	0	0	0	0	0	0	0	1	85	379	2326	1525	0	0	0	0	0	0	0	0	0	0	0	1	63	420	933	0	
85	5608	4148	92	25	10	5	1738	307	612.866	1339.89	52430	219.812	12.6093	255	0	255	0	255	15.5	2299	15.5	967	0	0	0	0	0	0	0	0	0	0	0	0	89	397	2299	1363	0	0	0	0	0	0	0	0	0	0	0	1	70	422	967	0	
86	5428	4002	90	26	11	6	1779	316	600.492	1339.01	55094	219.701	12.6492	255	0	255	0	255	15.5	2291	15.5	924	0	0	0	0	0	0	0	0	0	0	0	1	89	426	2291	1195	0	0	0	0	0	0	0	0	0	0	0	1	68	433	924	0	
87	5337	3929	82	24	11	6	1815	313	567.506	1188	53867	219.448	12.4744	255	0	255	0	255	15.5	2301	15.5	897	0	0	0	0	0	0	0	0	0	0	0	0	97	430	2301	1101	0	0	0	0	0	0	0	0	0	0	0	1	74	436	897	0	
88	5250	3869	78	22	11	6	1840	302	562.525	1174.37	54136	219.44	12.2698	255	0	255	0	255	15.5	2324	15.5	854	0	0	0	0	0	0	0	0	0	0	0	0	85	483	2324	977	0	0	0	0	0	0	0	0	0	0	0	3	69	455	854	0	
89	5265	3911	75	22	10	6	1861	296	547.761	1152.62	56546	219.542	12.376	255	0	255	0	255	15.5	2391	15.5	815	0	0	0	0	0	0	0	0	0	0	0	0	99	512	2391	909	0	0	0	0	0	0	0	0	0	0	0	3	81	455	815	0	
90	5271	3948	83	24	10	6	1903	312	553.047	1136.5	53889	219.76	12.5587	255	0	255	0	255	15.5	2376	15.5	748	0	0	0	0	0	0	0	0	0	0	0	0	108	566	2376	898	0	0	0	0	0	0	0	0	0	0	0	5	90	480	748	0	
91	5314	4046	88	25	8	5	1941	317	551.135	1111.77	50591	219.817	12.4802	255	0	255	0	255	15.5	2460	15.5	714	0	0	0	0	0	0	0	0	0	0	0	0	125	600	2460	861	0	0	0	0	0	0	0	0	0	0	0	7	96	451	714	0	
92	5632	4389	88	24	9	6	1979	328	521.515	1042.28	51977	219.673	12.5507	255	0	255	0	255	15.5	2702	15.5	683	0	0	0	0	0	0	0	0	0	0	0	0	143	698	2702	846	0	0	0	0	0	0	0	0	0	0	0	6	97	457	683	0	
93	5825	4573	86	25	9	6	2011	333	522.861	1021.76	53436	219.611	12.2973	255	0	255	0	255	15.5	2842	15.5	686	0	0	0	0	0	0	0	0	0	0	0	0	154	743	2842	834	0	0	0	0	0	0	0	0	0	0	0	9	89	468	686	0	
94	5969	4723	92	24	9	6	2054	335	530.5	983.567	54251	220.053	12.6943	255	0	255	0	255	15.5	3023	15.5	630	0	0	0	0	0	0	0	0	0	0	0	0	161	772	3023	767	0	0	0	0	0	0	0	0	0	0	1	12	103	500	630	0	
95	6244	4973	100	24	10	7	2101	361	535.58	987.166	52517	219.921	12.5946	255	0	255	0	255	15.5	3178	15.5	613	0	0	0	0	0	0	0	0	0	0	0	0	189	876	3178	730	0	0	0	0	0	0	0	0	0	0	1	11	109	537	613	0	
96	6378	5107	98	25	10	7	2134	362	546.972	989.781	50451	219.994	12.595	255	0	255	0	255	15.5	3329	15.5	597	0	0	0	0	0	0	0	0	0	0	0	0	193	924	3329	661	0	0	0	0	0	0	0	0	0	0	1	10	103	560	597	0	
97	6469	5181	102	24	10	7	2179	377	557.192	1023.77	51365	219.904	12.5348	255	0	255	0	255	15.5	3398	14.5	583	0	0	0	0	0	0	0	0	0	0	0	0	218	994	3398	571	0	0	0	0	0	0	0	0	0	0	2	17	113	583	573	0	
98	6574	5257	103	25	10	7	2222	382	560.337	961.408	34063	219.522	12.4605	255	0	255	0	255	15.5	3489	14.5	611	0	0	0	0	0	0	0	0	0	0	0	0	246	995	3489	527	0	0	0	0	0	0	0	0	0	0	1	15	124	611	566	0	
99	6676	5343	103	28	9	6	2273	389	573.866	970.753	34077	219.798	12.4802	255	0	255	0	255	15.5	3511	14.5	635	0	0	0	0	0	0	0	0	0	0	0	2	257	1042	3511	531	0	0	0	0	0	0	0	0	0	0	1	17	125	635	555	0	
100	6623	5290	105	28	9	6	2309	378	590.215	1013.95	33470	219.854	12.4368	255	0	255	0	255	15.5	3424	14.5	638	0	0	0	0	0	0	0	0	0	0	0	1	281	1087	3424	497	0	0	0	0	0	0	0	0	0	0	0	18	144	638	533	0	
101	6673	5317	109	29	9	6	2356	392	599.58	1033.48	34095	219.868	12.6304	255	0	255	0	255	15.5	3388	14.5	650	0	0	0	0	0	0	0	0	0	0	0	1	293	1169	3388	466	0	0	0	0	0	0	0	0	0	0	0	20	164	650	522	0	
102	6672	5310	115	31	8	6	2405	406	604.485	1029.92	23271	219.888	12.6366	255	0	255	0	255	15.5	3359	14.5	682	0	0	0	0	0	0	0	0	0	0	0	4	332	1192	3359	423	0	0	0	0	0	0	0	0	0	0	0	19	177	682	484	0	
103	6777	5427	112	30	9	7	2448	410	601.942	1056.76	18663	219.667	12.5478	255	0	255	0	255	15.5	3373	14.5	645	0	0	0	0	0	0	0	0	0	0	0	6	365	1298	3373	385	0	0	0	0	0	0	0	0	0	0	0	25	188	645	492	0	
104	6872	5560	110	28	9	7	2477	401	601.866	1079.62	30422	219.695	12.3965	255	0	255	0	255	15.5	3451	14.5	655	0	0	0	0	0	0	0	0	0	0	0	10	400	1336	3451	363	0	0	0	0	0	0	0	0	0	0	0	18	186	655	453	0	
105	7056	5700	105	30	9	7	2513	404	605.918	1099.82	36969	219.769	12.4824	255	0	255	0	255	15.5	3512	14.5	708	0	0	0	0	0	0	0	0	0	0	0	16	415	1402	3512	355	0	0	0	0	0	0	0	0	0	0	0	21	188	708	439	0	
106	7151	5738	109	31	9	7	2563	410	611.82	1131.67	36826	219.867	12.5869	255	0	255	0	255	15.5	3544	14.5	727	0	0	0	0	0	0	0	0	0	0	0	21	429	1415	3544	329	0	0	0	0	0	0	0	0	0	0	0	19	226	727	441	0	
107	7253	5830	107	32	9	7	2608	413	614.04	1189.24	34846	219.764	12.7011	255	0	255	0	255	15.5	3592	14.5	731	0	0	0	0	0	0	0	0	0	0	0	30	426	1473	3592	309	0	0	0	0	0	0	0	0	0	0	0	18	222	731	452	0	
108	7215	5755	107	31	9	7	2660	427	627.606	1253.84	41098	219.713	12.693	255	0	255	0	255	15.5	3542	14.5	741	0	0	0	0	0	0	0	0	0	0	0	23	460	1451	3542	279	0	0	0	0	0	0	0	0	0	0	1	22	240	741	456	0	
109	7075	5598	105	30	9	7	2717	430	644.078	1301.11	39548	219.651	12.6388	255	0	255	0	255	15.5	3378	14.5	819	0	0	0	0	0	0	0	0	0	0	0	24	467	1468	3378	261	0	0	0	0	0	0	0	0	0	0	1	24	224	819	409	0	
110	6971	5455	116	30	9	7	2772	434	637.214	1267.44	25406	219.108	12.2561	255	0	255	0	255	15.5	3216	14.5	864	0	0	0	0	0	0	0	0	0	0	0	15	516	1486	3216	222	0	0	0	0	0	0	0	0	0	0	1	31	222	864	398	0	
111	6809	5268	116	35	9	7	2817	432	640.134	1269.4	23747	219.202	12.2828	255	0	255	0	255	15.5	3067	14.5	915	0	0	0	0	0	0	0	0	0	0	0	14	568	1413	3067	206	0	0	0	0	0	0	0	0	0	0	1	34	243	915	348	0	
112	6654	5107	114	35	9	7	2861	439	642.498	1325.52	27038	219.113	12.3458	255	0	255	0	255	15.5	2915	14.5	927	0	0	0	0	0	0	0	0	0	0	0	16	583	1398	2915	195	0	0	0	0	0	0	0	0	0	0	0	39	245	927	336	0	
113	6551	5056	111	33	8	7	2909	443	633.57	1287.2	23967	219.272	12.4086	255	0	255	0	255	15.5	2823	14.5	928	0	0	0	0	0	0	0	0	0	0	0	12	650	1400	2823	171	0	0	0	0	0	0	0	0	0	0	0	43	229	928	295	0	
114	6372	4836	111	33	8	7	2964	444	641.585	1359.01	28604	218.955	12.2512	255	0	255	0	255	15.5	2713	14.5	948	0	0	0	0	0	0	0	0	0	0	0	11	629	1338	2713	145	0	0	0	0	0	0	0	0	0	0	0	45	248	948	295	0	
115	6347	4838	105	31	8	7	3006	441	637.296	1350.37	28805	219.081	12.1253	255	0	255	0	255	15.5	2684	14.5	935	0	0	0	0	0	0	0	0	0	0	0	15	705	1314	2684	120	0	0	0	0	0	0	0	0	0	0	0	46	235	935	293	0	
116	6238	4763	102	30	8	7	3055	426	646.135	1380.04	30691	219.278	12.2873	255	0	255	0	255	15.5	2653	14.5	918	0	0	0	0	0	0	0	0	0	0	0	14	725	1260	2653	111	0	0	0	0	0	0	0	0	0	0	1	45	230	918	281	0	
117	6337	4864	100	29	8	7	3089	422	640.247	1302.57	25150	219.369	12.4685	255	0	255	0	255	15.5	2600	14.5	916	0	0	0	0	0	0	0	0	0	0	0	10	850	1302	2600	102	0	0	0	0	0	0	0	0	0	0	1	49	234	916	273	0	
118	6454	4981	96	28	7	6	3126	420	644.345	1337.5	26318	219.287	12.419	255	0	255	0	255	15.5	2650	14.5	960	0	0	0	0	0	0	0	0	0	0	0	13	893	1347	2650	78	0	0	0	0	0	0	0	0	0	0	1	41	233	960	238	0	
119	6419	4902	95	28	7	6	3167	412	661.656	1365.43	24193	219.171	12.1525	255	0	255	0	255	15.5	2570	14.5	979	0	0	0	0	0	0	0	0	0	0	0	27	974	1280	2570	51	0	0	0	0	0	0	0	0	0	0	1	62	237	979	238	0	
120	6412	4837	94	30	7	6	3203	411	661.464	1361.18	28518	219.441	12.2953	255	0	255	0	255	15.5	2482	14.5	1015	0	0	0	0	0	0	0	0	0	0	0	25	1025	1252	2482	53	0	0	0	0	0	0	0	0	0	0	1	64	252	1015	243	0	
121	6191	4626	100	29	7	6	3256	421	678.151	1415.25	36758	219.368	12.4769	255	0	255	0	255	15.5	2318	14.5	1020	0	0	0	0	0	0	0	0	0	0	0	29	1057	1172	2318	50	0	0	0	0	0	0	0	0	0	0	1	63	284	1020	197	0	
122	6059	4431	101	29	7	6	3294	423	672.506	1457.78	30786	219.123	12.4102	255	0	255	0	255	15.5	2153	14.5	1046	0	0	0	0	0	0	0	0	0	0	0	30	1083	1115	2153	50	0	0	0	0	0	0	0	0	0	0	2	66	300	1046	214	0	
123	5740	4133	95	29	6	5	3337	413	666.574	1475.56	27348	218.844	12.2921	255	0	255	0	255	15.5	1894	14.5	1007	0	0	0	0	0	0	0	0	0	0	0	23	1083	1093	1894	40	0	0	0	0	0	0	0	0	0	0	2	69	332	1007	197	0	
124	5629	4047	89	29	6	5	3380	414	655.715	1510.32	38943	218.627	12.1813	255	0	255	0	255	15.5	1777	14.5	1026	0	0	0	0	0	0	0	0	0	0	0	25	1086	1122	1777	37	0	0	0	0	0	0	0	0	0	0	1	84	314	1026	157	0	
125	5616	4007	92	31	6	5	3415	407	642.268	1477.15	34748	218.631	11.9267	255	0	255	0	255	15.5	1734	14.5	1017	0	0	0	0	0	0	0	0	0	0	0	31	1122	1086	1734	34	0	0	0	0	0	0	0	0	0	0	2	88	360	1017	142	0	
126	5558	3988	91	30	6	5	3451	404	640.157	1479.62	34800	218.595	11.8781	255	0	255	0	255	15.5	1634	14.5	993	0	0	0	0	0	0	0	0	0	0	0	37	1211	1079	1634	27	0	0	0	0	0	0	0	0	0	0	0	97	371	993	109	0	
127	5587	4058	98	33	6	5	3496	411	629.742	1420.3	34393	218.761	12.1299	255	0	255	0	255	15.5	1596	14.5	977	0	0	0	0	0	0	0	0	0	0	0	40	1271	1131	1596	20	0	0	0	0	0	0	0	0	0	0	2	107	349	977	94	0	
128	5663	4122	88	29	6	5	3526	399	632.634	1421.13	32822	218.589	11.9501	255	0	255	0	255	15.5	1558	14.5	996	0	0	0	0	0	0	0	0	0	0	0	38	1264	1239	1558	23	0	0	0	0	0	0	0	0	0	0	4	117	347	996	77	0	
129	5733	4215	88	26	6	5	3559	397	634.727	1464.94	28898	218.662	11.993	255	0	255	0	255	15.5	1632	14.5	972	0	0	0	0	0	0	0	0	0	0	0	40	1271	1256	1632	16	0	0	0	0	0	0	0	0	0	0	3	115	351	972	77	0	
130	5755	4220	89	24	6	5	3591	405	650.976	1502.58	29611	218.735	12.0899	255	0	255	0	255	15.5	1591	14.5	1026	0	0	0	0	0	0	0	0	0	0	0	48	1259	1308	1591	14	0	0	0	0	0	0	0	0	0	0	4	114	331	1026	60	0	
131	5769	4205	89	26	5	4	3639	411	651.948	1446.28	32129	218.661	11.9347	255	0	255	0	255	15.5	1502	14.5	1038	0	0	0	0	0	0	0	0	0	0	0	66	1265	1353	1502	19	0	0	0	0	0	0	0	0	0	0	1	97	373	1038	55	0	
132	5830	4288	95	29	5	4	3690	430	652.366	1468.36	29676	218.632	11.8741	255	0	255	0	255	15.5	1468	14.5	1040	0	0	0	0	0	0	0	0	0	0	0	105	1259	1440	1468	16	0	0	0	0	0	0	0	0	0	0	3	98	353	1040	48	0	
133	5913	4340	95	29	5	4	3733	442	668.689	1519.97	28213	218.59	12.065	255	0	255	0	255	14.5	1486	14.5	1018	0	0	0	0	0	0	0	0	0	0	0	110	1329	1486	1400	15	0	0	0	0	0	0	0	0	0	0	3	114	390	1018	48	0	
134	5836	4247	92	28	6	5	3783	446	677.526	1583.59	34727	218.547	11.8896	255	0	255	0	255	14.5	1477	14.5	1023	0	0	0	0	0	0	0	0	0	0	0	123	1340	1477	1295	12	0	0	0	0	0	0	0	0	0	0	4	129	393	1023	40	0	
135	5781	4153	90	26	7	6	3829	452	677.077	1631.21	35086	218.508	12.0079	255	0	255	0	255	14.5	1405	14.5	1027	0	0	0	0	0	0	0	0	0	0	0	149	1348	1405	1244	7	0	0	0	0	0	0	0	0	0	0	7	152	407	1027	35	0	
136	5798	4179	85	24	7	6	3877	452	674.3	1607.31	35426	218.495	12.0606	255	0	255	0	255	14.5	1464	14.5	1022	0	0	0	0	0	0	0	0	0	0	0	165	1387	1464	1156	7	0	0	0	0	0	0	0	0	0	0	7	146	415	1022	29	0	
137	5732	4132	92	27	7	6	3916	457	677.177	1600.38	33474	218.382	11.9786	255	0	255	0	255	14.5	1464	14.5	1017	0	0	0	0	0	0	0	0	0	0	0	212	1350	1464	1106	0	0	0	0	0	0	0	0	0	0	0	12	128	419	1017	24	0	
138	5800	4145	92	27	8	6	3947	452	663.781	1601.04	32188	218.349	11.9573	255	0	255	0	255	14.5	1440	14.5	1035	0	0	0	0	0	0	0	0	0	0	0	209	1439	1440	1056	1	0	0	0	0	0	0	0	0	0	0	8	131	460	1035	21	0	
139	5710	4074	86	27	8	6	3993	455	675.27	1646.74	35384	218.24	11.9172	255	0	255	0	255	14.5	1417	14.5	1028	0	0	0	0	0	0	0	0	0	0	1	240	1408	1417	1007	1	0	0	0	0	0	0	0	0	0	0	5	120	466	1028	17	0	
140	5659	3992	83	25	7	6	4026	444	689.515	1733.29	40036	218.234	11.8276	255	0	255	0	255	13.5	1378	14.5	1069	0	0	0	0	0	0	0	0	0	0	2	231	1378	1369	1012	0	0	0	0	0	0	0	0	0	0	0	8	115	463	1069	12	0	
141	5485	3796	83	26	6	5	4069	443	697.698	1768.99	40020	218.123	11.8076	255	0	255	0	255	13.5	1346	14.5	1054	0	0	0	0	0	0	0	0	0	0	5	230	1346	1314	900	1	0	0	0	0	0	0	0	0	0	0	8	135	481	1054	11	0	
142	5321	3636	84	26	7	6	4116	462	692.81	1770.94	39737	217.833	11.5914	255	0	255	0	255	13.5	1388	14.5	1040	0	0	0	0	0	0	0	0	0	0	7	225	1388	1216	799	1	0	0	0	0	0	0	0	0	0	0	7	125	506	1040	7	0	
143	5293	3623	82	24	7	6	4148	454	683.668	1780.95	33423	217.876	11.4564	255	0	255	0	255	13.5	1421	14.5	1017	0	0	0	0	0	0	0	0	0	0	11	254	1421	1198	738	1	0	0	0	0	0	0	0	0	0	0	7	127	513	1017	6	0	
144	5261	3624	78	24	7	5	4187	451	681.458	1737.58	43193	218.284	11.8181	255	0	255	0	255	13.5	1481	14.5	957	0	0	0	0	0	0	0	0	0	0	6	266	1481	1165	704	2	0	0	0	0	0	0	0	0	0	0	7	136	530	957	7	0	
145	5393	3775	81	26	7	5	4228	454	651.577	1701.13	41425	217.755	11.6417	255	0	255	0	255	13.5	1569	14.5	940	0	0	0	0	0	0	0	0	0	0	8	271	1569	1269	657	1	0	0	0	0	0	0	0	0	0	0	7	139	520	940	12	0	
146	5400	3813	81	25	7	5	4267	451	645.328	1653.17	40653	217.896	11.4669	255	0	255	0	255	13.5	1614	14.5	906	0	0	0	0	0	0	0	0	0	0	4	303	1614	1307	584	1	0	0	0	0	0	0	0	0	0	0	5	149	519	906	8	0	
147	5399	3841	90	25	6	4	4312	462	650.147	1611.44	38260	218.182	11.7275	255	0	255	0	255	13.5	1588	14.5	902	0	0	0	0	0	0	0	0	0	0	2	329	1588	1348	573	1	0	0	0	0	0	0	0	0	0	0	12	172	465	902	7	0	
148	5405	3811	87	27	5	4	4342	447	637.274	1608.91	46923	218.113	11.7617	255	0	255	0	255	13.5	1589	14.5	918	0	0	0	0	0	0	0	0	0	0	3	375	1589	1330	512	2	0	0	0	0	0	0	0	0	0	0	15	160	496	918	5	0	
149	5402	3860	81	26	6	5	4378	427	624.334	1540.66	44394	218.016	11.6391	255	0	255	0	255	13.5	1591	14.5	879	0	0	0	0	0	0	0	0	0	0	2	410	1591	1355	502	0	0	0	0	0	0	0	0	0	0	0	21	166	471	879	5	0	
150	5507	3900	84	26	7	5	4417	432	609.785	1499.11	41781	217.955	11.669	255	0	255	0	255	13.5	1585	14.5	915	0	0	0	0	0	0	0	0	0	0	3	441	1585	1395	476	0	0	0	0	0	0	0	0	0	0	0	14	161	512	915	5	0	
151	5483	3820	94	27	7	5	4459	448	612.203	1430.02	39967	218.15	11.6709	255	0	255	0	255	13.5	1504	14.5	917	0	0	0	0	0	0	0	0	0	0	3	423	1504	1439	451	0	0	0	0	0	0	0	0	0	0	0	16	174	553	917	3	0	
152	5442	3814	99	28	7	5	4504	460	603.796	1425.62	37891	217.888	11.5464	255	0	255	0	255	13.5	1495	14.5	896	0	0	0	0	0	0	0	0	0	0	4	467	1495	1413	435	0	0	0	0	0	0	0	0	0	0	0	23	186	517	896	6	0	
153	5518	3927	91	27	6	4	4542	453	599.763	1411.25	36638	218.251	11.7781	255	0	255	0	255	13.5	1562	14.5	861	0	0	0	0	0	0	0	0	0	0	5	504	1562	1460	396	0	0	0	0	0	0	0	0	0	0	0	29	157	540	861	4	0	
154	5654	4053	92	28	7	4	4585	457	579.087	1370.68	36064	217.997	11.6172	255	0	255	0	255	13.5	1565	14.5	854	0	0	0	0	0	0	0	0	0	0	1	552	1565	1527	408	0	0	0	0	0	0	0	0	0	0	0	28	164	551	854	4	0	
155	5780	4235	93	28	7	4	4631	461	569.938	1325.97	31597	218.054	11.6094	255	0	255	0	255	13.5	1619	14.5	831	0	0	0	0	0	0	0	0	0	0	3	626	1619	1601	386	0	0	0	0	0	0	0	0	0	0	0	25	160	524	831	5	0	
156	5954	4376	89	28	7	4	4667	460	567.906	1305.62	31347	218.175	11.7586	255	0	255	0	255	14.5	1695	14.5	847	0	0	0	0	0	0	0	0	0	0	7	653	1671	1695	350	0	0	0	0	0	0	0	0	0	0	0	30	185	511	847	5	0	
157	6105	4511	93	28	7	4	4707	468	561.223	1242.44	30828	218.267	11.9112	255	0	255	0	255	14.5	1765	14.5	844	0	0	0	0	0	0	0	0	0	0	9	725	1682	1765	330	0	0	0	0	0	0	0	0	0	0	0	31	194	521	844	4	0	
158	6283	4693	90	28	7	4	4767	483	556.627	1255.53	30749	218.113	11.671	255	0	255	0	255	14.5	1808	14.5	816	0	0	0	0	0	0	0	0	0	0	10	852	1732	1808	291	0	0	0	0	0	0	0	0	0	0	0	25	206	539	816	4	0	
159	6326	4756	94	28	7	4	4813	485	558.196	1207.86	27450	218.018	11.5986	255	0	255	0	255	14.5	1765	14.5	818	0	0	0	0	0	0	0	0	0	0	17	957	1744	1765	273	0	0	0	0	0	0	0	0	0	0	0	29	181	541	818	1	0	
160	6501	4939	95	28	7	4	4852	481	565.402	1176.03	24756	218.18	11.6784	255	0	255	0	255	13.5	1790	14.5	807	0	0	0	0	0	0	0	0	0	0	27	1053	1790	1781	288	0	0	0	0	0	0	0	0	0	0	0	27	197	531	807	0	0	
161	6629	5032	93	28	7	4	4906	489	571.41	1159.87	22833	218.48	11.8856	255	0	255	0	255	13.5	1801	14.5	822	0	0	0	0	0	0	0	0	0	0	38	1147	1801	1782	264	0	0	0	0	0	0	0	0	0	0	0	29	214	532	822	0	0	
162	6671	5122	94	29	7	5	4952	491	579.478	1146.47	21806	218.652	12.0478	255	0	255	0	255	13.5	1833	14.5	802	0	0	0	0	0	0	0	0	0	0	46	1201	1833	1778	264	0	0	0	0	0	0	0	0	0	0	0	33	197	516	802	1	0	
163	6728	5193	94	29	8	5	4996	497	580.56	1116.37	21718	218.574	11.8743	255	0	255	0	255	14.5	1835	14.5	804	0	0	0	0	0	0	0	0	0	0	51	1231	1825	1835	251	0	0	0	0	0	0	0	0	0	0	0	35	202	492	804	2	0	
164	6825	5271	94	28	8	5	5043	501	582.901	1090.95	20702	218.553	12.0346	255	0	255	0	255	14.5	1902	14.5	806	0	0	0	0	0	0	0	0	0	0	52	1219	1855	1902	243	0	0	0	0	0	0	0	0	0	0	0	36	215	497	806	0	0	
165	6921	5338	90	26	8	5	5094	501	570.227	1028.95	19143	218.561	12.0583	255	0	255	0	255	14.5	1958	14.5	805	0	0	0	0	0	0	0	0	0	0	44	1222	1904	1958	210	0	0	0	0	0	0	0	0	0	0	0	48	236	494	805	0	0	
166	6971	5419	90	28	8	5	5138	504	570.787	1031.88	24737	218.429	11.8148	255	0	255	0	255	14.5	1970	14.5	766	0	0	0	0	0	0	0	0	0	0	41	1292	1915	1970	201	0	0	0	0	0	0	0	0	0	0	0	50	227	509	766	0	0	
167	7127	5550	94	29	8	5	5182	506	573.581	1034.95	22135	218.611	12.0915	255	0	255	0	255	14.5	2048	14.5	789	0	0	0	0	0	0	0	0	0	0	38	1370	1920	2048	174	0	0	0	0	0	0	0	0	0	0	1	56	245	486	789	0	0	
