"IMPORTANT FILOGENETIC" LINES from 0-th step to global "end of life" in 307-th step
MODEL PARAMETERS:
ROZMIAR=	300x150
MAPA=	
WYPOSAZENIE_POTOMSTWA=	0.05
EFEKTYWNOSC_AUTOTROFA=	0.5
MAX_WIEK=	50
PLODNOSC=	0.2
RTG=	0.000625
PRAWDOPODOBIENSTWO KATASTROF=	0(disabled)
EKSPLOATACJA=	DRAPIEZNICZA
DYSTANS RUCHU=	1
BIT_STABILIZACJI_RUCHU=	1024
ELASTYCZNE MIJANIE=	YES
MONTECARLO STEPS per STEP=	10

FULLCODE	ORDNUMBER	ANCORDNUM	BEGSTEP	ENDSTEP	LIFETIME	CURRAGENTS	ALLAGENTS	FEEDNISHE	DEFFNISHE	FEEDSPEC	DEFFSPEC	SPECJALIS	NISHENAME
1b37_6175	24949	20156	283		24	14	146	27	55	4	5	9	1b37	
1d77_5c4b	23627	17538	273	301	28	0	147	29	119	4	6	10	1d77	
1f75_652e	25902	17538	291		16	6	70	31	117	5	5	10	1f75	
1f73_698e	27022	17538	300		7	4	24	31	115	5	5	10	1f73	
1f67_6aaa	27306	17538	303		4	3	15	31	103	5	5	10	1f67	
1f76_6b08	27400	17538	304		3	2	10	31	118	5	5	10	1f76	
1f67_6b6b	27499	17538	304		3	1	5	31	103	5	5	10	1f67	
3777_4c28	19496	11069	240	271	31	0	107	55	119	5	6	11	3777	
3f37_53bb	21435	11069	255	265	10	0	33	63	55	6	5	11	3f37	
3f73_6025	24613	11069	281	291	10	0	16	63	115	6	5	11	3f73	
3f73_648b	25739	11069	289		18	6	78	63	115	6	5	11	3f73	
1f77_67f0	26608	11069	297		10	15	63	31	119	5	6	11	1f77	
3d77_6c29	27689	11069	306		1	3	4	61	119	5	6	11	3d77	
7f67_2c8b	11403	7451	174	187	13	0	37	127	103	7	5	12	7f67	
7f7e_20ba	8378	3248	145	178	33	0	104	127	126	7	6	13	7f7e	
ff7d_d20	3360	63	86	135	49	0	431	255	125	8	6	14	ff7d	
ff7d_e04	3588	63	89	97	8	0	10	255	125	8	6	14	ff7d	
7f7f_e94	3732	63	90	188	98	0	2274	127	127	7	7	14	7f7f	
3f7f_21ed	8685	3732	149	191	42	0	201	63	127	6	7	13	3f7f	
3f7b_2b4c	11084	8685	171	274	103	0	1408	63	123	6	6	12	3f7b	
3f6b_391c	14620	11084	200		107	10	4643	63	107	6	5	11	3f6b	
3e6b_4f96	20374	14620	247		60	8	313	62	107	5	5	10	3e6b	
1f6b_592a	22826	14620	266	292	26	0	56	31	107	5	5	10	1f6b	
3f63_5c0f	23567	14620	272		35	10	169	63	99	6	4	10	3f63	
3f69_5dc6	24006	14620	276		31	3	106	63	105	6	4	10	3f69	
3d7b_56c3	22211	11084	261		46	3	181	61	123	5	6	11	3d7b	
3f77_2c67	11367	8685	173	292	119	0	1084	63	119	6	6	12	3f77	
1f77_4d58	19800	11367	242		65	36	1227	31	119	5	6	11	1f77	
1f37_681d	26653	19800	297		10	2	18	31	55	5	5	10	1f37	
7e7f_2540	9536	3732	157	166	9	0	30	126	127	6	7	13	7e7f	
ff77_f9b	3995	63	93	131	38	0	160	255	119	8	6	14	ff77	
ff5f_113f	4415	63	98	212	114	0	2266	255	95	8	6	14	ff5f	
ff7e_12e6	4838	63	102	126	24	0	123	255	126	8	6	14	ff7e	
7f7f_130b	4875	63	103	164	61	0	374	127	127	7	7	14	7f7f	
ff3f_1330	4912	63	103	118	15	0	34	255	63	8	6	14	ff3f	
ff5f_134f	4943	63	103	167	64	0	311	255	95	8	6	14	ff5f	
ff7d_1414	5140	63	106	160	54	0	296	255	125	8	6	14	ff7d	
ff3f_145c	5212	63	106	173	67	0	706	255	63	8	6	14	ff3f	
f77f_14c6	5318	63	108	116	8	0	5	247	127	7	7	14	f77f	
ff3f_152e	5422	63	109	270	161	0	3017	255	63	8	6	14	ff3f	
ff3e_2fed	12269	5422	180	222	42	0	110	255	62	8	5	13	ff3e	
ff1f_4627	17959	5422	227		80	77	4624	255	31	8	5	13	ff1f	
ff1d_6a25	27173	17959	302		5	12	24	255	29	8	4	12	ff1d	
7f7f_1561	5473	63	109	146	37	0	137	127	127	7	7	14	7f7f	
ff3f_16a9	5801	63	113	146	33	0	123	255	63	8	6	14	ff3f	
ff3f_1794	6036	63	116	243	127	0	3483	255	63	8	6	14	ff3f	
ff37_1e66	7782	6036	139	232	93	0	867	255	55	8	5	13	ff37	
ff2f_2ba5	11173	6036	171	247	76	0	512	255	47	8	5	13	ff2f	
ff2d_360f	13839	11173	194	233	39	0	108	255	45	8	4	12	ff2d	
ff25_3fb8	16312	13839	214	255	41	0	176	255	37	8	3	11	ff25	
7f3f_2ce1	11489	6036	174	273	99	0	1455	127	63	7	6	13	7f3f	
7f1f_4c24	19492	11489	240	264	24	0	99	127	31	7	5	12	7f1f	
7f7f_17e8	6120	63	118	258	140	0	1341	127	127	7	7	14	7f7f	
3f7f_1d81	7553	6120	136	173	37	0	305	63	127	6	7	13	3f7f	
777f_357c	13692	6120	193	199	6	0	6	119	127	6	7	13	777f	
ff3f_1bf7	7159	63	131	173	42	0	153	255	63	8	6	14	ff3f	
ff6f_1c10	7184	63	132	143	11	0	18	255	111	8	6	14	ff6f	
fbff_43	67	1	24	53	29	0	158	251	255	7	8	15	fbff	
fb7f_114	276	67	35	54	19	0	59	251	127	7	7	14	fb7f	
fbff_47	71	1	24	77	53	0	666	251	255	7	8	15	fbff	
fbf7_217	535	71	43	91	48	0	125	251	247	7	7	14	fbf7	
fdff_4b	75	1	25	83	58	0	611	253	255	7	8	15	fdff	
f9ff_3f8	1016	75	54	104	50	0	128	249	255	6	8	14	f9ff	
f7ff_4f	79	1	25	90	65	0	652	247	255	7	8	15	f7ff	
fffd_58	88	1	26	43	17	0	50	255	253	8	7	15	fffd	
fdfd_7b	123	88	28	93	65	0	556	253	253	7	7	14	fdfd	
ffef_5b	91	1	26	68	42	0	171	255	239	8	7	15	ffef	
feff_5d	93	1	26	38	12	0	30	254	255	7	8	15	feff	
fefe_7f	127	93	28	29	1	0	1	254	254	7	7	14	fefe	
fe7e_82	130	127	29	91	62	0	182	254	126	7	6	13	fe7e	
bfff_63	99	1	27	84	57	0	1146	191	255	7	8	15	bfff	
7fff_65	101	1	27	55	28	0	108	127	255	7	8	15	7fff	
fffb_6d	109	1	27	87	60	0	493	255	251	8	7	15	fffb	
fefb_5b0	1456	109	62	69	7	0	5	254	251	7	7	14	fefb	
ff7f_74	116	1	28	173	145	0	14779	255	127	8	7	15	ff7f	
ef7f_3d3	979	116	53	106	53	0	233	239	127	7	7	14	ef7f	
7f7f_6e3	1763	116	67	284	217	0	14250	127	127	7	7	14	7f7f	
7f7b_1239	4665	1763	101		206	1	5000	127	123	7	6	13	7f7b	
7b7b_1fcd	8141	4665	143	174	31	0	81	123	123	6	6	12	7b7b	
7f7b_25c8	9672	8141	158	205	47	0	424	127	123	7	6	13	7f7b	
7f6b_43f2	17394	4665	223	265	42	0	291	127	107	7	5	12	7f6b	
7e7f_2c01	11265	1763	172	250	78	0	838	126	127	6	7	13	7e7f	
7e7f_3640	13888	1763	194	247	53	0	270	126	127	6	7	13	7e7f	
5f7f_3dec	15852	1763	210	271	61	0	583	95	127	6	7	13	5f7f	
7d7f_4070	16496	1763	215	267	52	0	317	125	127	6	7	13	7d7f	
7d77_585c	22620	16496	265	285	20	0	23	125	119	6	6	12	7d77	
3d77_5b5d	23389	22620	271	300	29	0	129	61	119	5	6	11	3d77	
ff5f_845	2117	116	71	101	30	0	121	255	95	8	6	14	ff5f	
fe7f_d3e	3390	116	86	119	33	0	105	254	127	7	7	14	fe7f	
ff7b_d70	3440	116	87	93	6	0	3	255	123	8	6	14	ff7b	
7f7f_1427	5159	116	106	281	175	0	1572	127	127	7	7	14	7f7f	
ff7b_17dd	6109	116	118	125	7	0	8	255	123	8	6	14	ff7b	
bfff_76	118	1	28	44	16	0	101	191	255	7	8	15	bfff	
bfff_85	133	1	29	65	36	0	175	191	255	7	8	15	bfff	
7fff_86	134	1	29	128	99	0	1838	127	255	7	8	15	7fff	
ff7f_8c	140	1	29	190	161	0	63770	255	127	8	7	15	ff7f	
df7f_229	553	140	43	65	22	0	43	223	127	7	7	14	df7f	
ff77_2a2	674	140	46	194	148	0	37194	255	119	8	6	14	ff77	
fb77_325	805	674	49	94	45	0	222	251	119	7	6	13	fb77	
ff7f_515	1301	674	59	161	102	0	584	255	127	8	7	15	ff7f	
fd77_615	1557	674	64	95	31	0	140	253	119	7	6	13	fd77	
7f77_668	1640	674	65	107	42	0	205	127	119	7	6	13	7f77	
fe77_6a2	1698	674	66	91	25	0	172	254	119	7	6	13	fe77	
ff77_c79	3193	1698	84	104	20	0	54	255	119	8	6	14	ff77	
bf77_6c7	1735	674	67	71	4	0	3	191	119	7	6	13	bf77	
ff37_7d8	2008	674	70		237	32	47465	255	55	8	5	13	ff37	
7f37_17f4	6132	2008	118	184	66	0	256	127	55	7	5	12	7f37	
ff36_1e47	7751	2008	138	139	1	0	1	255	54	8	4	12	ff36	
fb37_23a4	9124	2008	153	156	3	0	3	251	55	7	5	12	fb37	
ff27_23a5	9125	2008	153	228	75	0	324	255	39	8	4	12	ff27	
7f37_24cc	9420	2008	156	271	115	0	1019	127	55	7	5	12	7f37	
3f37_4f4e	20302	9420	246	300	54	0	257	63	55	6	5	11	3f37	
ff33_2752	10066	2008	162	228	66	0	523	255	51	8	4	12	ff33	
ff27_27ef	10223	2008	163	235	72	0	376	255	39	8	4	12	ff27	
7f37_2883	10371	2008	165	300	135	0	2218	127	55	7	5	12	7f37	
ff35_2c23	11299	2008	173	245	72	0	804	255	53	8	4	12	ff35	
ff17_2e11	11793	2008	177		130	14	2750	255	23	8	4	12	ff17	
df17_6c78	27768	11793	307		0	1	1	223	23	7	4	11	df17	
bf17_6c8c	27788	11793	307		0	1	1	191	23	7	4	11	bf17	
fd37_2f20	12064	2008	179	190	11	0	13	253	55	7	5	12	fd37	
ff33_2ff8	12280	2008	181	243	62	0	451	255	51	8	4	12	ff33	
ff3f_316b	12651	2008	184	245	61	0	326	255	63	8	6	14	ff3f	
ff1f_4185	16773	12651	218	247	29	0	139	255	31	8	5	13	ff1f	
7f37_31a0	12704	2008	184	215	31	0	174	127	55	7	5	12	7f37	
ff17_3389	13193	2008	188	291	103	0	2111	255	23	8	4	12	ff17	
7f37_3701	14081	2008	196	224	28	0	99	127	55	7	5	12	7f37	
ff77_466c	18028	2008	228	280	52	0	208	255	119	8	6	14	ff77	
ff36_4acd	19149	2008	237	259	22	0	53	255	54	8	4	12	ff36	
7f77_7dd	2013	674	70	247	177	0	12616	127	119	7	6	13	7f77	
7f37_d64	3428	2013	87	92	5	0	8	127	55	7	5	12	7f37	
7777_1113	4371	2013	97	103	6	0	7	119	119	6	6	12	7777	
7f73_1133	4403	2013	97	230	133	0	1527	127	115	7	5	12	7f73	
7f53_1d0f	7439	4403	135	170	35	0	180	127	83	7	4	11	7f53	
7b77_1c66	7270	2013	132	173	41	0	291	123	119	6	6	12	7b77	
7977_2bc0	11200	7270	172	198	26	0	132	121	119	5	6	11	7977	
7b77_2b86	11142	2013	171	215	44	0	373	123	119	6	6	12	7b77	
7e77_2f03	12035	2013	179	215	36	0	119	126	119	6	6	12	7e77	
3f77_3a46	14918	2013	202	278	76	0	353	63	119	6	6	12	3f77	
ff37_820	2080	674	71	101	30	0	105	255	55	8	5	13	ff37	
ef77_82c	2092	674	71	101	30	0	126	239	119	7	6	13	ef77	
ff7f_893	2195	674	72	105	33	0	111	255	127	8	7	15	ff7f	
fb77_8bb	2235	674	73	127	54	0	660	251	119	7	6	13	fb77	
fb75_b3e	2878	2235	80	109	29	0	100	251	117	7	5	12	fb75	
ff37_8e7	2279	674	73	85	12	0	15	255	55	8	5	13	ff37	
ff36_bda	3034	2279	82	284	202	0	21726	255	54	8	4	12	ff36	
ff26_104b	4171	3034	95		212	9	27388	255	38	8	3	11	ff26	
ff6_1bff	7167	4171	131		176	1124	37966	255	6	8	2	10	ff6	
7f6_275f	10079	7167	162	205	43	0	314	127	6	7	2	9	7f6	
7f2_2b68	11112	10079	171		136	12	2279	127	2	7	1	8	7f2	
5f2_3552	13650	11112	192	256	64	0	882	95	2	6	1	7	5f2	
5f3_48c1	18625	13650	232	265	33	0	143	95	3	6	2	8	5f3	
7f6_2a4a	10826	7167	169	170	1	0	1	127	6	7	2	9	7f6	
ff16_3df6	15862	7167	210	244	34	0	151	255	22	8	3	11	ff16	
ff1e_425d	16989	15862	219		88	23	1542	255	30	8	4	12	ff1e	
7f6_4237	16951	7167	219		88	4	650	127	6	7	2	9	7f6	
ff7_5a23	23075	7167	268		39	15	509	255	7	8	3	11	ff7	
ff6_65ad	26029	23075	292		15	2	61	255	6	8	2	10	ff6	
ff4_5bd6	23510	7167	272	291	19	0	125	255	4	8	1	9	ff4	
ff2_6057	24663	7167	281	307	26	0	232	255	2	8	1	9	ff2	
ff7_633d	25405	7167	287		20	38	227	255	7	8	3	11	ff7	
ff27_6ccb	27851	25405	307		0	1	1	255	39	8	4	12	ff27	
ff7_671e	26398	7167	295	297	2	0	1	255	7	8	3	11	ff7	
ff86_6839	26681	7167	297		10	1	14	255	134	8	3	11	ff86	
ff16_6a06	27142	7167	301		6	4	14	255	22	8	3	11	ff16	
ff2_6ade	27358	7167	303		4	5	13	255	2	8	1	9	ff2	
fe6_6af3	27379	7167	303		4	1	2	254	6	7	2	9	fe6	
ff16_6b5a	27482	7167	304		3	4	11	255	22	8	3	11	ff16	
f76_6ba5	27557	7167	305		2	1	1	247	6	7	2	9	f76	
fe6_6bf6	27638	7167	306		1	1	2	254	6	7	2	9	fe6	
ef6_6c10	27664	7167	306		1	1	1	239	6	7	2	9	ef6	
f76_6c31	27697	7167	306		1	1	1	247	6	7	2	9	f76	
f76_6c56	27734	7167	306		1	1	1	247	6	7	2	9	f76	
ef6_6ca2	27810	7167	307		0	1	1	239	6	7	2	9	ef6	
ff7_6cae	27822	7167	307		0	1	1	255	7	8	3	11	ff7	
7f6_6cb1	27825	7167	307		0	1	1	127	6	7	2	9	7f6	
fe6_6cb3	27827	7167	307		0	1	1	254	6	7	2	9	fe6	
7f6_6cba	27834	7167	307		0	1	1	127	6	7	2	9	7f6	
ef6_6cd5	27861	7167	307		0	1	1	239	6	7	2	9	ef6	
ff27_2187	8583	4171	147	251	104	0	1178	255	39	8	4	12	ff27	
bf27_478b	18315	8583	230	235	5	0	3	191	39	7	4	11	bf27	
7f26_2d65	11621	4171	175	214	39	0	266	127	38	7	3	10	7f26	
ff36_2fdc	12252	4171	180	226	46	0	202	255	54	8	4	12	ff36	
ff22_3510	13584	4171	192	244	52	0	402	255	34	8	2	10	ff22	
ff22_3797	14231	4171	197	238	41	0	131	255	34	8	2	10	ff22	
ff22_3ac2	15042	4171	203	240	37	0	331	255	34	8	2	10	ff22	
ff6_4cf4	19700	4171	241		66	495	8297	255	6	8	2	10	ff6	
ff7_6907	26887	19700	299		8	32	80	255	7	8	3	11	ff7	
ff2_6960	26976	19700	300		7	5	12	255	2	8	1	9	ff2	
ff4_6962	26978	19700	300		7	7	21	255	4	8	1	9	ff4	
ff7_6b59	27481	19700	304		3	1	2	255	7	8	3	11	ff7	
f76_6bbf	27583	19700	305		2	1	1	247	6	7	2	9	f76	
ff16_6be7	27623	19700	305		2	1	4	255	22	8	3	11	ff16	
ffe_6c13	27667	19700	306		1	2	2	255	14	8	3	11	ffe	
ff7_6c25	27685	19700	306		1	2	2	255	7	8	3	11	ff7	
bf6_6cbe	27838	19700	307		0	1	1	191	6	7	2	9	bf6	
ff26_6cc6	27846	19700	307		0	1	1	255	38	8	3	11	ff26	
ef6_6cd8	27864	19700	307		0	1	1	239	6	7	2	9	ef6	
ff6_4edb	20187	4171	245		62	17	1196	255	6	8	2	10	ff6	
df26_6ba0	27552	4171	305		2	1	1	223	38	7	3	10	df26	
ff37_1301	4865	3034	102	203	101	0	2583	255	55	8	5	13	ff37	
ff16_13f6	5110	3034	105		202	2711	330688	255	22	8	3	11	ff16	
7f16_1c50	7248	5110	132	279	147	0	2781	127	22	7	3	10	7f16	
7d16_1e3d	7741	7248	138	149	11	0	18	125	22	6	3	9	7d16	
ff6_1d21	7457	5110	135		172	325	11315	255	6	8	2	10	ff6	
fe6_5aab	23211	7457	270	273	3	0	1	254	6	7	2	9	fe6	
ff16_5b7e	23422	7457	271	282	11	0	17	255	22	8	3	11	ff16	
ff26_5e46	24134	7457	277	281	4	0	2	255	38	8	3	11	ff26	
ff4_60ff	24831	7457	282		25	9	81	255	4	8	1	9	ff4	
ff4_6127	24871	7457	283		24	14	145	255	4	8	1	9	ff4	
7f6_6a05	27141	7457	301		6	2	8	127	6	7	2	9	7f6	
ff7_6a2d	27181	7457	302		5	5	15	255	7	8	3	11	ff7	
7f6_6a60	27232	7457	302		5	8	22	127	6	7	2	9	7f6	
ff2_6bc4	27588	7457	305		2	2	3	255	2	8	1	9	ff2	
ff7_6c90	27792	7457	307		0	1	1	255	7	8	3	11	ff7	
ff16_6c92	27794	7457	307		0	1	1	255	22	8	3	11	ff16	
df6_6c98	27800	7457	307		0	1	1	223	6	7	2	9	df6	
df6_6cb9	27833	7457	307		0	1	1	223	6	7	2	9	df6	
ff36_1f7f	8063	5110	142	212	70	0	699	255	54	8	4	12	ff36	
ff14_2140	8512	5110	147	295	148	0	2691	255	20	8	2	10	ff14	
ff1e_21f0	8688	5110	149	150	1	0	1	255	30	8	4	12	ff1e	
ff6_23b0	9136	5110	153	154	1	0	1	255	6	8	2	10	ff6	
ff36_23d8	9176	5110	153	244	91	0	518	255	54	8	4	12	ff36	
fe16_244a	9290	5110	154	156	2	0	1	254	22	7	3	10	fe16	
ff12_2680	9856	5110	160	253	93	0	887	255	18	8	2	10	ff12	
ff17_2870	10352	5110	164	181	17	0	109	255	23	8	4	12	ff17	
ff17_2aef	10991	5110	170	226	56	0	195	255	23	8	4	12	ff17	
7f16_2c17	11287	5110	173	228	55	0	325	127	22	7	3	10	7f16	
6f16_3399	13209	11287	188	199	11	0	7	111	22	6	3	9	6f16	
2f16_3669	13929	13209	195	236	41	0	300	47	22	5	3	8	2f16	
ff17_2e24	11812	5110	177	294	117	0	1303	255	23	8	4	12	ff17	
7f16_2e89	11913	5110	178	217	39	0	114	127	22	7	3	10	7f16	
ff6_2ece	11982	5110	178	179	1	0	1	255	6	8	2	10	ff6	
7f16_2f33	12083	5110	179	274	95	0	1012	127	22	7	3	10	7f16	
ff12_31b4	12724	5110	184	186	2	0	2	255	18	8	2	10	ff12	
ff12_326f	12911	5110	186		121	86	4870	255	18	8	2	10	ff12	
ff56_3357	13143	5110	188	231	43	0	199	255	86	8	4	12	ff56	
ff14_344f	13391	5110	190	226	36	0	100	255	20	8	2	10	ff14	
ff17_3542	13634	5110	192	228	36	0	102	255	23	8	4	12	ff17	
7f16_354e	13646	5110	192	279	87	0	503	127	22	7	3	10	7f16	
ff6_36c9	14025	5110	196	236	40	0	197	255	6	8	2	10	ff6	
7f16_36ea	14058	5110	196	241	45	0	330	127	22	7	3	10	7f16	
ff6_36eb	14059	5110	196	238	42	0	252	255	6	8	2	10	ff6	
fd16_38b0	14512	5110	199	200	1	0	1	253	22	7	3	10	fd16	
ff6_3991	14737	5110	201	248	47	0	211	255	6	8	2	10	ff6	
ff96_3b06	15110	5110	204	254	50	0	182	255	150	8	4	12	ff96	
bf16_3b3c	15164	5110	204	212	8	0	13	191	22	7	3	10	bf16	
fd16_3b41	15169	5110	205	207	2	0	1	253	22	7	3	10	fd16	
7f16_3ba1	15265	5110	205	272	67	0	353	127	22	7	3	10	7f16	
ff56_3c87	15495	5110	207	213	6	0	7	255	86	8	4	12	ff56	
ff17_3da2	15778	5110	210	248	38	0	206	255	23	8	4	12	ff17	
ff56_3dd8	15832	5110	210	253	43	0	116	255	86	8	4	12	ff56	
ff6_3e5d	15965	5110	211		96	169	6867	255	6	8	2	10	ff6	
ff4_5ff6	24566	15965	280		27	24	341	255	4	8	1	9	ff4	
7f6_664a	26186	15965	293		14	5	26	127	6	7	2	9	7f6	
ff4_6679	26233	15965	294	297	3	0	8	255	4	8	1	9	ff4	
bf6_6829	26665	15965	297		10	1	11	191	6	7	2	9	bf6	
ff4_6b43	27459	15965	304		3	2	6	255	4	8	1	9	ff4	
ff4_6c17	27671	15965	306		1	2	2	255	4	8	1	9	ff4	
ff14_3eb2	16050	5110	212	222	10	0	34	255	20	8	2	10	ff14	
ff17_3ee6	16102	5110	212		95	17	1277	255	23	8	4	12	ff17	
fb16_3f2e	16174	5110	213	222	9	0	2	251	22	7	3	10	fb16	
ff56_3f52	16210	5110	213	222	9	0	20	255	86	8	4	12	ff56	
ff6_40a9	16553	5110	216		91	353	8245	255	6	8	2	10	ff6	
ff26_61d0	25040	16553	284		23	4	89	255	38	8	3	11	ff26	
ffa6_6ab3	27315	25040	303		4	2	6	255	166	8	4	12	ffa6	
ff46_685f	26719	16553	298		9	11	27	255	70	8	3	11	ff46	
ff4_6a09	27145	16553	301		6	8	25	255	4	8	1	9	ff4	
ff16_6a61	27233	16553	302		5	1	5	255	22	8	3	11	ff16	
ef6_6aa6	27302	16553	303		4	1	4	239	6	7	2	9	ef6	
7f6_6bad	27565	16553	305		2	5	6	127	6	7	2	9	7f6	
7f6_6bd7	27607	16553	305		2	1	2	127	6	7	2	9	7f6	
df6_6bf5	27637	16553	306		1	2	2	223	6	7	2	9	df6	
fd6_6bfe	27646	16553	306		1	1	2	253	6	7	2	9	fd6	
bf6_6c26	27686	16553	306		1	1	2	191	6	7	2	9	bf6	
ef6_6c79	27769	16553	307		0	1	1	239	6	7	2	9	ef6	
df6_6c99	27801	16553	307		0	1	1	223	6	7	2	9	df6	
ff12_4116	16662	5110	217	245	28	0	188	255	18	8	2	10	ff12	
ff14_41b3	16819	5110	218	243	25	0	112	255	20	8	2	10	ff14	
ff34_4c03	19459	16819	239		68	11	867	255	52	8	3	11	ff34	
ff36_4207	16903	5110	219	229	10	0	28	255	54	8	4	12	ff36	
ff17_42ab	17067	5110	220		87	46	1468	255	23	8	4	12	ff17	
ff37_58e8	22760	17067	266	267	1	0	1	255	55	8	5	13	ff37	
ff37_6bb4	27572	17067	305		2	2	3	255	55	8	5	13	ff37	
ff6_4352	17234	5110	221		86	205	5079	255	6	8	2	10	ff6	
ff2_66e4	26340	17234	295		12	3	28	255	2	8	1	9	ff2	
ff26_66ed	26349	17234	295		12	7	26	255	38	8	3	11	ff26	
f76_6b94	27540	17234	305		2	1	1	247	6	7	2	9	f76	
ff4_6bb1	27569	17234	305		2	5	5	255	4	8	1	9	ff4	
ff4_6be8	27624	17234	305		2	1	1	255	4	8	1	9	ff4	
ff16_6c24	27684	17234	306		1	3	4	255	22	8	3	11	ff16	
ff16_6c64	27748	17234	307		0	1	3	255	22	8	3	11	ff16	
f76_6cb8	27832	17234	307		0	1	1	247	6	7	2	9	f76	
ff6_43e2	17378	5110	223	261	38	0	282	255	6	8	2	10	ff6	
ff17_43ed	17389	5110	223	272	49	0	428	255	23	8	4	12	ff17	
7f16_468f	18063	5110	228	277	49	0	196	127	22	7	3	10	7f16	
ff14_4693	18067	5110	228	291	63	0	321	255	20	8	2	10	ff14	
ff6_46c6	18118	5110	228	240	12	0	13	255	6	8	2	10	ff6	
bf16_474d	18253	5110	229	243	14	0	7	191	22	7	3	10	bf16	
ff1e_48b3	18611	5110	232	265	33	0	231	255	30	8	4	12	ff1e	
7f16_4955	18773	5110	234	236	2	0	2	127	22	7	3	10	7f16	
fd16_49bc	18876	5110	235	245	10	0	12	253	22	7	3	10	fd16	
ff14_49d4	18900	5110	235	244	9	0	18	255	20	8	2	10	ff14	
ff56_4a3e	19006	5110	236	281	45	0	199	255	86	8	4	12	ff56	
ff6_4a79	19065	5110	236		71	101	1655	255	6	8	2	10	ff6	
fb6_6cc0	27840	19065	307		0	1	1	251	6	7	2	9	fb6	
ff12_4b98	19352	5110	238	242	4	0	6	255	18	8	2	10	ff12	
ff36_4bb0	19376	5110	239	273	34	0	171	255	54	8	4	12	ff36	
ff36_4c09	19465	5110	239	268	29	0	187	255	54	8	4	12	ff36	
ff36_4c86	19590	5110	240	243	3	0	3	255	54	8	4	12	ff36	
7f16_4d1b	19739	5110	242	269	27	0	109	127	22	7	3	10	7f16	
ff6_4d26	19750	5110	242		65	160	3647	255	6	8	2	10	ff6	
f76_6c62	27746	19750	307		0	1	1	247	6	7	2	9	f76	
7f16_4d5d	19805	5110	242	272	30	0	106	127	22	7	3	10	7f16	
ff14_4d6e	19822	5110	242	251	9	0	15	255	20	8	2	10	ff14	
ff36_4dca	19914	5110	243	254	11	0	23	255	54	8	4	12	ff36	
ff17_4efc	20220	5110	246		61	32	1109	255	23	8	4	12	ff17	
ff15_5816	22550	20220	264	267	3	0	1	255	21	8	3	11	ff15	
ff14_5142	20802	5110	250	260	10	0	6	255	20	8	2	10	ff14	
7f16_51d2	20946	5110	251		56	1	455	127	22	7	3	10	7f16	
fd16_523c	21052	5110	252	256	4	0	2	253	22	7	3	10	fd16	
ff14_5265	21093	5110	252		55	5	300	255	20	8	2	10	ff14	
ff14_533e	21310	5110	254	281	27	0	130	255	20	8	2	10	ff14	
ff14_542b	21547	5110	256		51	6	205	255	20	8	2	10	ff14	
ff17_547b	21627	5110	257		50	11	554	255	23	8	4	12	ff17	
ff6_54da	21722	5110	258	298	40	0	204	255	6	8	2	10	ff6	
ff4_5c60	23648	21722	273		34	41	490	255	4	8	1	9	ff4	
ff6_68ba	26810	23648	299		8	8	32	255	6	8	2	10	ff6	
ff12_584b	22603	5110	265	297	32	0	169	255	18	8	2	10	ff12	
ff6_58f6	22774	5110	266		41	74	726	255	6	8	2	10	ff6	
ff86_6bb8	27576	22774	305		2	1	2	255	134	8	3	11	ff86	
ff6_5b1c	23324	5110	270		37	2	219	255	6	8	2	10	ff6	
ff1e_5b1e	23326	5110	270		37	7	284	255	30	8	4	12	ff1e	
ff14_5cad	23725	5110	274		33	6	217	255	20	8	2	10	ff14	
ff12_5cff	23807	5110	274		33	49	258	255	18	8	2	10	ff12	
ff1e_5d4c	23884	5110	275		32	71	714	255	30	8	4	12	ff1e	
ff12_5d4f	23887	5110	275	280	5	0	4	255	18	8	2	10	ff12	
ff6_5d9e	23966	5110	275	302	27	0	99	255	6	8	2	10	ff6	
ff1e_5dee	24046	5110	276	278	2	0	1	255	30	8	4	12	ff1e	
bf16_5e9c	24220	5110	277	283	6	0	6	191	22	7	3	10	bf16	
ff17_5f2c	24364	5110	279		28	10	171	255	23	8	4	12	ff17	
7f16_5f88	24456	5110	279	302	23	0	56	127	22	7	3	10	7f16	
7f17_67f5	26613	24456	297		10	5	23	127	23	7	4	11	7f17	
ff14_6076	24694	5110	281		26	21	236	255	20	8	2	10	ff14	
ff15_653c	25916	24694	291	293	2	0	2	255	21	8	3	11	ff15	
ff1e_6394	25492	5110	287		20	5	48	255	30	8	4	12	ff1e	
7f1e_6bf9	27641	25492	306		1	2	3	127	30	7	4	11	7f1e	
ff14_648f	25743	5110	289		18	17	133	255	20	8	2	10	ff14	
ff96_65b8	26040	5110	292		15	3	24	255	150	8	4	12	ff96	
ff14_6609	26121	5110	293		14	48	103	255	20	8	2	10	ff14	
ff1c_6b5e	27486	26121	304		3	1	3	255	28	8	3	11	ff1c	
ff56_661b	26139	5110	293		14	5	27	255	86	8	4	12	ff56	
ff1e_668c	26252	5110	294		13	3	43	255	30	8	4	12	ff1e	
ff12_66af	26287	5110	294		13	6	26	255	18	8	2	10	ff12	
ff1e_66ee	26350	5110	295		12	3	36	255	30	8	4	12	ff1e	
ff6_67d1	26577	5110	296		11	6	34	255	6	8	2	10	ff6	
