"IMPORTANT FILOGENETIC" LINES from 0-th step to global "end of life" in 307-th step
MODEL PARAMETERS:
ROZMIAR=	300x150
MAPA=	
WYPOSAZENIE_POTOMSTWA=	0.05
EFEKTYWNOSC_AUTOTROFA=	0.5
MAX_WIEK=	50
PLODNOSC=	0.2
RTG=	0.000625
PRAWDOPODOBIENSTWO KATASTROF=	0(disabled)
EKSPLOATACJA=	DRAPIEZNICZA
DYSTANS RUCHU=	1
BIT_STABILIZACJI_RUCHU=	1024
ELASTYCZNE MIJANIE=	YES
MONTECARLO STEPS per STEP=	10

FULLCODE	ORDNUMBER	ANCORDNUM	BEGSTEP	ENDSTEP	LIFETIME	CURRAGENTS	ALLAGENTS	FEEDNISHE	DEFFNISHE	FEEDSPEC	DEFFSPEC	SPECJALIS	NISHENAME
ff17_6803	26627	5110	297		10	12	55	255	23	8	4	12	ff17	
ff14_6835	26677	5110	297		10	2	24	255	20	8	2	10	ff14	
ff1c_6c9a	27802	26677	307		0	2	2	255	28	8	3	11	ff1c	
7f16_6867	26727	5110	298	307	9	0	37	127	22	7	3	10	7f16	
7f14_6a78	27256	26727	302		5	2	8	127	20	7	2	9	7f14	
ff17_689d	26781	5110	298		9	4	34	255	23	8	4	12	ff17	
f716_6933	26931	5110	300		7	3	6	247	22	7	3	10	f716	
ff12_69d1	27089	5110	301		6	5	17	255	18	8	2	10	ff12	
ff36_6a02	27138	5110	301		6	1	9	255	54	8	4	12	ff36	
ff36_6a56	27222	5110	302		5	2	6	255	54	8	4	12	ff36	
ff36_6a65	27237	5110	302		5	3	4	255	54	8	4	12	ff36	
ff36_6a9b	27291	5110	303		4	2	5	255	54	8	4	12	ff36	
df16_6a9d	27293	5110	303		4	1	2	223	22	7	3	10	df16	
ff1e_6ae9	27369	5110	303		4	1	4	255	30	8	4	12	ff1e	
ff14_6b05	27397	5110	304		3	4	10	255	20	8	2	10	ff14	
ff1e_6b3d	27453	5110	304		3	5	9	255	30	8	4	12	ff1e	
fd16_6b78	27512	5110	305		2	1	2	253	22	7	3	10	fd16	
ff56_6b8d	27533	5110	305		2	1	3	255	86	8	4	12	ff56	
ff36_6b93	27539	5110	305		2	1	4	255	54	8	4	12	ff36	
ff6_6ba1	27553	5110	305		2	2	5	255	6	8	2	10	ff6	
ff56_6bb5	27573	5110	305		2	3	4	255	86	8	4	12	ff56	
ff17_6bb7	27575	5110	305		2	2	3	255	23	8	4	12	ff17	
f716_6bc6	27590	5110	305		2	1	2	247	22	7	3	10	f716	
ff1e_6bda	27610	5110	305		2	2	3	255	30	8	4	12	ff1e	
ff14_6bdc	27612	5110	305		2	1	2	255	20	8	2	10	ff14	
ff17_6be5	27621	5110	305		2	2	4	255	23	8	4	12	ff17	
f716_6bfc	27644	5110	306		1	2	2	247	22	7	3	10	f716	
7f16_6c12	27666	5110	306		1	1	3	127	22	7	3	10	7f16	
ff1e_6c15	27669	5110	306		1	1	2	255	30	8	4	12	ff1e	
ff1e_6c1c	27676	5110	306		1	2	2	255	30	8	4	12	ff1e	
bf16_6c23	27683	5110	306		1	1	1	191	22	7	3	10	bf16	
f716_6c34	27700	5110	306		1	1	1	247	22	7	3	10	f716	
ff56_6c4f	27727	5110	306		1	1	1	255	86	8	4	12	ff56	
ff6_6c53	27731	5110	306		1	1	3	255	6	8	2	10	ff6	
bf16_6c63	27747	5110	307		0	1	1	191	22	7	3	10	bf16	
ff17_6c67	27751	5110	307		0	1	1	255	23	8	4	12	ff17	
ff14_6c80	27776	5110	307		0	1	1	255	20	8	2	10	ff14	
ff56_6c8a	27786	5110	307		0	1	1	255	86	8	4	12	ff56	
ff6_6c8d	27789	5110	307		0	1	1	255	6	8	2	10	ff6	
ff17_6c93	27795	5110	307		0	1	1	255	23	8	4	12	ff17	
ff17_6c95	27797	5110	307		0	1	1	255	23	8	4	12	ff17	
fe16_6c9f	27807	5110	307		0	1	1	254	22	7	3	10	fe16	
fe16_6ca0	27808	5110	307		0	1	1	254	22	7	3	10	fe16	
f716_6cc7	27847	5110	307		0	1	1	247	22	7	3	10	f716	
ff96_6cce	27854	5110	307		0	1	1	255	150	8	4	12	ff96	
ff14_6cd3	27859	5110	307		0	1	1	255	20	8	2	10	ff14	
ff37_17cd	6093	3034	117	186	69	0	502	255	55	8	5	13	ff37	
ff3e_1a6a	6762	3034	126	213	87	0	753	255	62	8	5	13	ff3e	
ff16_2689	9865	3034	160		147	15	2056	255	22	8	3	11	ff16	
ff32_2a55	10837	3034	169	212	43	0	193	255	50	8	3	11	ff32	
ff16_2bac	11180	3034	172	175	3	0	3	255	22	8	3	11	ff16	
7f36_2c02	11266	3034	172	199	27	0	152	127	54	7	4	11	7f36	
ff37_3337	13111	3034	188	218	30	0	115	255	55	8	5	13	ff37	
ff34_4027	16423	3034	215	219	4	0	4	255	52	8	3	11	ff34	
ff57_9a0	2464	674	76	118	42	0	177	255	87	8	5	13	ff57	
fd57_a04	2564	2464	77	100	23	0	95	253	87	7	5	12	fd57	
ff57_e11	3601	2564	89	187	98	0	503	255	87	8	5	13	ff57	
ff47_e0d	3597	2464	89	272	183	0	4317	255	71	8	4	12	ff47	
fd47_150a	5386	3597	108	115	7	0	7	253	71	7	4	11	fd47	
7f47_1b33	6963	3597	129	201	72	0	672	127	71	7	4	11	7f47	
7f4f_1e7e	7806	6963	139	159	20	0	99	127	79	7	5	12	7f4f	
7d47_2dc5	11717	6963	176	256	80	0	529	125	71	6	4	10	7d47	
ff37_a14	2580	674	77	238	161	0	2058	255	55	8	5	13	ff37	
ff36_1418	5144	2580	106	194	88	0	1159	255	54	8	4	12	ff36	
ff32_1aaa	6826	5144	126	278	152	0	5907	255	50	8	3	11	ff32	
ff30_2924	10532	6826	166	231	65	0	619	255	48	8	2	10	ff30	
ff36_2c43	11331	6826	173	181	8	0	8	255	54	8	4	12	ff36	
ff12_330d	13069	6826	187	221	34	0	115	255	18	8	2	10	ff12	
7f32_3752	14162	6826	197	227	30	0	115	127	50	7	3	10	7f32	
7f37_1c84	7300	2580	133	175	42	0	191	127	55	7	5	12	7f37	
ff27_283a	10298	2580	164	213	49	0	334	255	39	8	4	12	ff27	
df77_b4d	2893	674	81	116	35	0	139	223	119	7	6	13	df77	
7f77_be6	3046	674	82	222	140	0	3568	127	119	7	6	13	7f77	
3f77_23f4	9204	3046	154	204	50	0	152	63	119	6	6	12	3f77	
3f73_3881	14465	9204	199	230	31	0	201	63	115	6	5	11	3f73	
7f76_29a9	10665	3046	167	272	105	0	1566	127	118	7	5	12	7f76	
5f76_329a	12954	10665	186	188	2	0	1	95	118	6	5	11	5f76	
5f66_3376	13174	12954	188	227	39	0	143	95	102	6	4	10	5f66	
3f76_3ff6	16374	10665	214	264	50	0	457	63	118	6	5	11	3f76	
bf76_4617	17943	16374	227	233	6	0	6	191	118	7	5	12	bf76	
ff73_d10	3344	674	86	146	60	0	318	255	115	8	5	13	ff73	
ff67_df1	3569	674	88	118	30	0	98	255	103	8	5	13	ff67	
7f67_13a0	5024	3569	104	217	113	0	1711	127	103	7	5	12	7f67	
ff57_e5a	3674	674	90	137	47	0	223	255	87	8	5	13	ff57	
ff17_18d8	6360	3674	121		186	840	108179	255	23	8	4	12	ff17	
7f17_220d	8717	6360	149	242	93	0	1322	127	23	7	4	11	7f17	
3f17_4905	18693	8717	233	300	67	0	1011	63	23	6	4	10	3f17	
3e17_5290	21136	18693	253	289	36	0	273	62	23	5	4	9	3e17	
ff7_2b3c	11068	6360	171	213	42	0	130	255	7	8	3	11	ff7	
fb17_2c44	11332	6360	173	173	0	0	1	251	23	7	4	11	fb17	
7f17_2f8a	12170	6360	180	190	10	0	31	127	23	7	4	11	7f17	
7f15_33ac	13228	12170	189	282	93	0	915	127	21	7	3	10	7f15	
ff13_2fa2	12194	6360	180	182	2	0	3	255	19	8	3	11	ff13	
fd17_32e5	13029	6360	187	188	1	0	1	253	23	7	4	11	fd17	
ff1f_32f0	13040	6360	187	199	12	0	37	255	31	8	5	13	ff1f	
ff57_333c	13116	6360	188	242	54	0	143	255	87	8	5	13	ff57	
7f17_3490	13456	6360	191	250	59	0	445	127	23	7	4	11	7f17	
ff37_35c0	13760	6360	193	248	55	0	288	255	55	8	5	13	ff37	
ff3f_4b2e	19246	13760	237	277	40	0	107	255	63	8	6	14	ff3f	
7f17_36ee	14062	6360	196	205	9	0	8	127	23	7	4	11	7f17	
fd17_3a0e	14862	6360	202	207	5	0	1	253	23	7	4	11	fd17	
ff13_3acb	15051	6360	204		103	7	1008	255	19	8	3	11	ff13	
ff7_3b0f	15119	6360	204	213	9	0	13	255	7	8	3	11	ff7	
7f17_3b22	15138	6360	204	245	41	0	148	127	23	7	4	11	7f17	
df17_3e43	15939	6360	211	212	1	0	1	223	23	7	4	11	df17	
5f17_3ebb	16059	15939	212	299	87	0	1395	95	23	6	4	10	5f17	
1f17_6124	24868	16059	283		24	82	1045	31	23	5	4	9	1f17	
1e17_6ac8	27336	24868	303		4	6	17	30	23	4	4	8	1e17	
1d17_6b3a	27450	24868	304		3	1	6	29	23	4	4	8	1d17	
1717_6c88	27784	24868	307		0	1	1	23	23	4	4	8	1717	
ff57_3ebe	16062	6360	212	236	24	0	48	255	87	8	5	13	ff57	
ff55_410e	16654	16062	217	271	54	0	241	255	85	8	4	12	ff55	
7f17_3ee9	16105	6360	212	240	28	0	152	127	23	7	4	11	7f17	
ff7_3f53	16211	6360	213		94	40	1314	255	7	8	3	11	ff7	
ff37_4018	16408	6360	215	231	16	0	28	255	55	8	5	13	ff37	
ff7_416b	16747	6360	217	274	57	0	419	255	7	8	3	11	ff7	
ff16_4245	16965	6360	219	273	54	0	184	255	22	8	3	11	ff16	
ff16_4408	17416	6360	223		84	54	1969	255	22	8	3	11	ff16	
ff6_65f3	26099	17416	292		15	18	68	255	6	8	2	10	ff6	
7f16_6b54	27476	17416	304		3	2	5	127	22	7	3	10	7f16	
fd16_6c3c	27708	17416	306		1	1	1	253	22	7	3	10	fd16	
ff16_445f	17503	6360	224	307	83	0	382	255	22	8	3	11	ff16	
ff1f_44ec	17644	6360	225	248	23	0	123	255	31	8	5	13	ff1f	
ff37_4674	18036	6360	228	230	2	0	2	255	55	8	5	13	ff37	
ff13_4880	18560	6360	232		75	16	1150	255	19	8	3	11	ff13	
ff13_492b	18731	6360	233	235	2	0	1	255	19	8	3	11	ff13	
ff37_49b4	18868	6360	235	268	33	0	219	255	55	8	5	13	ff37	
7f17_4ccb	19659	6360	241	301	60	0	208	127	23	7	4	11	7f17	
ff37_4d2e	19758	6360	242	251	9	0	19	255	55	8	5	13	ff37	
ff13_4d3d	19773	6360	242		65	30	952	255	19	8	3	11	ff13	
ff15_4e67	20071	6360	244	296	52	0	242	255	21	8	3	11	ff15	
ff37_5144	20804	6360	250	286	36	0	300	255	55	8	5	13	ff37	
ff15_51b2	20914	6360	251		56	53	1023	255	21	8	3	11	ff15	
ff17_5d97	23959	20914	275		32	60	539	255	23	8	4	12	ff17	
ff13_6b98	27544	23959	305		2	1	2	255	19	8	3	11	ff13	
ff16_541a	21530	6360	256	276	20	0	88	255	22	8	3	11	ff16	
ff7_5439	21561	6360	256		51	121	1578	255	7	8	3	11	ff7	
ff3_6940	26944	21561	300		7	3	14	255	3	8	2	10	ff3	
fb17_550d	21773	6360	258	265	7	0	6	251	23	7	4	11	fb17	
ff13_565d	22109	6360	261	302	41	0	198	255	19	8	3	11	ff13	
ff3_5f36	24374	22109	279		28	25	156	255	3	8	2	10	ff3	
ff1f_5db8	23992	6360	276		31	14	162	255	31	8	5	13	ff1f	
bf1f_6c6a	27754	23992	307		0	2	2	191	31	7	5	12	bf1f	
ff15_64ba	25786	6360	290		17	1	52	255	21	8	3	11	ff15	
ff7_64bc	25788	6360	290		17	8	89	255	7	8	3	11	ff7	
ff5_6a9f	27295	25788	303		4	2	4	255	5	8	2	10	ff5	
ff37_693e	26942	6360	300		7	2	9	255	55	8	5	13	ff37	
ff27_6cc1	27841	26942	307		0	1	1	255	39	8	4	12	ff27	
ff7_6967	26983	6360	300		7	2	9	255	7	8	3	11	ff7	
ff13_69bf	27071	6360	301		6	1	11	255	19	8	3	11	ff13	
7f17_69d9	27097	6360	301		6	3	8	127	23	7	4	11	7f17	
ff37_6a23	27171	6360	302		5	2	16	255	55	8	5	13	ff37	
f717_6b0b	27403	6360	304		3	1	3	247	23	7	4	11	f717	
fd17_6c3e	27710	6360	306		1	1	1	253	23	7	4	11	fd17	
ff15_6c4c	27724	6360	306		1	1	1	255	21	8	3	11	ff15	
ff7_6c4e	27726	6360	306		1	1	2	255	7	8	3	11	ff7	
7f17_6c5e	27742	6360	306		1	1	1	127	23	7	4	11	7f17	
ff13_6c9b	27803	6360	307		0	1	1	255	19	8	3	11	ff13	
ff1f_6ccc	27852	6360	307		0	1	1	255	31	8	5	13	ff1f	
7f17_6cd7	27863	6360	307		0	1	1	127	23	7	4	11	7f17	
7f77_f08	3848	674	91		216	8	9673	127	119	7	6	13	7f77	
7f7f_15c7	5575	3848	111	137	26	0	142	127	127	7	7	14	7f7f	
ff77_5d44	23876	3848	275	281	6	0	6	255	119	8	6	14	ff77	
5f77_6a50	27216	3848	302		5	4	10	95	119	6	6	12	5f77	
5f75_6bf3	27635	27216	306		1	2	2	95	117	6	5	11	5f75	
7f77_f43	3907	674	92	118	26	0	152	127	119	7	6	13	7f77	
ef77_fd9	4057	674	94	141	47	0	251	239	119	7	6	13	ef77	
ff57_ffa	4090	674	94	203	109	0	3092	255	87	8	5	13	ff57	
ff55_18a4	6308	4090	120	171	51	0	196	255	85	8	4	12	ff55	
ff67_105c	4188	674	95	155	60	0	531	255	103	8	5	13	ff67	
7f67_1836	6198	4188	119	275	156	0	2509	127	103	7	5	12	7f67	
7f47_33b8	13240	6198	189	215	26	0	110	127	71	7	4	11	7f47	
7f77_37be	14270	6198	198	244	46	0	272	127	119	7	6	13	7f77	
7f67_192b	6443	4188	122	160	38	0	231	127	103	7	5	12	7f67	
ff73_11ae	4526	674	99	158	59	0	459	255	115	8	5	13	ff73	
ff76_11bb	4539	674	99	106	7	0	15	255	118	8	5	13	ff76	
ff75_141d	5149	674	106	119	13	0	33	255	117	8	5	13	ff75	
ff75_174a	5962	674	115	160	45	0	204	255	117	8	5	13	ff75	
7f77_186d	6253	674	119	158	39	0	235	127	119	7	6	13	7f77	
ff37_19cf	6607	674	124	289	165	0	5426	255	55	8	5	13	ff37	
ff33_2dbf	11711	6607	176	215	39	0	168	255	51	8	4	12	ff33	
ff27_3232	12850	6607	185	187	2	0	2	255	39	8	4	12	ff27	
bf37_40ba	16570	6607	216	222	6	0	4	191	55	7	5	12	bf37	
ff33_4227	16935	6607	219	251	32	0	117	255	51	8	4	12	ff33	
ff27_4417	17431	6607	223		84	138	4897	255	39	8	4	12	ff27	
ff7_4efe	20222	17431	246		61	26	1475	255	7	8	3	11	ff7	
bf7_6b3b	27451	20222	304		3	3	3	191	7	7	3	10	bf7	
fff_6c7d	27773	20222	307		0	1	1	255	15	8	4	12	fff	
ff23_4fc9	20425	17431	247	272	25	0	115	255	35	8	3	11	ff23	
7f27_5b79	23417	17431	271		36	2	158	127	39	7	4	11	7f27	
ff2f_5f08	24328	17431	278	288	10	0	5	255	47	8	5	13	ff2f	
f727_6b9d	27549	17431	305		2	2	2	247	39	7	4	11	f727	
ff7f_24f3	9459	674	156	161	5	0	2	255	127	8	7	15	ff7f	
ff73_2542	9538	674	157	161	4	0	4	255	115	8	5	13	ff73	
ff7e_334	820	140	50	97	47	0	185	255	126	8	6	14	ff7e	
7f7f_3c7	967	140	53	135	82	0	680	127	127	7	7	14	7f7f	
ff6f_3f6	1014	140	54	204	150	0	2020	255	111	8	6	14	ff6f	
7f7f_505	1285	140	59	202	143	0	7344	127	127	7	7	14	7f7f	
777f_55e	1374	1285	61	155	94	0	1673	119	127	6	7	13	777f	
677f_fb4	4020	1374	93	118	25	0	129	103	127	5	7	12	677f	
7f7b_1037	4151	1285	95	304	209	0	2755	127	123	7	6	13	7f7b	
7f73_58fb	22779	4151	266	297	31	0	117	127	115	7	5	12	7f73	
777f_13f1	5105	1285	105	139	34	0	145	119	127	6	7	13	777f	
7e7f_17d6	6102	1285	117	220	103	0	1620	126	127	6	7	13	7e7f	
7fff_1b81	7041	1285	130	158	28	0	117	127	255	7	8	15	7fff	
7e7f_1ed1	7889	1285	140	208	68	0	303	126	127	6	7	13	7e7f	
ff7e_524	1316	140	60	92	32	0	117	255	126	8	6	14	ff7e	
ff7d_53e	1342	140	60	96	36	0	99	255	125	8	6	14	ff7d	
7f7f_624	1572	140	64	202	138	0	1957	127	127	7	7	14	7f7f	
ff7e_675	1653	140	65	157	92	0	1498	255	126	8	6	14	ff7e	
7f7e_12da	4826	1653	102	263	161	0	2391	127	126	7	6	13	7f7e	
7f5e_3cfe	15614	4826	208	259	51	0	240	127	94	7	5	12	7f5e	
3f7e_3e01	15873	4826	210		97	49	2706	63	126	6	6	12	3f7e	
377e_464e	17998	15873	228	240	12	0	49	55	126	5	6	11	377e	
377e_51a4	20900	15873	251	286	35	0	209	55	126	5	6	11	377e	
3f7a_5319	21273	15873	254		53	3	318	63	122	6	5	11	3f7a	
3f6e_6b9f	27551	15873	305		2	2	3	63	110	6	5	11	3f6e	
3f7f_6bfd	27645	15873	306		1	1	3	63	127	6	7	13	3f7f	
ef7f_676	1654	140	65	68	3	0	5	239	127	7	7	14	ef7f	
7f7f_681	1665	140	66	223	157	0	9086	127	127	7	7	14	7f7f	
7e7f_f22	3874	1665	92	93	1	0	3	126	127	6	7	13	7e7f	
7f7b_fba	4026	1665	93	121	28	0	68	127	123	7	6	13	7f7b	
7b7f_105b	4187	1665	95	234	139	0	2049	123	127	6	7	13	7b7f	
7b7b_16b2	5810	4187	113	137	24	0	125	123	123	6	6	12	7b7b	
3b7f_21f9	8697	4187	149		158	22	9359	59	127	5	7	12	3b7f	
397f_377f	14207	8697	197		110	1	2146	57	127	4	7	11	397f	
387f_4030	16432	14207	215	268	53	0	318	56	127	3	7	10	387f	
387e_524d	21069	16432	252	275	23	0	59	56	126	3	6	9	387e	
3b5f_3d07	15623	8697	208	209	1	0	1	59	95	5	6	11	3b5f	
3b7e_48ed	18669	8697	233	282	49	0	136	59	126	5	6	11	3b7e	
397f_4b6e	19310	8697	238	279	41	0	139	57	127	4	7	11	397f	
3bff_5565	21861	8697	259	260	1	0	1	59	255	5	8	13	3bff	
337f_6367	25447	8697	287		20	3	48	51	127	4	7	11	337f	
3b7d_6791	26513	8697	296		11	8	42	59	125	5	6	11	3b7d	
7d7f_13dc	5084	1665	105	128	23	0	108	125	127	6	7	13	7d7f	
3f7f_1778	6008	1665	116	165	49	0	419	63	127	6	7	13	3f7f	
ff7f_188d	6285	1665	120	138	18	0	75	255	127	8	7	15	ff7f	
ff6f_1b44	6980	6285	129	179	50	0	303	255	111	8	6	14	ff6f	
7f7b_188e	6286	1665	120	143	23	0	138	127	123	7	6	13	7f7b	
3f7f_27a1	10145	1665	163		144	74	6223	63	127	6	7	13	3f7f	
3f6f_3437	13367	10145	190	253	63	0	386	63	111	6	6	12	3f6f	
3d7f_613b	24891	10145	283	283	0	0	1	61	127	5	7	12	3d7f	
3f6f_6ac1	27329	10145	303		4	4	16	63	111	6	6	12	3f6f	
7f6f_6c5f	27743	27329	306		1	1	1	127	111	7	6	13	7f6f	
7f7f_6bb3	27571	10145	305		2	1	1	127	127	7	7	14	7f7f	
6f7f_2955	10581	1665	167	225	58	0	325	111	127	6	7	13	6f7f	
7f7d_2a31	10801	1665	168	200	32	0	175	127	125	7	6	13	7f7d	
7f7b_2c88	11400	1665	174	178	4	0	5	127	123	7	6	13	7f7b	
ef7f_6c0	1728	140	66	89	23	0	50	239	127	7	7	14	ef7f	
7f7f_6e4	1764	140	67	252	185	0	8157	127	127	7	7	14	7f7f	
777f_f09	3849	1764	91	173	82	0	590	119	127	6	7	13	777f	
777f_1855	6229	1764	119	166	47	0	291	119	127	6	7	13	777f	
7777_1d2a	7466	6229	135	139	4	0	8	119	119	6	6	12	7777	
7f77_3386	13190	1764	188	267	79	0	398	127	119	7	6	13	7f77	
ff5f_724	1828	140	68	94	26	0	134	255	95	8	6	14	ff5f	
ff6f_746	1862	140	68	159	91	0	526	255	111	8	6	14	ff6f	
ff3f_782	1922	140	69	282	213	0	12867	255	63	8	6	14	ff3f	
ff3b_1da0	7584	1922	136	220	84	0	1026	255	59	8	5	13	ff3b	
ff1f_282a	10282	1922	164	188	24	0	105	255	31	8	5	13	ff1f	
fe7f_7be	1982	140	69	104	35	0	306	254	127	7	7	14	fe7f	
ef7f_8c5	2245	140	73	126	53	0	175	239	127	7	7	14	ef7f	
ff5f_91a	2330	140	74	101	27	0	239	255	95	8	6	14	ff5f	
fb7f_92f	2351	140	74	115	41	0	203	251	127	7	7	14	fb7f	
7f7f_a1d	2589	140	77	83	6	0	9	127	127	7	7	14	7f7f	
f77f_a2d	2605	140	77	106	29	0	122	247	127	7	7	14	f77f	
f73f_b72	2930	2605	81	122	41	0	170	247	63	7	6	13	f73f	
7f7f_a2e	2606	140	77	286	209	0	7681	127	127	7	7	14	7f7f	
ff7f_1549	5449	2606	109	153	44	0	152	255	127	8	7	15	ff7f	
7f6f_21da	8666	2606	148	260	112	0	2173	127	111	7	6	13	7f6f	
776f_38e4	14564	8666	200	306	106	0	665	119	111	6	6	12	776f	
7767_5ace	23246	14564	270		37	2	107	119	103	6	5	11	7767	
ff6f_4456	17494	8666	224	269	45	0	151	255	111	8	6	14	ff6f	
3f7f_30a3	12451	2606	182		125	37	2772	63	127	6	7	13	3f7f	
1f7f_3aa8	15016	12451	203	231	28	0	105	31	127	5	7	12	1f7f	
3f6f_3e09	15881	12451	210	255	45	0	182	63	111	6	6	12	3f6f	
3f3f_4af3	19187	12451	237	239	2	0	1	63	63	6	6	12	3f3f	
3f7b_6449	25673	12451	289		18	10	57	63	123	6	6	12	3f7b	
1f7f_6ccd	27853	12451	307		0	1	1	31	127	5	7	12	1f7f	
7e7f_39d5	14805	2606	202	206	4	0	4	126	127	6	7	13	7e7f	
7f3f_51e5	20965	2606	251	253	2	0	2	127	63	7	6	13	7f3f	
7f3b_528e	21134	20965	253		54	5	651	127	59	7	5	12	7f3b	
7f7f_aa9	2729	140	78	241	163	0	5802	127	127	7	7	14	7f7f	
7f6f_e38	3640	2729	89	130	41	0	200	127	111	7	6	13	7f6f	
7f6f_ee9	3817	2729	91	148	57	0	523	127	111	7	6	13	7f6f	
7f7d_1032	4146	2729	95	231	136	0	3094	127	125	7	6	13	7f7d	
7b7f_1d3b	7483	2729	135	178	43	0	143	123	127	6	7	13	7b7f	
7f7d_40d1	16593	2729	216	269	53	0	168	127	125	7	6	13	7f7d	
7f5d_4e8d	20109	16593	245	285	40	0	131	127	93	7	5	12	7f5d	
7f7f_b1e	2846	140	80	275	195	0	4743	127	127	7	7	14	7f7f	
7d7f_2022	8226	2846	144	259	115	0	683	125	127	6	7	13	7d7f	
797f_23ff	9215	8226	154	199	45	0	386	121	127	5	7	12	797f	
7f5f_2564	9572	2846	157	209	52	0	206	127	95	7	6	13	7f5f	
7f1f_2db6	11702	9572	176	226	50	0	252	127	31	7	5	12	7f1f	
7f5f_3ca2	15522	11702	207	213	6	0	8	127	95	7	6	13	7f5f	
7f3f_27ba	10170	2846	163	196	33	0	204	127	63	7	6	13	7f3f	
7f77_2e12	11794	2846	177	202	25	0	181	127	119	7	6	13	7f77	
7f3f_43ee	17390	2846	223	260	37	0	147	127	63	7	6	13	7f3f	
fe7f_b56	2902	140	81	111	30	0	115	254	127	7	7	14	fe7f	
ff3f_c63	3171	140	84		223	18	10069	255	63	8	6	14	ff3f	
ff3b_20d1	8401	3171	146	157	11	0	23	255	59	8	5	13	ff3b	
ff7f_383c	14396	3171	199	204	5	0	2	255	127	8	7	15	ff7f	
ff1f_3b92	15250	3171	205	212	7	0	9	255	31	8	5	13	ff1f	
ff37_42e1	17121	3171	220	234	14	0	42	255	55	8	5	13	ff37	
ff3e_4dcb	19915	3171	243	287	44	0	230	255	62	8	5	13	ff3e	
ff7e_cd2	3282	140	85	118	33	0	156	255	126	8	6	14	ff7e	
7f7f_dcf	3535	140	88	132	44	0	450	127	127	7	7	14	7f7f	
ff77_e93	3731	140	90	143	53	0	260	255	119	8	6	14	ff77	
ff5f_eee	3822	140	91	96	5	0	5	255	95	8	6	14	ff5f	
ff3f_f27	3879	140	92	156	64	0	558	255	63	8	6	14	ff3f	
fd7f_f97	3991	140	93	132	39	0	125	253	127	7	7	14	fd7f	
7f7f_fa8	4008	140	93	177	84	0	576	127	127	7	7	14	7f7f	
7e7f_1295	4757	4008	101	144	43	0	171	126	127	6	7	13	7e7f	
ff5f_fee	4078	140	94	96	2	0	1	255	95	8	6	14	ff5f	
7f7f_10ad	4269	140	96	220	124	0	1610	127	127	7	7	14	7f7f	
7f7b_1d13	7443	4269	135	186	51	0	173	127	123	7	6	13	7f7b	
7f7b_254b	9547	4269	157	280	123	0	1375	127	123	7	6	13	7f7b	
ff3f_11db	4571	140	100	263	163	0	3526	255	63	8	6	14	ff3f	
ff1f_28a4	10404	4571	165	200	35	0	112	255	31	8	5	13	ff1f	
ff3e_3b19	15129	4571	204	264	60	0	375	255	62	8	5	13	ff3e	
ff5f_12b1	4785	140	102	196	94	0	1323	255	95	8	6	14	ff5f	
ff5f_1363	4963	140	104	120	16	0	63	255	95	8	6	14	ff5f	
7f7f_1373	4979	140	104	125	21	0	44	127	127	7	7	14	7f7f	
7f3f_1534	5428	4979	109	257	148	0	4039	127	63	7	6	13	7f3f	
5f3f_203f	8255	5428	144	212	68	0	175	95	63	6	6	12	5f3f	
6f3f_21f5	8693	5428	149	159	10	0	26	111	63	6	6	12	6f3f	
7f3b_26e5	9957	5428	161	288	127	0	1234	127	59	7	5	12	7f3b	
3f3b_5d02	23810	9957	274	299	25	0	106	63	59	6	5	11	3f3b	
5f3f_27ae	10158	5428	163	169	6	0	8	95	63	6	6	12	5f3f	
3f3f_386f	14447	5428	199		108	56	3046	63	63	6	6	12	3f3f	
3f3b_53d3	21459	14447	255	300	45	0	453	63	59	6	5	11	3f3b	
2f3f_60f0	24816	14447	282	291	9	0	29	47	63	5	6	11	2f3f	
3e3f_6a63	27235	14447	302		5	1	8	62	63	5	6	11	3e3f	
ff3f_40e9	16617	5428	216	266	50	0	138	255	63	8	6	14	ff3f	
7f7f_1396	5014	140	104	140	36	0	206	127	127	7	7	14	7f7f	
df7f_1425	5157	140	106	112	6	0	9	223	127	7	7	14	df7f	
ff6f_1461	5217	140	107	167	60	0	452	255	111	8	6	14	ff6f	
ff3f_14f1	5361	140	108	207	99	0	3282	255	63	8	6	14	ff3f	
7f7f_14fa	5370	140	108	119	11	0	14	127	127	7	7	14	7f7f	
ff7e_1533	5427	140	109	173	64	0	380	255	126	8	6	14	ff7e	
fb7f_1769	5993	140	116	127	11	0	14	251	127	7	7	14	fb7f	
ff3f_1962	6498	140	122	123	1	0	1	255	63	8	6	14	ff3f	
7f7f_19ce	6606	140	124	180	56	0	399	127	127	7	7	14	7f7f	
7b7f_25f8	9720	6606	158	192	34	0	210	123	127	6	7	13	7b7f	
ff6f_19ed	6637	140	124	158	34	0	134	255	111	8	6	14	ff6f	
7f7f_2305	8965	140	151	177	26	0	102	127	127	7	7	14	7f7f	
ffbf_93	147	1	29	57	28	0	168	255	191	8	7	15	ffbf	
feff_a3	163	1	30	60	30	0	206	254	255	7	8	15	feff	
efff_a9	169	1	30	106	76	0	446	239	255	7	8	15	efff	
fffd_b0	176	1	31	64	33	0	238	255	253	8	7	15	fffd	
fefd_306	774	176	49	124	75	0	1070	254	253	7	7	14	fefd	
ff7f_b5	181	1	31	135	104	0	2086	255	127	8	7	15	ff7f	
