
EXP:	Thu Dec 27 01:13:49 2018
CO-EVOLUTION [1545869629]
WORLD_SIZE=	200x100
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
280	2810	8689	6724	44	16	9	6	3304	259	1986.78	6515.76	159307	217.01	11.1782	255	0	255	0	255	13.5	5347	14.5	1220	0	0	0	0	0	0	0	0	0	0	2	237	5347	570	568	0	0	0	0	0	0	0	0	0	0	0	5	204	503	1220	33	0	26371
281	2820	8630	6593	43	15	10	6	3325	261	1953.76	6491.14	143313	216.662	10.9841	255	0	255	0	255	13.5	5302	14.5	1251	0	0	0	0	0	0	0	0	0	0	1	224	5302	510	556	0	0	0	0	0	0	0	0	0	0	0	6	239	509	1251	32	0	26434
282	2830	8590	6638	45	14	9	6	3336	263	1952.45	6891.59	194322	216.895	11.0941	255	0	255	0	255	13.5	5380	14.5	1169	0	0	0	0	0	0	0	0	0	0	0	228	5380	528	502	0	0	0	0	0	0	0	0	0	0	0	9	218	533	1169	23	0	26496
283	2840	8617	6651	44	14	9	6	3347	263	1966.77	7050.08	200658	216.655	11.0453	255	0	255	0	255	13.5	5453	14.5	1176	0	0	0	0	0	0	0	0	0	0	0	221	5453	517	460	0	0	0	0	0	0	0	0	0	0	0	10	227	532	1176	21	0	26561
284	2850	8630	6696	47	15	8	5	3364	269	1916.37	6668.29	180814	216.582	10.9607	255	0	255	0	255	13.5	5577	14.5	1123	0	0	0	0	0	0	0	0	0	0	0	215	5577	466	438	0	0	0	0	0	0	0	0	0	0	0	5	263	522	1123	21	0	26627
285	2860	8752	6818	49	15	9	6	3379	275	1890.51	6522.78	175194	216.557	10.8088	255	0	255	0	255	13.5	5638	14.5	1134	0	0	0	0	0	0	0	0	0	0	0	248	5638	467	465	0	0	0	0	0	0	0	0	0	0	0	4	250	529	1134	17	0	26691
286	2870	8776	6862	43	12	9	6	3397	271	1903.37	6262.07	169472	216.737	10.9133	255	0	255	0	255	13.5	5675	14.5	1093	0	0	0	0	0	0	0	0	0	0	0	293	5675	429	465	0	0	0	0	0	0	0	0	0	0	0	2	241	556	1093	22	0	26754
287	2880	8815	6871	45	12	9	6	3410	270	1926.55	6397.22	168317	216.774	10.9728	255	0	255	0	255	13.5	5719	14.5	1088	0	0	0	0	0	0	0	0	0	0	0	280	5719	392	480	0	0	0	0	0	0	0	0	0	0	0	5	267	567	1088	17	0	26818
288	2890	8964	7033	47	13	9	6	3433	279	1874.72	6073.37	168727	216.693	10.8665	255	0	255	0	255	13.5	5915	14.5	1080	0	0	0	0	0	0	0	0	0	0	0	271	5915	375	472	0	0	0	0	0	0	0	0	0	0	0	5	290	531	1080	25	0	26890
289	2900	8902	7015	48	14	9	6	3457	285	1910.11	6147.33	169959	216.792	10.9086	255	0	255	0	255	13.5	5839	14.5	1086	0	0	0	0	0	0	0	0	0	0	0	304	5839	396	475	1	0	0	0	0	0	0	0	0	0	0	7	270	510	1086	14	0	26953
290	2910	9097	7191	49	14	9	6	3470	276	1891.98	6471.72	174872	216.845	11.0184	255	0	255	0	255	13.5	6027	14.5	1093	0	0	0	0	0	0	0	0	0	0	0	308	6027	386	468	2	0	0	0	0	0	0	0	0	0	0	8	257	534	1093	14	0	27022
291	2920	9066	7192	53	17	9	6	3495	281	1926.21	6456.45	176936	216.957	11.005	255	0	255	0	255	13.5	6013	14.5	1082	0	0	0	0	0	0	0	0	0	0	0	329	6013	391	457	2	0	0	0	0	0	0	0	0	0	1	6	249	523	1082	13	0	27085
292	2930	9302	7399	44	16	9	6	3506	272	1899.84	6048.3	164906	216.946	11.1407	255	0	255	0	255	13.5	6242	14.5	1092	0	0	0	0	0	0	0	0	0	0	0	334	6242	405	416	2	0	0	0	0	0	0	0	0	0	1	5	249	541	1092	15	0	27150
293	2940	9334	7443	44	16	8	5	3520	274	1930.39	6001.98	156643	216.989	11.0037	255	0	255	0	255	13.5	6331	14.5	1064	0	0	0	0	0	0	0	0	0	0	0	325	6331	371	415	1	0	0	0	0	0	0	0	0	0	0	4	273	539	1064	11	0	27214
294	2950	9436	7555	42	14	8	5	3535	277	1934.77	6239.88	156017	217.107	11.2516	255	0	255	0	255	13.5	6480	14.5	1060	0	0	0	0	0	0	0	0	0	0	0	327	6480	332	416	0	0	0	0	0	0	0	0	0	0	0	5	252	540	1060	24	0	27281
295	2960	9403	7546	39	13	8	5	3546	273	1954.34	6126.31	151271	217.193	11.2099	255	0	255	0	255	13.5	6487	14.5	1061	0	0	0	0	0	0	0	0	0	0	0	343	6487	327	389	0	0	0	0	0	0	0	0	0	0	0	4	251	524	1061	17	0	27349
296	2970	9492	7571	38	13	8	5	3556	267	1969.81	6157.16	164609	217.259	11.371	255	0	255	0	255	13.5	6504	14.5	1076	0	0	0	0	0	0	0	0	0	0	0	364	6504	310	393	0	0	0	0	0	0	0	0	0	0	0	2	245	589	1076	9	0	27416
297	2980	9272	7365	41	13	8	5	3582	279	1990.86	6180.85	151006	217.167	11.3968	255	0	255	0	255	13.5	6363	14.5	1079	0	0	0	0	0	0	0	0	0	0	0	307	6363	294	401	0	0	0	0	0	0	0	0	0	0	0	1	255	564	1079	8	0	27480
298	2990	9097	7219	40	12	8	5	3597	275	1979.24	6170.73	165691	217.051	11.2677	255	0	255	0	255	13.5	6247	14.5	1031	0	0	0	0	0	0	0	0	0	0	0	306	6247	288	378	0	0	0	0	0	0	0	0	0	0	0	1	237	601	1031	8	0	27545
299	3000	9077	7147	43	12	7	4	3615	274	1964.98	5987.41	157908	217.002	11.0785	255	0	255	0	255	13.5	6250	14.5	1058	0	0	0	0	0	0	0	0	0	0	0	270	6250	280	347	0	0	0	0	0	0	0	0	0	0	0	2	236	621	1058	13	0	27611
300	3010	8782	6784	45	14	6	3	3634	281	2039.96	6257.14	182039	217.176	11.202	255	0	255	0	255	13.5	5959	14.5	1092	0	0	0	0	0	0	0	0	0	0	0	283	5959	240	302	0	0	0	0	0	0	0	0	0	0	0	2	238	653	1092	13	0	27673
301	3020	8790	6869	43	13	6	3	3647	270	2022.63	6362.55	184982	217.005	11.2012	255	0	255	0	255	13.5	6051	14.5	1092	0	0	0	0	0	0	0	0	0	0	0	301	6051	227	290	0	0	0	0	0	0	0	0	0	0	0	2	218	600	1092	9	0	27737
302	3030	8734	6740	43	13	7	4	3665	275	2038.05	6518.04	176897	216.822	11.1444	255	0	255	0	255	13.5	5917	14.5	1118	0	0	0	0	0	0	0	0	0	0	0	330	5917	228	265	0	0	0	0	0	0	0	0	0	0	0	1	240	622	1118	13	0	27802
303	3040	8587	6634	42	13	7	4	3685	276	2030.96	6751.95	178951	216.556	10.8436	255	0	255	0	255	13.5	5812	14.5	1083	0	0	0	0	0	0	0	0	0	0	0	313	5812	223	286	0	0	0	0	0	0	0	0	0	0	0	1	237	623	1083	9	0	27866
304	3050	8669	6661	37	12	7	4	3698	271	2012.67	6666.11	179488	216.49	10.7809	255	0	255	0	255	13.5	5839	14.5	1108	0	0	0	0	0	0	0	0	0	0	0	354	5839	203	265	0	0	0	0	0	0	0	0	0	0	0	1	215	673	1108	11	0	27942
305	3060	8542	6567	39	13	6	4	3714	272	2025.51	6900.02	182596	216.479	10.7758	255	0	255	0	255	13.5	5793	14.5	1092	0	0	0	0	0	0	0	0	0	0	1	322	5793	213	238	0	0	0	0	0	0	0	0	0	0	0	0	191	678	1092	14	0	28004
306	3070	8516	6554	41	12	5	3	3735	279	2018.21	6863.92	182874	216.518	10.8757	255	0	255	0	255	13.5	5823	14.5	1089	0	0	0	0	0	0	0	0	0	0	0	299	5823	204	228	0	0	0	0	0	0	0	0	0	0	0	1	184	668	1089	20	0	28072
307	3080	8586	6650	38	12	6	3	3751	276	2012.42	6845.86	182982	216.56	10.8839	255	0	255	0	255	13.5	5947	14.5	1071	0	0	0	0	0	0	0	0	0	0	0	276	5947	217	210	0	0	0	0	0	0	0	0	0	0	0	1	193	657	1071	14	0	28147
308	3090	8662	6728	35	11	7	4	3766	272	2029.82	7159.19	230407	216.67	10.9736	255	0	255	0	255	13.5	6028	14.5	1094	0	0	0	0	0	0	0	0	0	0	0	294	6028	222	184	0	0	0	0	0	0	0	0	0	0	0	0	198	625	1094	17	0	28211
309	3100	8797	6830	35	12	7	4	3777	271	2004.58	6891.35	148518	216.691	10.9519	255	0	255	0	255	13.5	6135	14.5	1094	0	0	0	0	0	0	0	0	0	0	0	322	6135	201	172	0	0	0	0	0	0	0	0	0	0	0	0	209	646	1094	18	0	28275
310	3110	8811	6882	37	11	6	4	3791	277	1997.86	6934.35	147739	216.616	10.8969	255	0	255	0	255	13.5	6184	14.5	1047	0	0	0	0	0	0	0	0	0	0	0	329	6184	213	156	0	0	0	0	0	0	0	0	0	0	0	1	205	659	1047	17	0	28339
311	3120	8819	6844	36	11	6	4	3799	274	2035.66	6840.36	144837	216.926	11.0193	255	0	255	0	255	13.5	6186	14.5	1099	0	0	0	0	0	0	0	0	0	0	0	314	6186	210	134	0	0	0	0	0	0	0	0	0	0	0	0	189	663	1099	24	0	28406
312	3130	8797	6858	37	11	7	4	3816	277	2037.04	6986.14	151876	216.929	11.3184	255	0	255	0	255	13.5	6183	14.5	1066	0	0	0	0	0	0	0	0	0	0	0	341	6183	210	124	0	0	0	0	0	0	0	0	0	0	0	0	193	653	1066	27	0	28473
313	3140	8722	6801	35	12	6	4	3835	279	2062.85	7154.8	183256	216.948	11.2611	255	0	255	0	255	13.5	6153	14.5	1040	0	0	0	0	0	0	0	0	0	0	0	327	6153	201	120	0	0	0	0	0	0	0	0	0	0	0	0	183	674	1040	24	0	28535
314	3150	8903	7027	36	13	5	3	3853	283	1985.98	7094.37	174980	216.831	11.0542	255	0	255	0	255	13.5	6384	14.5	1006	0	0	0	0	0	0	0	0	0	0	1	326	6384	217	99	0	0	0	0	0	0	0	0	0	0	0	0	199	647	1006	24	0	28598
315	3160	9231	7429	35	13	6	3	3862	277	1955.91	6938.97	175374	216.823	11.0479	255	0	255	0	255	13.5	6739	14.5	950	0	0	0	0	0	0	0	0	0	0	1	351	6739	242	96	0	0	0	0	0	0	0	0	0	0	0	0	210	626	950	16	0	28662
316	3170	9382	7539	36	13	7	4	3875	280	1987.14	6951.68	176295	217.17	11.1608	255	0	255	0	255	13.5	6800	14.5	994	0	0	0	0	0	0	0	0	0	0	1	397	6800	228	113	0	0	0	0	0	0	0	0	0	0	0	1	193	642	994	13	0	28732
317	3180	9344	7445	37	12	7	4	3888	285	2014.2	6837.3	150918	217.25	11.2034	255	0	255	0	255	13.5	6801	14.5	1006	0	0	0	0	0	0	0	0	0	0	2	350	6801	190	102	0	0	0	0	0	0	0	0	0	0	0	2	211	664	1006	16	0	28797
318	3190	9235	7333	36	12	6	3	3900	288	2053.78	6974.27	169390	217.356	11.4231	255	0	255	0	255	13.5	6692	14.5	963	0	0	0	0	0	0	0	0	0	0	1	359	6692	186	95	0	0	0	0	0	0	0	0	0	0	0	2	218	703	963	16	0	28865
319	3200	9091	7170	40	12	5	3	3916	295	2075.85	7506.7	311067	217.249	11.3984	255	0	255	0	255	13.5	6548	14.5	968	0	0	0	0	0	0	0	0	0	0	3	347	6548	180	92	0	0	0	0	0	0	0	0	0	0	0	4	193	738	968	18	0	28931
320	3210	9180	7347	37	11	6	4	3926	293	2052.27	7766.93	316894	217.123	11.2286	255	0	255	0	255	13.5	6683	14.5	935	0	0	0	0	0	0	0	0	0	0	0	373	6683	224	67	0	0	0	0	0	0	0	0	0	0	0	2	179	702	935	15	0	28997
321	3220	9320	7464	38	12	6	4	3943	301	2044.07	7737.53	291995	217.205	11.1737	255	0	255	0	255	13.5	6753	14.5	940	0	0	0	0	0	0	0	0	0	0	0	436	6753	209	66	0	0	0	0	0	0	0	0	0	0	0	1	193	707	940	15	0	29065
322	3230	9237	7345	39	12	6	4	3954	297	2077.9	7593.39	275883	217.195	11.1742	255	0	255	0	255	13.5	6648	14.5	963	0	0	0	0	0	0	0	0	0	0	0	437	6648	219	41	0	0	0	0	0	0	0	0	0	0	0	0	196	714	963	19	0	29133
323	3240	9312	7410	41	12	7	4	3975	304	2061.56	7546.75	274224	217.193	11.3205	255	0	255	0	255	13.5	6698	14.5	966	0	0	0	0	0	0	0	0	0	0	0	465	6698	210	37	0	0	0	0	0	0	0	0	0	0	0	1	217	700	966	18	0	29205
324	3250	9332	7461	38	12	7	4	3987	291	2007.88	6794.61	234602	217.267	11.2421	255	0	255	0	255	13.5	6775	14.5	950	0	0	0	0	0	0	0	0	0	0	0	474	6775	179	33	0	0	0	0	0	0	0	0	0	0	0	0	218	686	950	17	0	29281
325	3260	9367	7416	38	12	7	4	3994	292	2003.2	6922.59	236962	217.167	11.2503	255	0	255	0	255	13.5	6758	14.5	1022	0	0	0	0	0	0	0	0	0	0	0	456	6758	182	20	0	0	0	0	0	0	0	0	0	0	0	0	227	685	1022	17	0	29347
326	3270	9142	7226	40	12	6	3	4008	293	2062.47	6922.64	249076	217.415	11.3916	255	0	255	0	255	13.5	6630	14.5	984	0	0	0	0	0	0	0	0	0	0	0	398	6630	177	21	0	0	0	0	0	0	0	0	0	0	0	2	221	696	984	13	0	29417
327	3280	9104	7301	40	12	5	3	4022	298	2074.24	7139.64	249614	217.403	11.4521	255	0	255	0	255	13.5	6726	14.5	942	0	0	0	0	0	0	0	0	0	0	0	406	6726	151	18	0	0	0	0	0	0	0	0	0	0	0	3	224	623	942	11	0	29497
328	3290	9342	7453	41	12	5	2	4031	291	2004.89	7040.23	254143	217.269	11.3474	255	0	255	0	255	13.5	6898	14.5	992	0	0	0	0	0	0	0	0	0	0	0	411	6898	127	17	0	0	0	0	0	0	0	0	0	0	0	4	245	639	992	9	0	29561
329	3300	9210	7341	37	13	6	3	4041	286	2023.83	7036.57	256209	217.411	11.542	255	0	255	0	255	13.5	6820	14.5	979	0	0	0	0	0	0	0	0	0	0	1	404	6820	105	11	0	0	0	0	0	0	0	0	0	0	0	0	233	651	979	6	0	29627
330	3310	9201	7288	41	13	6	3	4052	288	2025.04	7183.59	245835	217.081	11.3269	255	0	255	0	255	13.5	6747	14.5	1021	0	0	0	0	0	0	0	0	0	0	1	441	6747	93	6	0	0	0	0	0	0	0	0	0	0	0	1	245	640	1021	6	0	29692
331	3320	9143	7280	38	12	6	3	4064	286	1987.46	6839.25	213082	217.136	11.3937	255	0	255	0	255	13.5	6699	14.5	986	0	0	0	0	0	0	0	0	0	0	0	475	6699	102	4	0	0	0	0	0	0	0	0	0	0	0	2	246	619	986	10	0	29757
332	3330	9214	7302	41	12	6	3	4078	296	1969.64	6720.87	213356	216.786	11.0462	255	0	255	0	255	13.5	6682	14.5	990	0	0	0	0	0	0	0	0	0	0	0	506	6682	110	4	0	0	0	0	0	0	0	0	0	0	0	3	237	672	990	10	0	29825
333	3340	9110	7191	39	12	6	3	4093	299	2006.76	6936.15	203339	216.922	10.9781	255	0	255	0	255	13.5	6570	14.5	1001	0	0	0	0	0	0	0	0	0	0	0	494	6570	123	4	0	0	0	0	0	0	0	0	0	0	0	5	233	667	1001	13	0	29903
334	3350	8939	6987	38	12	6	3	4106	298	2063.15	7047.85	211633	217.028	11.1828	255	0	255	0	255	13.5	6366	14.5	998	0	0	0	0	0	0	0	0	0	0	0	500	6366	119	2	0	0	0	0	0	0	0	0	0	0	0	5	237	700	998	12	0	29974
335	3360	8931	6976	40	12	5	3	4120	298	2072.16	7122.21	191767	216.909	11.0267	255	0	255	0	255	13.5	6338	14.5	1009	0	0	0	0	0	0	0	0	0	0	0	523	6338	112	3	0	0	0	0	0	0	0	0	0	0	0	8	223	701	1009	14	0	30044
336	3370	8842	6943	41	12	5	3	4139	302	2110.11	7492.19	220263	217.11	11.2515	255	0	255	0	255	13.5	6352	14.5	989	0	0	0	0	0	0	0	0	0	0	0	482	6352	107	2	0	0	0	0	0	0	0	0	0	0	0	9	228	664	989	9	0	30111
337	3380	8948	7029	44	13	6	3	4162	308	2077.87	7493.02	209056	216.94	11.2222	255	0	255	0	255	13.5	6420	14.5	973	0	0	0	0	0	0	0	0	0	0	0	515	6420	93	1	0	0	0	0	0	0	0	0	0	0	0	15	236	685	973	10	0	30183
338	3390	8962	7030	43	12	6	3	4174	304	2062.21	7738.46	211320	216.835	11.1778	255	0	255	0	255	13.5	6441	14.5	966	0	0	0	0	0	0	0	0	0	0	0	531	6441	58	0	0	0	0	0	0	0	0	0	0	0	0	16	235	704	966	11	0	30252
339	3400	9103	7216	43	12	6	3	4187	306	2055.06	7872.98	226683	216.78	10.995	255	0	255	0	255	13.5	6559	14.5	922	0	0	0	0	0	0	0	0	0	0	0	586	6559	71	0	0	0	0	0	0	0	0	0	0	0	0	15	245	689	922	16	0	30319
340	3410	9145	7217	45	12	7	3	4201	311	2053.73	7839.13	216899	216.706	10.883	255	0	255	0	255	13.5	6559	14.5	952	0	0	0	0	0	0	0	0	0	0	0	594	6559	64	0	0	0	0	0	0	0	0	0	0	0	0	12	232	709	952	23	0	30389
341	3420	9135	7171	47	12	6	3	4215	311	2066.64	8005.1	234681	216.927	11.0232	255	0	255	0	255	13.5	6490	14.5	983	0	0	0	0	0	0	0	0	0	0	0	622	6490	58	1	0	0	0	0	0	0	0	0	0	0	0	13	238	709	983	21	0	30456
342	3430	9013	7062	44	12	7	3	4231	312	2115.94	8249.73	235770	216.911	11.1439	255	0	255	0	255	13.5	6358	14.5	953	0	0	0	0	0	0	0	0	0	0	0	643	6358	59	2	0	0	0	0	0	0	0	0	0	0	0	7	239	727	953	25	0	30530
343	3440	8982	7002	45	12	7	3	4248	313	2112.79	8387.64	238596	216.875	11.0987	255	0	255	0	255	13.5	6340	14.5	987	0	0	0	0	0	0	0	0	0	0	0	599	6340	60	3	0	0	0	0	0	0	0	0	0	0	0	7	224	728	987	34	0	30608
344	3450	8936	7084	45	12	6	3	4267	317	2082.6	7811.59	185627	217.032	11.1707	255	0	255	0	255	13.5	6381	14.5	904	0	0	0	0	0	0	0	0	0	0	0	629	6381	73	1	0	0	0	0	0	0	0	0	0	0	0	6	213	687	904	42	0	30682
345	3460	9028	7104	47	13	7	3	4281	316	2077.65	7851.8	177471	217.122	11.1972	255	0	255	0	255	13.5	6402	14.5	921	0	0	0	0	0	0	0	0	0	0	0	645	6402	56	1	0	0	0	0	0	0	0	0	0	0	0	7	231	727	921	38	0	30749
346	3470	9153	7238	43	13	7	4	4292	311	2069.45	8296.25	281579	217	11.1797	255	0	255	0	255	13.5	6508	14.5	901	0	0	0	0	0	0	0	0	0	0	0	671	6508	57	2	0	0	0	0	0	0	0	0	0	0	0	8	263	706	901	37	0	30815
347	3480	9124	7261	48	14	7	4	4310	317	2080.13	7982.54	269006	217.25	11.3205	255	0	255	0	255	13.5	6547	14.5	874	0	0	0	0	0	0	0	0	0	0	1	645	6547	67	1	0	0	0	0	0	0	0	0	0	0	0	7	245	696	874	41	0	30889
348	3490	9250	7427	40	11	7	4	4328	311	2037.76	7865.84	260539	217.088	11.2959	255	0	255	0	255	13.5	6738	14.5	884	0	0	0	0	0	0	0	0	0	0	0	624	6738	65	0	0	0	0	0	0	0	0	0	0	0	0	4	233	669	884	33	0	30955
349	3500	9468	7576	39	12	6	3	4340	312	2007.4	7842.86	269994	217.172	11.3398	255	0	255	0	255	13.5	6912	14.5	877	0	0	0	0	0	0	0	0	0	0	0	590	6912	74	0	0	0	0	0	0	0	0	0	0	0	0	2	287	693	877	33	0	31023
350	3510	9439	7472	40	11	7	4	4356	320	2015.5	7707.6	272883	217.188	11.2831	255	0	255	0	255	13.5	6773	14.5	928	0	0	0	0	0	0	0	0	0	0	0	635	6773	64	0	0	0	0	0	0	0	0	0	0	0	0	5	288	712	928	34	0	31098
351	3520	9189	7255	41	11	7	4	4369	315	2025.4	8161.69	329634	217.196	11.1964	255	0	255	0	255	13.5	6556	14.5	872	0	0	0	0	0	0	0	0	0	0	0	648	6556	51	0	0	0	0	0	0	0	0	0	0	0	0	3	290	733	872	36	0	31169
352	3530	9141	7273	40	12	7	4	4380	318	1925	7170.77	298736	217.072	11.2571	255	0	255	0	255	13.5	6591	14.5	865	0	0	0	0	0	0	0	0	0	0	0	641	6591	41	0	0	0	0	0	0	0	0	0	0	0	0	3	272	689	865	39	0	31240
353	3540	9188	7277	41	12	7	4	4389	317	1908.18	7352.2	342151	216.983	11.2033	255	0	255	0	255	13.5	6566	14.5	829	0	0	0	0	0	0	0	0	0	0	0	667	6566	44	0	0	0	0	0	0	0	0	0	0	0	0	0	289	753	829	40	0	31306
354	3550	9074	7097	41	11	7	4	4400	316	1895.16	7102.41	324877	216.928	11.135	255	0	255	0	255	13.5	6390	14.5	844	0	0	0	0	0	0	0	0	0	0	0	657	6390	50	0	0	0	0	0	0	0	0	0	0	0	0	1	308	784	844	40	0	31373
355	3560	8838	6882	42	12	7	4	4416	318	1909.79	7279.54	344218	216.701	10.943	255	0	255	0	255	13.5	6185	14.5	836	0	0	0	0	0	0	0	0	0	0	0	642	6185	55	0	0	0	0	0	0	0	0	0	0	0	0	0	295	790	836	35	0	31450
356	3570	8828	6862	44	12	6	3	4427	321	1901.39	7326.3	328208	216.684	10.7765	255	0	255	0	255	13.5	6144	14.5	834	0	0	0	0	0	0	0	0	0	0	0	651	6144	67	0	0	0	0	0	0	0	0	0	0	0	0	2	301	798	834	31	0	31516
357	3580	8802	6822	44	12	7	4	4441	320	1927.85	7662.49	350457	216.813	11.0258	255	0	255	0	255	13.5	6140	13.5	845	0	0	0	0	0	0	0	0	0	0	0	622	6140	60	0	0	0	0	0	0	0	0	0	0	0	0	2	283	845	824	26	0	31593
358	3590	8877	6879	42	12	8	4	4451	318	1901.09	7642.4	353349	216.667	10.9673	255	0	255	0	255	13.5	6174	13.5	853	0	0	0	0	0	0	0	0	0	0	0	632	6174	73	0	0	0	0	0	0	0	0	0	0	0	0	0	288	853	837	20	0	31658
359	3600	8732	6814	41	12	8	4	4464	317	1933.3	7749.07	337213	216.695	10.9816	255	0	255	0	255	13.5	6081	13.5	821	0	0	0	0	0	0	0	0	0	0	0	661	6081	72	0	0	0	0	0	0	0	0	0	0	0	0	1	285	821	789	22	0	31726
360	3610	8819	6891	41	12	8	4	4479	323	1917.3	7632.37	338513	216.588	10.8476	255	0	255	0	255	13.5	6105	13.5	813	0	0	0	0	0	0	0	0	0	0	0	702	6105	84	0	0	0	0	0	0	0	0	0	0	0	0	0	312	813	783	20	0	31791
361	3620	8814	6870	42	12	8	4	4496	323	1923.67	7653.19	367928	216.601	10.8577	255	0	255	0	255	13.5	6110	13.5	819	0	0	0	0	0	0	0	0	0	0	0	682	6110	78	0	0	0	0	0	0	0	0	0	0	0	0	3	347	819	754	21	0	31864
362	3630	8974	7124	40	11	7	4	4507	323	1896.72	7429.06	368549	216.825	10.9315	255	0	255	0	255	13.5	6389	13.5	770	0	0	0	0	0	0	0	0	0	0	0	665	6389	70	0	0	0	0	0	0	0	0	0	0	0	0	5	338	770	720	17	0	31929
363	3640	9127	7193	39	10	8	4	4522	327	1881.05	7004.54	351189	217.04	11.1044	255	0	255	0	255	13.5	6465	13.5	802	0	0	0	0	0	0	0	0	0	0	0	678	6465	50	0	0	0	0	0	0	0	0	0	0	0	0	3	378	802	739	12	0	32004
364	3650	9178	7236	41	10	9	4	4537	325	1865.07	7115.37	351339	216.902	11.0191	255	0	255	0	255	13.5	6487	14.5	794	0	0	0	0	0	0	0	0	0	0	0	690	6487	59	0	0	0	0	0	0	0	0	0	0	0	0	2	364	774	794	8	0	32072
365	3660	9243	7372	39	12	8	4	4547	326	1878.79	7038.26	360090	217.041	11.0592	255	0	255	0	255	13.5	6607	13.5	758	0	0	0	0	0	0	0	0	0	0	1	714	6607	50	0	0	0	0	0	0	0	0	0	0	0	0	5	352	758	750	6	0	32138
366	3670	9266	7385	38	10	7	3	4562	323	1887.47	6691.82	363383	217.23	11.2254	255	0	255	0	255	13.5	6623	14.5	784	0	0	0	0	0	0	0	0	0	0	0	692	6623	70	0	0	0	0	0	0	0	0	0	0	0	0	6	361	724	784	6	0	32208
367	3680	9151	7249	38	10	8	3	4579	330	1905.12	6989.09	389825	217.025	11.3007	255	0	255	0	255	13.5	6539	14.5	792	0	0	0	0	0	0	0	0	0	0	0	650	6539	60	0	0	0	0	0	0	0	0	0	0	0	0	3	366	734	792	7	0	32281
368	3690	9288	7378	38	11	7	3	4593	328	1897.93	6930.76	358222	216.864	11.112	255	0	255	0	255	13.5	6623	14.5	795	0	0	0	0	0	0	0	0	0	0	0	688	6623	67	0	0	0	0	0	0	0	0	0	0	0	0	2	375	731	795	7	0	32354
369	3700	9320	7431	42	11	7	3	4611	337	1886.16	6882.22	361468	217.077	11.1193	255	0	255	0	255	13.5	6646	14.5	777	0	0	0	0	0	0	0	0	0	0	0	733	6646	52	0	0	0	0	0	0	0	0	0	0	0	0	5	365	741	777	1	0	32420
370	3710	9381	7546	44	13	7	3	4633	340	1886.02	6816.33	362677	217.085	11.1692	255	0	255	0	255	13.5	6728	14.5	741	0	0	0	0	0	0	0	0	0	0	3	775	6728	40	0	0	0	0	0	0	0	0	0	0	0	0	2	376	715	741	1	0	32486
371	3720	9378	7407	43	12	7	3	4648	339	1865.32	5900.08	164084	216.979	11.1636	255	0	255	0	255	13.5	6612	14.5	800	0	0	0	0	0	0	0	0	0	0	3	760	6612	32	0	0	0	0	0	0	0	0	0	0	0	0	4	391	772	800	4	0	32556
372	3730	9033	7103	43	12	6	3	4668	346	1912.97	6056.3	155776	217.128	11.2532	255	0	255	0	255	13.5	6385	13.5	800	0	0	0	0	0	0	0	0	0	0	3	681	6385	34	0	0	0	0	0	0	0	0	0	0	0	0	5	377	800	745	3	0	32623
373	3740	9064	7150	41	12	6	3	4681	343	1874.88	6108.14	156068	216.862	11.0946	255	0	255	0	255	13.5	6405	13.5	846	0	0	0	0	0	0	0	0	0	0	3	702	6405	40	0	0	0	0	0	0	0	0	0	0	0	0	2	357	846	706	3	0	32694
