
EXP:	Thu Dec 27 01:13:49 2018
CO-EVOLUTION [1545869629]
WORLD_SIZE=	200x100
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
719	7200	9539	7623	48	13	10	6	9955	521	1369.61	3106.78	92884	217.09	11.0927	255	0	255	0	255	12.5	6007	11.5	1009	0	0	0	0	0	0	0	0	0	0	1464	6007	147	5	0	0	0	0	0	0	0	0	0	0	0	82	1009	804	21	0	0	0	59178
720	7210	9554	7681	48	14	10	6	9971	523	1384.45	3138.2	89497	217.061	11.2028	255	0	255	0	255	12.5	6097	11.5	1000	0	0	0	0	0	0	0	0	0	1	1441	6097	137	5	0	0	0	0	0	0	0	0	0	0	0	94	1000	754	25	0	0	0	59249
721	7220	9379	7444	46	12	10	6	9983	520	1402.79	3223	90727	217.015	11.1746	255	0	255	0	255	12.5	5880	11.5	1042	0	0	0	0	0	0	0	0	0	0	1417	5880	147	0	0	0	0	0	0	0	0	0	0	0	0	89	1042	770	34	0	0	0	59326
722	7230	9416	7477	46	13	9	5	9999	520	1395.51	3412.73	114011	216.779	11.051	255	0	255	0	255	12.5	5943	11.5	1052	0	0	0	0	0	0	0	0	0	0	1410	5943	124	0	0	0	0	0	0	0	0	0	0	0	0	95	1052	764	28	0	0	0	59401
723	7240	9403	7459	46	14	9	5	10013	515	1389.6	3540.14	121958	216.749	10.9652	255	0	255	0	255	12.5	5946	11.5	1050	0	0	0	0	0	0	0	0	0	1	1391	5946	121	0	0	0	0	0	0	0	0	0	0	0	0	97	1050	766	31	0	0	0	59475
724	7250	9266	7277	47	14	10	6	10031	513	1404.14	3586.8	112136	216.771	11.0999	255	0	255	0	255	12.5	5733	11.5	1033	0	0	0	0	0	0	0	0	0	3	1393	5733	148	0	0	0	0	0	0	0	0	0	0	0	0	102	1033	824	30	0	0	0	59552
725	7260	9113	7145	48	14	9	5	10044	514	1391.76	3558.8	114645	216.742	10.9021	255	0	255	0	255	12.5	5539	11.5	1040	0	0	0	0	0	0	0	0	0	9	1472	5539	125	0	0	0	0	0	0	0	0	0	0	0	0	103	1040	799	26	0	0	0	59628
726	7270	9264	7317	47	15	9	5	10058	518	1394.27	3737.57	145204	216.806	11.0076	255	0	255	0	255	12.5	5745	11.5	1064	0	0	0	0	0	0	0	0	0	13	1442	5745	117	0	0	0	0	0	0	0	0	0	0	0	0	96	1064	754	33	0	0	0	59701
727	7280	9177	7269	52	15	9	5	10076	521	1416.82	3936.19	156747	217.032	11.1693	255	0	255	0	255	12.5	5648	11.5	1004	0	0	0	0	0	0	0	0	0	20	1476	5648	125	0	0	0	0	0	0	0	0	0	0	0	0	112	1004	770	22	0	0	0	59774
728	7290	9293	7417	47	14	9	5	10090	515	1389.32	3827.04	161131	216.954	11.3217	255	0	255	0	255	12.5	5781	11.5	1031	0	0	0	0	0	0	0	0	0	21	1485	5781	130	0	0	0	0	0	0	0	0	0	0	0	0	87	1031	740	18	0	0	0	59845
729	7300	9400	7539	45	15	9	5	10106	514	1381.14	3880.07	166396	216.827	11.078	255	0	255	0	255	12.5	5886	11.5	1015	0	0	0	0	0	0	0	0	0	12	1500	5886	141	0	0	0	0	0	0	0	0	0	0	0	0	95	1015	735	16	0	0	0	59919
730	7310	9553	7709	47	14	9	5	10121	517	1409.84	3825.63	151384	217.054	11.084	255	0	255	0	255	12.5	5995	11.5	1045	0	0	0	0	0	0	0	0	0	16	1537	5995	161	0	0	0	0	0	0	0	0	0	0	0	0	72	1045	711	16	0	0	0	59992
731	7320	9782	7929	46	15	9	5	10140	520	1408.03	3534.84	145293	217.136	11.1883	255	0	255	0	255	12.5	6181	11.5	1034	0	0	0	0	0	0	0	0	0	19	1580	6181	149	0	0	0	0	0	0	0	0	0	0	0	0	80	1034	721	18	0	0	0	60069
732	7330	9866	8031	47	14	10	6	10154	519	1392.53	3437.37	199283	217.344	11.3578	255	0	255	0	255	12.5	6216	11.5	1018	0	0	0	0	0	0	0	0	0	18	1635	6216	162	0	0	0	0	0	0	0	0	0	0	0	0	68	1018	730	19	0	0	0	60147
733	7340	10005	8197	42	13	8	4	10166	510	1397.17	3475.46	210424	217.315	11.3208	255	0	255	0	255	12.5	6351	11.5	967	0	0	0	0	0	0	0	0	0	27	1657	6351	162	0	0	0	0	0	0	0	0	0	0	0	0	61	967	766	14	0	0	0	60227
734	7350	9998	8138	42	14	8	4	10177	509	1425.98	3438.19	211500	217.532	11.4333	255	0	255	0	255	12.5	6256	11.5	1063	0	0	0	0	0	0	0	0	0	25	1716	6256	141	0	0	0	0	0	0	0	0	0	0	0	0	61	1063	724	12	0	0	0	60300
735	7360	9804	7947	44	14	8	4	10190	512	1454.97	3497.19	201362	217.448	11.4464	255	0	255	0	255	12.5	6050	11.5	1077	0	0	0	0	0	0	0	0	0	33	1732	6050	132	0	0	0	0	0	0	0	0	0	0	0	0	63	1077	705	12	0	0	0	60377
736	7370	9683	7845	40	13	8	4	10201	509	1452.41	3856.31	250268	217.26	11.3753	255	0	255	0	255	12.5	6018	11.5	1073	0	0	0	0	0	0	0	0	0	30	1681	6018	116	0	0	0	0	0	0	0	0	0	0	0	0	51	1073	697	17	0	0	0	60451
737	7380	9627	7732	47	15	8	4	10223	520	1435.7	3998.79	251529	217.084	11.3459	255	0	255	0	255	12.5	5907	11.5	1055	0	0	0	0	0	0	0	0	0	29	1666	5907	130	0	0	0	0	0	0	0	0	0	0	0	0	48	1055	769	23	0	0	0	60525
738	7390	9695	7760	44	15	8	4	10243	521	1397.72	3063.7	95296	216.892	11.0887	255	0	255	0	255	12.5	5896	11.5	1081	0	0	0	0	0	0	0	0	0	34	1716	5896	114	0	0	0	0	0	0	0	0	0	0	0	0	46	1081	782	26	0	0	0	60603
739	7400	9629	7789	46	13	9	5	10258	518	1405.38	3275.72	113170	217.051	11.1325	255	0	255	0	255	12.5	5924	11.5	1013	0	0	0	0	0	0	0	0	0	36	1713	5924	116	0	0	0	0	0	0	0	0	0	0	0	0	52	1013	741	34	0	0	0	60675
740	7410	9662	7771	45	12	8	4	10276	522	1420.91	3662.32	190308	217.075	11.1913	255	0	255	0	255	12.5	5902	11.5	1091	0	0	0	0	0	0	0	0	0	28	1704	5902	137	0	0	0	0	0	0	0	0	0	0	0	0	62	1091	704	34	0	0	0	60750
741	7420	9586	7635	48	15	9	5	10295	526	1425.69	3678.25	183587	217.053	11.2145	255	0	255	0	255	12.5	5826	11.5	1121	0	0	0	0	0	0	0	0	0	22	1639	5826	148	0	0	0	0	0	0	0	0	0	0	0	0	65	1121	734	31	0	0	0	60832
742	7430	9476	7507	44	14	9	5	10312	521	1423.06	3642.76	175550	216.898	11.1542	255	0	255	0	255	12.5	5725	11.5	1135	0	0	0	0	0	0	0	0	0	18	1636	5725	128	0	0	0	0	0	0	0	0	0	0	0	0	65	1135	736	33	0	0	0	60903
743	7440	9431	7515	50	15	9	5	10337	527	1412.94	3624.16	180871	216.797	11.1056	255	0	255	0	255	12.5	5776	11.5	1087	0	0	0	0	0	0	0	0	0	24	1606	5776	109	0	0	0	0	0	0	0	0	0	0	0	0	77	1087	715	37	0	0	0	60977
744	7450	9606	7712	51	15	9	5	10351	531	1412.09	3647.12	165376	216.88	11.0406	255	0	255	0	255	12.5	5885	11.5	1063	0	0	0	0	0	0	0	0	0	21	1699	5885	107	0	0	0	0	0	0	0	0	0	0	0	0	86	1063	711	34	0	0	0	61048
745	7460	9700	7805	53	15	9	5	10367	536	1425.16	3556.04	158423	217.04	11.1674	255	0	255	0	255	12.5	5953	11.5	1027	0	0	0	0	0	0	0	0	0	21	1721	5953	110	0	0	0	0	0	0	0	0	0	0	0	1	107	1027	730	30	0	0	0	61123
746	7470	9617	7771	56	15	9	5	10388	541	1455.61	3682.07	152101	217.137	11.2353	255	0	255	0	255	12.5	5897	11.5	929	0	0	0	0	0	0	0	0	0	12	1739	5897	123	0	0	0	0	0	0	0	0	0	0	0	4	113	929	764	36	0	0	0	61197
747	7480	9622	7785	53	16	9	5	10405	538	1479.56	3771	154805	217.33	11.5239	255	0	255	0	255	12.5	5925	11.5	924	0	0	0	0	0	0	0	0	0	11	1736	5925	113	0	0	0	0	0	0	0	0	0	0	0	4	117	924	746	46	0	0	0	61271
748	7490	9650	7774	50	14	9	5	10420	534	1472.47	3842.11	147846	217.216	11.566	255	0	255	0	255	12.5	5816	11.5	977	0	0	0	0	0	0	0	0	0	11	1846	5816	101	0	0	0	0	0	0	0	0	0	0	0	3	113	977	745	38	0	0	0	61344
749	7500	9524	7588	51	16	9	5	10437	538	1453.78	3630.07	142456	217.191	11.2785	255	0	255	0	255	12.5	5656	11.5	1004	0	0	0	0	0	0	0	0	0	14	1811	5656	107	0	0	0	0	0	0	0	0	0	0	0	8	121	1004	756	47	0	0	0	61418
750	7510	9583	7659	57	16	9	5	10455	544	1439.5	3589.91	133489	217.201	11.2983	255	0	255	0	255	12.5	5772	11.5	996	0	0	0	0	0	0	0	0	0	12	1749	5772	126	0	0	0	0	0	0	0	0	0	0	0	6	107	996	783	31	1	0	0	61491
751	7520	9521	7642	53	15	9	5	10468	541	1444.81	3624.03	129343	217.281	11.381	255	0	255	0	255	12.5	5742	11.5	984	0	0	0	0	0	0	0	0	0	14	1762	5742	124	0	0	0	0	0	0	0	0	0	0	0	4	97	984	756	38	0	0	0	61569
752	7530	9684	7782	54	15	9	5	10481	544	1412.4	3560.49	128471	216.968	11.2064	255	0	255	0	255	12.5	5899	11.5	1001	0	0	0	0	0	0	0	0	0	17	1739	5899	127	0	0	0	0	0	0	0	0	0	0	0	9	107	1001	743	42	0	0	0	61645
753	7540	9681	7762	60	16	10	6	10497	551	1418.53	3559.62	128888	217.075	11.076	255	0	255	0	255	12.5	5895	11.5	1026	0	0	0	0	0	0	0	0	0	18	1702	5895	147	0	0	0	0	0	0	0	0	0	0	0	8	120	1026	712	53	0	0	0	61717
754	7550	9677	7774	60	16	10	6	10513	555	1447.41	3703.92	144264	217.239	11.2426	255	0	255	0	255	12.5	5879	11.5	1057	0	0	0	0	0	0	0	0	0	28	1730	5879	137	0	0	0	0	0	0	0	0	0	0	0	11	118	1057	666	51	0	0	0	61791
755	7560	9641	7775	56	16	10	6	10527	553	1457.01	3761.61	138366	217.158	11.3413	255	0	255	0	255	12.5	5826	11.5	1007	0	0	0	0	0	0	0	0	0	29	1792	5826	128	0	0	0	0	0	0	0	0	0	0	0	11	129	1007	675	44	0	0	0	61867
756	7570	9600	7690	58	14	9	5	10546	557	1452.52	3855.35	140179	217.3	11.3517	255	0	255	0	255	12.5	5737	11.5	1048	0	0	0	0	0	0	0	0	0	30	1794	5737	129	0	0	0	0	0	0	0	0	0	0	0	13	126	1048	688	35	0	0	0	61941
757	7580	9494	7581	58	15	9	5	10565	559	1407.56	3241.8	95760	217.134	11.4281	255	0	255	0	255	12.5	5607	11.5	1084	0	0	0	0	0	0	0	0	0	24	1840	5607	110	0	0	0	0	0	0	0	0	0	0	0	9	148	1084	649	23	0	0	0	62016
758	7590	9448	7515	60	16	9	5	10584	559	1375.02	2959.27	80561	216.981	11.1754	255	0	255	0	255	12.5	5474	11.5	1089	0	0	0	0	0	0	0	0	0	21	1903	5474	117	0	0	0	0	0	0	0	0	0	0	0	12	155	1089	657	20	0	0	0	62092
759	7600	9344	7414	52	14	9	5	10593	548	1373.27	3009.18	81335	216.908	11.0594	255	0	255	0	255	12.5	5375	11.5	1106	0	0	0	0	0	0	0	0	0	37	1904	5375	98	0	0	0	0	0	0	0	0	0	0	0	6	184	1106	616	18	0	0	0	62171
760	7610	9347	7410	52	15	9	5	10606	550	1356.01	3007.15	70751	216.772	10.9533	255	0	255	0	255	12.5	5404	11.5	1138	0	0	0	0	0	0	0	0	0	29	1876	5404	101	0	0	0	0	0	0	0	0	0	0	0	11	173	1138	592	23	0	0	0	62244
761	7620	9498	7553	55	16	9	5	10623	556	1342.28	2901.1	81896	216.711	11.0188	255	0	255	0	255	12.5	5588	11.5	1138	0	0	0	0	0	0	0	0	0	25	1836	5588	104	0	0	0	0	0	0	0	0	0	0	0	11	199	1138	576	21	0	0	0	62318
762	7630	9468	7550	52	14	9	5	10642	555	1356.93	2834.49	71801	216.81	10.8957	255	0	255	0	255	12.5	5600	11.5	1145	0	0	0	0	0	0	0	0	0	22	1825	5600	103	0	0	0	0	0	0	0	0	0	0	0	10	184	1145	568	11	0	0	0	62392
763	7640	9368	7416	56	14	9	5	10661	554	1361.8	2828.51	71783	216.813	11.0581	255	0	255	0	255	12.5	5422	11.5	1165	0	0	0	0	0	0	0	0	0	11	1867	5422	116	0	0	0	0	0	0	0	0	0	0	0	12	197	1165	561	17	0	0	0	62476
764	7650	9454	7516	58	14	9	5	10677	552	1338.92	2781.86	70019	216.666	10.858	255	0	255	0	255	12.5	5513	11.5	1137	0	0	0	0	0	0	0	0	0	9	1871	5513	123	0	0	0	0	0	0	0	0	0	0	0	17	212	1137	557	15	0	0	0	62559
765	7660	9427	7570	56	17	9	5	10690	550	1356.34	2790.33	71936	216.817	10.9027	255	0	255	0	255	12.5	5477	11.5	1114	0	0	0	0	0	0	0	0	0	14	1943	5477	136	0	0	0	0	0	0	0	0	0	0	0	22	208	1114	503	10	0	0	0	62640
766	7670	9607	7748	53	16	9	5	10706	552	1364.56	2713.46	69876	217.078	11.0994	255	0	255	0	255	12.5	5644	11.5	1077	0	0	0	0	0	0	0	0	0	14	1948	5644	142	0	0	0	0	0	0	0	0	0	0	0	19	238	1077	515	10	0	0	0	62715
767	7680	9725	7821	54	16	9	5	10724	551	1370.79	2758.52	75686	217.145	11.2308	255	0	255	0	255	12.5	5667	11.5	1081	0	0	0	0	0	0	0	0	0	13	2015	5667	125	1	0	0	0	0	0	0	0	0	0	0	14	257	1081	545	7	0	0	0	62797
768	7690	9563	7607	54	17	9	5	10739	549	1385.9	2888.25	85063	217.098	11.2157	255	0	255	0	255	12.5	5452	11.5	1143	0	0	0	0	0	0	0	0	0	15	2015	5452	122	3	0	0	0	0	0	0	0	0	0	0	11	239	1143	553	10	0	0	0	62886
769	7700	9230	7357	56	20	9	5	10755	552	1397.35	3096.07	112944	217.038	11.1572	255	0	255	0	255	12.5	5182	11.5	1120	0	0	0	0	0	0	0	0	0	10	2034	5182	127	4	0	0	0	0	0	0	0	0	0	0	11	229	1120	498	15	0	0	0	62984
770	7710	9277	7384	56	20	9	5	10767	550	1371.6	3038.35	102884	216.951	11.2383	255	0	255	0	255	12.5	5197	11.5	1114	0	0	0	0	0	0	0	0	0	10	2058	5197	114	5	0	0	0	0	0	0	0	0	0	0	11	267	1114	490	11	0	0	0	63082
771	7720	9357	7429	53	17	9	5	10783	547	1340.01	2907.63	102879	216.834	11.1173	255	0	255	0	255	12.5	5201	11.5	1154	0	0	0	0	0	0	0	0	0	11	2091	5201	123	3	0	0	0	0	0	0	0	0	0	0	11	258	1154	497	8	0	0	0	63168
772	7730	9407	7472	50	17	9	5	10795	541	1329.43	2914.65	103956	216.758	11.072	255	0	255	0	255	12.5	5113	11.5	1122	0	0	0	0	0	0	0	0	0	18	2194	5113	142	5	0	0	0	0	0	0	0	0	0	0	12	268	1122	522	11	0	0	0	63261
773	7740	9458	7536	54	17	9	5	10812	549	1342.23	2837.23	94817	216.832	11.0462	255	0	255	0	255	12.5	5158	11.5	1128	0	0	0	0	0	0	0	0	0	22	2197	5158	154	5	0	0	0	0	0	0	0	0	0	0	10	260	1128	514	10	0	0	0	63358
774	7750	9484	7544	53	16	9	5	10827	547	1352.07	2809.1	100483	216.968	11.1001	255	0	255	0	255	12.5	5263	11.5	1153	0	0	0	0	0	0	0	0	0	14	2100	5263	164	3	0	0	0	0	0	0	0	0	0	0	11	224	1153	546	6	0	0	0	63459
775	7760	9532	7696	52	15	9	5	10842	546	1370.72	2891.22	100920	217.119	11.1752	255	0	255	0	255	12.5	5314	11.5	1121	0	0	0	0	0	0	0	0	0	11	2186	5314	180	5	0	0	0	0	0	0	0	0	0	0	7	187	1121	515	6	0	0	0	63559
776	7770	9751	7844	57	17	9	5	10861	557	1367.87	2934.25	107106	217.121	11.2573	255	0	255	0	255	12.5	5384	11.5	1122	0	0	0	0	0	0	0	0	0	14	2269	5384	170	7	0	0	0	0	0	0	0	0	0	0	5	217	1122	559	4	0	0	0	63661
777	7780	9537	7611	52	15	9	5	10876	554	1400.51	2967.85	107951	217.279	11.277	255	0	255	0	255	12.5	5195	11.5	1121	0	0	0	0	0	0	0	0	0	13	2226	5195	176	1	0	0	0	0	0	0	0	0	0	0	1	229	1121	572	3	0	0	0	63733
778	7790	9494	7614	46	13	9	5	10889	545	1407.93	3069.29	105409	217.216	11.3417	255	0	255	0	255	12.5	5223	11.5	1098	0	0	0	0	0	0	0	0	0	12	2211	5223	168	0	0	0	0	0	0	0	0	0	0	0	4	227	1098	548	3	0	0	0	63812
779	7800	9574	7708	44	13	9	5	10906	551	1392.13	3031.08	107757	217.096	11.2223	255	0	255	0	255	12.5	5413	11.5	1089	0	0	0	0	0	0	0	0	0	10	2125	5413	160	0	0	0	0	0	0	0	0	0	0	0	2	230	1089	544	1	0	0	0	63888
780	7810	9679	7752	46	13	9	5	10930	557	1394.24	2980.82	93076	217.069	11.2542	255	0	255	0	255	12.5	5504	11.5	1122	0	0	0	0	0	0	0	0	0	14	2072	5504	162	0	0	0	0	0	0	0	0	0	0	0	2	216	1122	584	3	0	0	0	63964
781	7820	9478	7480	47	15	9	5	10949	557	1417.02	3023.08	96013	217.21	11.3029	255	0	255	0	255	12.5	5371	11.5	1173	0	0	0	0	0	0	0	0	0	17	1944	5371	148	0	0	0	0	0	0	0	0	0	0	0	2	229	1173	591	3	0	0	0	64039
782	7830	9143	7130	48	16	9	5	10962	554	1420.16	3097.69	106029	216.974	11.2187	255	0	255	0	255	12.5	5084	11.5	1161	0	0	0	0	0	0	0	0	0	19	1895	5084	132	0	0	0	0	0	0	0	0	0	0	0	4	209	1161	639	0	0	0	0	64115
783	7840	9066	7117	47	17	9	5	10974	554	1365.44	3220.35	118452	216.533	10.9589	255	0	255	0	255	12.5	5006	11.5	1144	0	0	0	0	0	0	0	0	0	20	1962	5006	129	0	0	0	0	0	0	0	0	0	0	0	4	191	1144	610	0	0	0	0	64192
784	7850	9258	7281	44	16	9	5	10986	551	1361.47	3387.45	151555	216.585	10.8298	255	0	255	0	255	12.5	5096	11.5	1141	0	0	0	0	0	0	0	0	0	16	2043	5096	126	0	0	0	0	0	0	0	0	0	0	0	4	211	1141	621	0	0	0	0	64265
785	7860	9325	7344	46	16	9	5	11006	559	1361.78	3378.99	160356	216.716	10.8067	255	0	255	0	255	12.5	5193	11.5	1148	0	0	0	0	0	0	0	0	0	13	2017	5193	121	0	0	0	0	0	0	0	0	0	0	0	4	208	1148	620	1	0	0	0	64339
786	7870	9397	7472	45	15	9	5	11018	562	1370.15	3304.06	161581	216.916	11.1059	255	0	255	0	255	12.5	5319	11.5	1109	0	0	0	0	0	0	0	0	0	10	2030	5319	113	0	0	0	0	0	0	0	0	0	0	0	3	217	1109	594	2	0	0	0	64415
787	7880	9379	7451	46	14	9	5	11039	558	1375.71	3383.58	156568	216.885	11.1375	255	0	255	0	255	12.5	5268	11.5	1112	0	0	0	0	0	0	0	0	0	5	2070	5268	108	0	0	0	0	0	0	0	0	0	0	0	5	215	1112	591	5	0	0	0	64493
788	7890	9604	7638	47	13	9	5	11055	556	1371.01	3407.76	158596	216.789	11.0534	255	0	255	0	255	12.5	5425	11.5	1091	0	0	0	0	0	0	0	0	0	4	2105	5425	104	0	0	0	0	0	0	0	0	0	0	0	5	246	1091	623	1	0	0	0	64571
789	7900	9255	7302	49	14	9	5	11078	563	1415.19	3609.66	160003	216.943	11.0126	255	0	255	0	255	12.5	5143	11.5	1122	0	0	0	0	0	0	0	0	0	7	2044	5143	108	0	0	0	0	0	0	0	0	0	0	0	2	252	1122	576	1	0	0	0	64652
790	7910	9270	7320	53	16	10	5	11099	568	1380.31	3361.48	118092	216.805	11.0999	255	0	255	0	255	12.5	5081	11.5	1099	0	0	0	0	0	0	0	0	0	5	2119	5081	115	0	0	0	0	0	0	0	0	0	0	0	2	273	1099	571	5	0	0	0	64729
791	7920	9333	7412	50	16	10	5	11110	560	1385.64	3347.72	116875	216.888	11.054	255	0	255	0	255	12.5	5092	11.5	1075	0	0	0	0	0	0	0	0	0	12	2166	5092	141	1	0	0	0	0	0	0	0	0	0	0	5	252	1075	586	3	0	0	0	64803
792	7930	9342	7477	48	17	9	5	11121	557	1410.12	3439.24	111375	217.056	11.1209	255	0	255	0	255	12.5	5086	11.5	1043	0	0	0	0	0	0	0	0	0	14	2250	5086	127	0	0	0	0	0	0	0	0	0	0	0	1	233	1043	585	3	0	0	0	64878
793	7940	9547	7662	49	16	10	5	11139	561	1414.14	3577.94	138842	217.223	11.2853	255	0	255	0	255	12.5	5167	11.5	1038	0	0	0	0	0	0	0	0	0	12	2349	5167	134	0	0	0	0	0	0	0	0	0	0	0	3	227	1038	614	3	0	0	0	64951
794	7950	9700	7771	52	18	10	5	11156	564	1428.71	3694.13	139299	217.186	11.327	255	0	255	0	255	12.5	5294	11.5	1070	0	0	0	0	0	0	0	0	0	9	2318	5294	150	0	0	0	0	0	0	0	0	0	0	0	2	256	1070	599	2	0	0	0	65028
795	7960	9674	7714	55	18	10	5	11168	563	1433.88	3823.78	143403	217.139	11.333	255	0	255	0	255	12.5	5295	11.5	1078	0	0	0	0	0	0	0	0	0	7	2273	5295	139	0	0	0	0	0	0	0	0	0	0	0	1	266	1078	614	1	0	0	0	65101
796	7970	9401	7422	49	15	10	5	11180	558	1457	3811.98	141041	217.211	11.4125	255	0	255	0	255	12.5	5191	11.5	1135	0	0	0	0	0	0	0	0	0	4	2092	5191	135	0	0	0	0	0	0	0	0	0	0	0	4	231	1135	609	0	0	0	0	65178
797	7980	9284	7371	51	15	10	5	11204	572	1432.06	4352.24	234264	216.945	11.1226	255	0	255	0	255	12.5	5190	11.5	1135	0	0	0	0	0	0	0	0	0	5	2042	5190	134	0	0	0	0	0	0	0	0	0	0	0	12	216	1135	550	0	0	0	0	65252
798	7990	9344	7406	52	15	10	5	11222	570	1423.3	4306.04	213039	216.926	11.2181	255	0	255	0	255	12.5	5186	11.5	1132	0	0	0	0	0	0	0	0	0	2	2105	5186	113	0	0	0	0	0	0	0	0	0	0	0	7	235	1132	564	0	0	0	0	65326
799	8000	9235	7310	52	16	9	6	11238	572	1415.45	4428.1	202593	216.737	10.9839	255	0	255	0	255	12.5	5087	11.5	1106	0	0	0	0	0	0	0	0	0	3	2116	5087	104	0	0	0	0	0	0	0	0	0	0	0	10	257	1106	552	0	0	0	0	65398
800	8010	9108	7103	53	16	10	5	11258	570	1405.79	3881.29	184039	216.772	10.9666	255	0	255	0	255	12.5	4975	11.5	1146	0	0	0	0	0	0	0	0	0	4	2011	4975	113	0	0	0	0	0	0	0	0	0	0	0	20	272	1146	567	0	0	0	0	65473
801	8020	9054	7095	49	14	10	5	11273	569	1376.23	3165.59	116820	216.822	10.9501	255	0	255	0	255	12.5	4992	11.5	1111	0	0	0	0	0	0	0	0	0	7	1984	4992	112	0	0	0	0	0	0	0	0	0	0	0	24	291	1111	533	0	0	0	0	65549
802	8030	9144	7146	49	14	10	6	11291	572	1352.79	3197.79	116864	216.621	11.0388	255	0	255	0	255	12.5	5079	11.5	1138	0	0	0	0	0	0	0	0	0	1	1965	5079	101	0	0	0	0	0	0	0	0	0	0	0	29	316	1138	515	0	0	0	0	65623
803	8040	8887	6939	43	13	10	6	11305	564	1375.34	3266.44	117065	216.706	10.9915	255	0	255	0	255	12.5	4920	11.5	1120	0	0	0	0	0	0	0	0	0	1	1907	4920	111	0	0	0	0	0	0	0	0	0	0	0	31	304	1120	493	0	0	0	0	65697
804	8050	9012	7066	42	12	10	6	11320	564	1336.75	3791.41	243407	216.697	11.0114	255	0	255	0	255	12.5	5067	11.5	1136	0	0	0	0	0	0	0	0	0	1	1876	5067	122	0	0	0	0	0	0	0	0	0	0	0	29	303	1136	478	0	0	0	0	65772
805	8060	9145	7227	42	12	9	6	11336	567	1330.9	3907.27	239320	216.607	10.9222	255	0	255	0	255	12.5	5046	11.5	1135	0	0	0	0	0	0	0	0	0	2	2054	5046	125	0	0	0	0	0	0	0	0	0	0	0	22	321	1135	440	0	0	0	0	65846
806	8070	9333	7445	40	12	9	6	11349	564	1345.14	3661.74	228903	216.888	11.1027	255	0	255	0	255	12.5	5166	11.5	1130	0	0	0	0	0	0	0	0	0	1	2160	5166	118	0	0	0	0	0	0	0	0	0	0	0	23	310	1130	423	2	0	0	0	65918
807	8080	9374	7449	48	16	9	6	11368	575	1343.6	3624.39	229853	216.875	11.1261	255	0	255	0	255	12.5	5070	11.5	1190	0	0	0	0	0	0	0	0	0	3	2251	5070	125	0	0	0	0	0	0	0	0	0	0	0	18	283	1190	429	5	0	0	0	65993
808	8090	9509	7624	49	17	9	6	11395	580	1348.64	3545.28	219448	216.986	11.1128	255	0	255	0	255	12.5	5069	11.5	1178	0	0	0	0	0	0	0	0	0	3	2404	5069	148	0	0	0	0	0	0	0	0	0	0	0	13	289	1178	401	4	0	0	0	66068
809	8100	9523	7660	51	17	9	6	11415	578	1364.06	3498.72	211557	217.15	11.3019	255	0	255	0	255	12.5	5120	11.5	1170	0	0	0	0	0	0	0	0	0	6	2381	5120	153	0	0	0	0	0	0	0	0	0	0	0	11	271	1170	405	6	0	0	0	66144
810	8110	9713	7897	45	15	9	6	11428	572	1373.92	3482.49	207430	217.246	11.2483	255	0	255	0	255	12.5	5319	11.5	1111	0	0	0	0	0	0	0	0	0	7	2434	5319	137	0	0	0	0	0	0	0	0	0	0	0	4	287	1111	411	3	0	0	0	66219
